Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,956.000,33.542,3.610,15.945,17.222,24.043,31.836,39.527,1022.813,1034.104,0.030
5,863.000,39.412,3.049,14.987,15.705,17.632,26.447,28.750,1027.354,1036.552,0.025
10,704.400,45.788,3.117,15.254,16.022,20.321,27.059,38.312,1033.633,1046.930,0.022
15,993.200,36.197,3.558,15.012,15.735,16.987,26.623,29.149,1017.138,1033.448,0.028
20,506.800,56.678,4.654,14.982,15.800,23.483,30.292,34.607,2033.628,2044.070,0.018
25,630.600,47.059,2.940,14.987,15.729,18.033,26.665,33.759,1021.760,1030.890,0.021
30,1360.600,23.061,3.287,15.141,15.918,24.673,26.839,33.998,44.824,1027.090,0.043
35,1113.000,28.693,2.752,15.156,15.972,17.389,25.928,34.649,982.015,1038.082,0.035
40,454.000,74.354,2.901,15.595,16.481,24.753,32.134,974.927,1038.265,1049.324,0.013
45,620.200,66.642,3.241,15.118,15.981,20.950,27.492,37.404,1918.788,1944.257,0.015
50,410.800,55.240,2.990,15.178,16.102,25.559,37.229,65.045,1029.295,1042.382,0.018
55,353.200,91.628,2.910,15.747,16.757,25.054,33.901,1025.672,1037.276,1039.802,0.011
60,648.200,46.002,3.415,14.927,15.597,16.985,26.598,36.107,1014.888,1037.216,0.022
65,800.000,42.177,3.111,15.088,16.015,24.446,27.103,34.121,1024.759,1030.263,0.024
70,976.400,30.965,2.896,15.458,16.247,19.400,27.115,29.496,1010.493,1048.489,0.032
75,691.800,73.213,3.166,15.455,16.318,21.176,27.893,39.244,1040.045,3046.675,0.014
80,286.400,62.474,4.669,14.811,15.553,16.802,25.104,34.992,1024.855,2024.339,0.016
85,798.800,41.602,4.510,15.067,15.782,19.490,26.126,32.844,1034.148,1035.997,0.024
90,430.000,60.970,3.037,14.833,15.536,17.767,26.825,35.577,1043.372,1053.404,0.016
95,957.400,38.729,2.833,15.239,16.129,25.050,27.644,36.871,1025.577,1045.259,0.026
100,500.400,55.928,3.233,15.160,15.971,17.297,27.356,50.182,1025.965,1036.413,0.018
105,573.000,62.273,3.032,14.973,15.713,23.860,33.251,41.533,1027.920,1051.016,0.016
110,400.800,77.772,4.678,14.933,15.617,18.121,26.761,44.933,1802.577,1806.767,0.013
115,534.000,42.095,3.281,14.795,15.629,24.589,26.759,34.560,1033.808,1035.644,0.024
