Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1692.000,18.941,10.540,12.819,14.758,23.214,28.816,34.693,53.508,130.138,0.053
5,1732.600,18.465,10.261,12.601,14.393,22.999,28.292,33.847,47.487,90.262,0.054
10,1675.800,19.087,10.225,12.428,14.199,22.237,28.046,33.182,49.579,925.311,0.052
15,1713.000,18.670,10.440,12.783,14.844,23.178,28.914,34.220,45.512,98.352,0.054
20,1680.400,19.071,10.507,12.718,14.777,23.472,30.291,36.295,50.650,113.949,0.052
25,862.600,37.242,10.168,12.547,18.082,43.217,89.023,130.538,231.461,406.582,0.027
30,1226.000,25.981,9.974,12.286,14.274,27.546,51.198,79.762,150.521,268.581,0.038
35,1295.800,26.439,10.020,12.801,15.755,26.213,39.815,52.933,160.066,1033.626,0.038
40,1539.200,19.298,10.108,12.372,14.199,22.613,28.361,34.522,56.180,790.126,0.052
45,1660.000,19.274,10.277,12.405,14.206,22.310,27.748,33.063,49.404,1020.101,0.052
50,1717.200,18.627,10.618,12.704,14.648,22.874,28.455,34.135,47.714,118.322,0.054
55,1740.600,18.384,10.427,12.640,14.455,22.835,28.286,33.382,47.097,95.027,0.054
60,1691.600,18.910,10.219,12.483,14.136,22.103,27.538,32.918,50.118,729.404,0.053
65,1718.800,18.609,10.620,12.727,14.703,23.166,28.752,33.992,45.431,104.384,0.054
70,1709.600,18.723,10.190,12.554,14.293,22.488,27.864,33.267,50.507,479.951,0.053
75,1564.800,20.436,10.064,12.483,14.458,22.560,28.464,34.113,50.005,1018.749,0.049
80,1603.200,19.974,9.960,12.509,14.264,22.531,28.209,34.517,50.859,881.511,0.050
85,1728.000,18.503,10.442,12.543,14.215,22.393,27.508,33.060,45.996,463.861,0.054
90,1593.200,20.626,10.170,12.430,14.181,22.516,28.044,34.059,50.414,1029.750,0.048
95,1596.800,19.496,10.163,12.293,14.060,22.033,27.656,34.009,54.478,824.766,0.051
100,1707.400,18.740,10.316,12.544,14.427,22.860,29.020,35.003,49.589,288.586,0.053
105,1681.200,19.295,10.433,12.510,14.530,22.866,28.890,34.182,49.803,816.853,0.052
110,1744.400,18.077,10.057,12.486,14.206,22.066,27.707,33.495,47.058,151.565,0.055
115,2024.200,15.753,10.414,11.706,12.666,18.559,22.429,27.628,36.712,89.413,0.063
