Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1545,1545.000,11054,13262,15826,20834,24390,31698,40328,86787,130138
1,1735,1735.000,10574,12946,14658,18485,22887,28217,32971,44943,68215
2,1737,1737.000,10754,12734,14629,18460,23192,28454,32824,42908,65180
3,1666,1666.000,10540,12691,14647,19143,23125,29532,36930,60368,86661
4,1777,1777.000,10779,12585,14173,18020,22432,27823,32210,43388,75551
5,1747,1747.000,10817,12729,14675,18349,22938,27669,32803,45053,61565
6,1687,1687.000,10342,12623,14580,18939,23451,28480,34739,56816,90262
7,1731,1731.000,10261,12501,14155,18457,22887,28303,33987,53408,88383
8,1768,1768.000,10862,12534,14280,18089,22525,27994,33318,44470,59520
9,1730,1730.000,10622,12647,14519,18512,23305,29179,34257,46156,62952
10,1699,1699.000,10588,12306,13990,21925,21588,26341,31664,47379,925311
11,1497,1497.000,10225,11628,13362,17828,20607,26511,32888,46206,408220
12,1762,1762.000,10599,12600,14314,18155,22372,28314,33292,48754,72923
13,1697,1697.000,10543,12688,14431,18859,23170,29323,35231,59484,81845
14,1724,1724.000,10628,12713,14908,18558,23048,28670,33070,45453,71453
15,1730,1730.000,10893,12745,14653,18503,22849,28172,33928,44745,68636
16,1726,1726.000,10912,12842,14810,18532,23408,28656,32698,42984,55871
17,1738,1738.000,10755,12628,14613,18445,23073,28653,34950,45558,85188
18,1693,1693.000,10440,12662,14798,18879,23104,29272,35606,53210,98352
19,1678,1678.000,10731,13030,15453,19004,23530,29889,34879,45270,71978
20,1739,1739.000,10507,12697,14616,18427,22875,28673,34354,44951,59984
21,1804,1804.000,10763,12502,14101,17824,22184,26666,31871,43344,113949
22,1757,1757.000,10754,12614,14252,18140,22675,28448,33867,45564,62069
23,1587,1587.000,10912,12922,15726,20198,25876,32618,37978,51626,83051
24,1515,1515.000,10803,13047,16262,21193,25770,35547,42650,75853,104203
25,691,691.000,10845,18407,27565,48891,52767,104629,173647,232837,381216
26,1124,1124.000,10391,12390,14684,28118,25465,53848,104453,207226,406582
27,619,619.000,10168,11124,12457,50996,79884,142259,215955,314235,366984
28,1182,1182.000,10359,12439,15201,26459,35288,56250,71482,104864,231461
29,697,697.000,10550,17467,25435,46473,55304,111907,152836,225812,285523
30,555,555.000,9974,10804,45699,57636,86615,149930,158018,231215,268581
31,899,899.000,10366,11618,13307,35028,56343,97097,112824,147795,202284
32,1354,1354.000,10655,12469,14617,23533,31898,47065,56354,78804,128334
33,1622,1622.000,10617,12484,14319,19636,24740,32360,37647,61075,90823
34,1700,1700.000,10589,12552,14243,18862,23618,31457,37011,51767,70540
35,1685,1685.000,10562,12708,14399,18929,23553,30576,36463,50409,68636
36,1579,1579.000,10790,13084,15642,20279,25976,33491,39424,51296,77066
37,1528,1528.000,10765,12952,15391,20982,26751,36313,44394,59494,98124
38,617,617.000,11246,18387,33256,53861,53800,84046,157657,413332,516700
39,1070,1070.000,10020,11708,13255,39335,21878,47807,112323,753793,1033626
40,933,933.000,10108,11924,14248,21993,22521,30614,41770,94478,463452
41,1528,1528.000,10140,11882,13355,20937,20913,27137,32921,162015,790126
42,1757,1757.000,10698,12574,14303,18196,22839,28376,34421,43569,66222
43,1728,1728.000,10692,12598,14676,18586,23223,28881,33809,46112,90330
44,1750,1750.000,10756,12582,14372,18236,22821,27995,33543,45490,62299
45,1712,1712.000,10413,12552,14630,18653,22907,27741,34446,58650,101055
46,1753,1753.000,10794,12675,14379,20320,22625,27934,32972,44942,1020101
47,1325,1325.000,10277,11574,12826,21401,20046,24274,29438,236321,894316
48,1730,1730.000,10818,12606,14726,18497,23042,29078,34120,45430,61070
49,1780,1780.000,10695,12437,13924,18009,22386,28132,33192,46913,76246
50,1705,1705.000,10747,12725,14857,18743,23370,29140,35250,45757,55880
51,1625,1625.000,10618,12711,14726,19709,23191,29834,36250,83376,118322
52,1753,1753.000,10880,12690,14439,18266,22505,27874,32636,46369,81244
53,1753,1753.000,10763,12751,14595,18195,22422,27850,33749,42931,60004
54,1750,1750.000,10845,12659,14643,18302,22915,28055,32584,43254,67632
55,1757,1757.000,10709,12656,14629,18254,22712,27716,32638,45878,95027
56,1723,1723.000,10427,12566,14324,18512,22636,27788,33382,63495,85804
57,1755,1755.000,10858,12598,14394,18255,22829,28833,33567,45813,68308
58,1719,1719.000,10764,12795,14587,18550,23155,28941,33538,45523,70226
59,1749,1749.000,10703,12589,14390,18351,23024,28042,34438,44955,71577
60,1777,1777.000,10701,12705,14310,17972,22283,27502,32381,45837,52792
61,1772,1772.000,10818,12692,14314,18078,22466,27561,31932,44100,81940
62,1669,1669.000,10584,12484,14074,21066,22400,28451,36441,83058,729404
63,1457,1457.000,10219,11741,13591,19777,20339,26174,32384,86692,539482
64,1783,1783.000,10723,12516,14177,17943,22471,27972,32454,45177,60609
65,1753,1753.000,10620,12699,14565,18265,23004,28336,32998,43843,62898
66,1687,1687.000,10628,12663,14463,18933,23414,29537,35419,51197,98896
67,1710,1710.000,10809,12725,14601,18685,22944,28614,34089,48443,104384
