Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,170,170.000,10980,12545,23967,202808,68228,965518,994131,1055271,1069731
1,359,359.000,10646,11845,15443,101553,26549,39413,948286,1007960,1027451
2,586,586.000,10412,11583,16612,70308,25803,35527,923413,1008770,1023659
3,581,581.000,10406,11987,17460,73581,26836,38387,947885,1025136,1039775
4,288,288.000,10532,11676,15337,18395,23916,31034,33897,42906,44824
5,681,681.000,10756,19249,34659,49897,54645,107333,151309,234330,287915
6,757,757.000,10184,11445,18400,63752,28593,50842,204107,956889,1038892
7,693,693.000,10547,11463,16909,21112,24683,32597,42862,89991,105562
8,416,416.000,10122,11375,15377,91154,26138,39105,968630,1008324,1017825
9,1161,1161.000,10346,11501,16673,45302,24532,31151,37727,1007238,1030711
10,240,240.000,10788,11661,18056,19721,25515,31889,37064,44043,48758
11,1261,1261.000,10332,11837,16400,42286,25704,33977,41759,939976,1031024
12,497,497.000,10643,12223,19337,33168,27890,36940,42421,1004154,1033793
13,181,181.000,10398,11430,13459,166205,27550,902223,944888,1019411,1026662
14,70,70.000,10377,10962,16310,409726,1004316,1019896,1020882,1029032,1029032
15,1580,1580.000,10664,11898,17728,19849,25187,32639,37210,46703,66906
16,152,152.000,10594,11706,19441,219176,42974,971344,992950,1016475,1018126
17,369,369.000,10012,11230,17652,98902,27080,42089,936455,1011735,1030937
18,593,593.000,10403,11759,18127,70672,27091,34290,923359,1016355,1027919
19,211,211.000,10382,11187,17809,164519,27231,985126,1003794,1030309,1035957
20,709,709.000,10502,11483,16176,19048,24892,31803,36164,42060,48784
21,271,271.000,10255,11165,14569,123952,26827,876598,938919,1015252,1025341
22,586,586.000,10276,12133,18493,72303,27688,38596,914280,999087,1044940
23,719,719.000,10449,11454,17042,60322,26553,34812,46982,998273,1016389
24,447,447.000,10655,11497,18165,19284,25270,31971,35192,41628,48963
25,335,335.000,10314,11514,16906,111443,26218,40318,1003746,1015874,1033125
26,715,715.000,10298,11476,14529,59612,25554,33776,51851,980895,1055497
27,224,224.000,10232,10832,12300,150811,26167,924491,996456,1028163,1037605
28,695,695.000,10743,12016,16538,32610,26096,35055,41922,973260,1024384
29,176,176.000,10770,11609,17900,134373,27036,892675,913033,957789,963349
30,563,563.000,10222,11406,15769,71976,25019,33558,912925,1017922,1060131
31,1148,1148.000,10407,11618,18082,36770,26392,34066,40215,986028,1035991
32,145,145.000,10147,10921,14941,177877,22593,947273,1007926,1017500,1022278
33,92,92.000,10325,10800,11899,210003,28056,965490,979945,1002878,1002878
34,538,538.000,10197,11534,15911,72789,24652,33733,900591,983819,1020042
35,536,536.000,10202,11395,17272,77083,25015,35356,892903,1014736,1947344
36,134,134.000,10195,11152,15376,230505,29947,990758,1005317,1023703,1034538
37,419,419.000,10155,11410,16748,88494,25978,35086,919737,1000215,1026568
38,291,291.000,10397,11342,15832,121587,26062,893619,976355,1019858,1029351
39,353,353.000,10749,12204,20480,23759,29443,42540,51199,69950,81294
40,426,426.000,10310,11459,17017,87087,26895,40045,898349,988650,1040276
41,538,538.000,10100,11280,15597,73752,25643,35778,891154,1012000,1051795
42,462,462.000,10207,11306,17319,85926,26725,37341,977001,1027123,1033730
43,536,536.000,10395,11819,18497,33493,27309,36181,44598,975413,1019163
44,265,265.000,10318,11063,13352,111447,25272,775716,877056,1020711,1039082
45,105,105.000,10162,11266,17287,272554,928044,993801,1002031,1008936,1014130
46,1182,1182.000,10183,11603,15309,43647,24268,32047,37329,975299,1031056
47,297,297.000,10151,11094,13682,121456,25176,953608,1001443,1023546,1030479
48,281,281.000,10330,11163,15605,128691,26905,959786,1002342,1033183,1041783
49,173,173.000,10349,11271,15971,107791,26273,37680,992564,1011544,1017988
50,128,128.000,10084,10750,13732,131266,27257,911060,952236,971513,974698
51,885,885.000,10075,11469,16499,52436,25011,33003,39801,1000563,1031733
52,746,746.000,10327,11504,15634,58290,25035,33308,43507,1011632,1024285
53,296,296.000,10269,11312,14568,20641,23636,29746,34297,41097,839718
54,418,418.000,10158,11253,15073,85163,24738,36410,890338,964898,1035461
55,1003,1003.000,10259,11513,17948,48648,25592,33985,41348,966223,1016630
56,150,150.000,10281,10897,11945,222551,28217,1008755,1018484,1032642,1041585
57,546,546.000,10552,11662,17430,18811,24091,30532,33812,37773,45020
58,1011,1011.000,10267,11662,17919,50147,26755,33864,41291,975978,1953917
59,144,144.000,10338,11047,17483,224153,36727,989820,1008676,1021077,1030957
60,670,670.000,10351,11390,14784,44831,23579,31394,35712,995200,1030853
61,237,237.000,10003,11065,12564,62899,22946,32609,758472,904882,910583
62,671,671.000,10199,11583,16507,108276,25797,32988,44026,1992082,2021025
63,3,3.000,11186,11186,1016064,684981,1027694,1027694,1027694,1027694,1027694
64,618,618.000,10080,11332,15670,67475,24594,33523,904513,1008231,1026569
65,623,623.000,10443,11380,15193,18602,23963,30528,34942,39844,51160
66,421,421.000,10160,11152,13544,88246,25770,36198,927100,1009472,1028957
67,1430,1430.000,10526,11476,15808,18707,24554,31201,34693,40954,61395
68,1510,1510.000,10482,11590,17225,39188,25378,31862,36592,989232,1043448
69,198,198.000,10388,11114,14532,133686,26072,951910,996065,1028109,1028500
70,193,193.000,10073,11471,14641,74124,25106,34234,846446,1019396,1031432
71,149,149.000,10136,10937,13749,190265,25623,953256,969825,1012696,1019120
72,1655,1655.000,10406,11660,17387,19155,24955,31044,35104,41785,50688
73,409,409.000,10245,11388,17282,92265,25984,37966,954759,1020750,1030482
74,1312,1312.000,10203,11530,17408,40556,25133,32314,37803,971246,1011277
75,176,176.000,10614,11327,14588,28727,25538,33053,37246,905680,921014
76,648,648.000,10192,11162,14382,63497,24970,49565,90305,1007660,1031458
77,145,145.000,10046,10973,13075,228244,29810,989954,1003980,1024282,1024442
78,1158,1158.000,10638,11586,15618,18758,24799,31308,34246,42713,62256
79,672,672.000,10173,11231,14267,59588,23964,34407,45074,989468,1017236
80,285,285.000,10127,11313,14238,126562,26143,931923,1005767,1028855,1052815
81,1052,1052.000,10342,11408,16715,30772,24798,31330,35660,984734,1020831
82,114,114.000,10195,11006,11837,171418,26627,944777,965275,984217,991476
83,1542,1542.000,10235,11590,16812,38112,24373,31271,35751,1008567,1036933
84,232,232.000,10663,11580,14759,22626,26299,31861,36927,46365,855733
85,743,743.000,10167,11380,14998,56957,24688,32645,42162,998225,1021432
86,610,610.000,10213,11668,17743,67042,25048,35115,872167,968535,1025853
87,694,694.000,10323,11416,16364,18397,23925,29891,32906,40948,46618
88,218,218.000,10392,11132,15469,153988,24595,915935,980695,1021263,1032910
89,182,182.000,10163,10906,11734,184167,28801,977878,1014111,1030689,1039099
90,1073,1073.000,10129,11489,17539,47829,25079,31534,37534,969205,1946573
91,202,202.000,10197,11033,13394,151669,24550,914961,950557,993561,1033873
92,592,592.000,10450,11327,16551,18372,23744,29531,33742,39386,56222
93,563,563.000,10221,11345,15558,70506,24870,33709,886866,993639,1017811
94,1325,1325.000,10391,11380,15950,20576,23971,29500,33663,42029,1036245
95,205,205.000,10327,10730,11741,143578,26204,901627,943641,972579,1004227
96,299,299.000,10174,10899,13761,114565,25791,825360,942655,1007943,1020899
97,471,471.000,10187,11277,16795,80008,25105,37548,886756,999467,1027455
98,191,191.000,9899,10798,11423,174341,25948,957989,1000749,1014027,1017026
99,366,366.000,9942,11146,14872,98908,24253,36630,949008,1000165,1010257
100,308,308.000,10224,10830,11625,107288,23206,774549,913563,967118,1022907
101,199,199.000,9962,11391,14033,170613,28477,969120,987668,1011534,1038295
102,816,816.000,10566,11638,16863,18657,24562,29548,33805,38044,44128
103,693,693.000,10108,11599,17188,60860,25530,33632,46078,977857,1025602
104,821,821.000,10276,11644,17808,57389,25163,32480,38971,1041305,1081809
105,178,178.000,10272,10966,14816,187632,33441,967499,982316,1007724,1008046
106,262,262.000,10577,11463,17801,19803,26008,31743,35938,51279,55113
107,496,496.000,10097,11301,14830,77988,24991,34213,911181,1003995,1019790
108,1327,1327.000,10339,11485,16754,33171,24540,32429,36804,1011149,1065135
109,96,96.000,10254,10719,10994,145691,43893,952062,986172,1034496,1034496
110,441,441.000,10133,11498,15740,95445,24842,34493,975684,1052195,1986977
111,166,166.000,10095,11595,18860,170525,81239,844755,872843,943766,1012107
112,553,553.000,10315,11473,15928,72833,25425,34146,913893,1008304,1022958
113,162,162.000,10285,11413,18260,207694,27954,982858,1006707,1029863,1033345
114,341,341.000,10059,11181,15110,105356,26223,40454,943178,1010487,1030542
115,592,592.000,10412,11283,16568,41704,24254,30613,36173,1018185,1046306
116,102,102.000,10267,10673,11690,180106,24615,960925,977810,996442,998551
117,996,996.000,10033,11306,14217,47103,23838,32164,38912,983369,1029903
118,897,897.000,10524,11628,17606,19037,24754,31254,33980,41469,50750
119,401,401.000,10181,11334,12594,17466,22991,28519,32302,38229,47291
