Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1631.800,19.624,10.150,13.536,19.094,23.338,27.307,30.639,52.261,88.616,0.051
5,1616.200,19.792,10.442,13.361,19.433,24.809,28.623,31.072,38.344,59.915,0.051
10,1479.800,21.618,10.530,13.847,21.760,26.557,30.632,34.247,48.020,1031.442,0.046
15,1511.000,21.183,10.246,13.910,21.399,26.421,30.618,33.776,43.837,95.114,0.047
20,1516.400,21.094,10.627,13.696,21.368,26.414,30.741,34.030,45.046,78.232,0.047
25,1486.200,21.539,10.214,13.883,21.603,26.752,31.502,35.217,47.705,93.897,0.046
30,1167.400,27.518,9.986,14.197,22.481,28.596,39.475,53.260,177.605,313.381,0.036
35,1124.200,28.333,10.379,14.138,23.336,30.236,43.227,60.353,187.305,289.362,0.035
40,1525.400,20.976,10.589,13.708,21.258,26.297,30.656,33.759,42.080,62.601,0.048
45,1180.400,27.098,10.742,14.013,22.597,28.376,37.923,59.976,181.708,355.982,0.037
50,1516.600,21.099,10.182,13.804,21.302,26.136,30.213,33.770,48.152,89.496,0.047
55,1509.000,21.210,10.656,13.986,21.246,26.246,30.794,34.292,45.160,75.184,0.047
60,1507.600,21.208,10.312,13.740,21.612,26.207,30.602,34.286,44.830,78.107,0.047
65,1515.400,21.117,10.818,13.805,21.371,26.159,30.414,33.914,46.113,77.870,0.047
70,1524.000,20.999,10.339,13.830,21.201,26.216,30.255,33.328,43.957,80.854,0.048
75,1504.000,21.271,10.768,13.881,21.702,26.357,30.832,33.893,45.161,70.859,0.047
80,1536.400,20.826,10.162,13.726,21.027,25.930,30.061,32.977,43.823,120.445,0.048
85,1539.600,20.924,10.663,13.788,21.135,26.043,30.023,33.402,43.582,84.508,0.048
90,1494.200,21.271,10.347,13.820,21.610,26.395,30.681,33.944,44.749,107.456,0.047
95,1547.000,20.683,10.537,13.682,20.791,26.073,30.145,32.936,41.256,57.597,0.048
100,1511.600,21.159,10.310,13.810,21.250,26.159,30.100,33.373,51.336,99.267,0.047
105,1535.000,20.832,10.681,13.792,21.209,26.064,29.960,33.123,42.391,67.550,0.048
110,1506.400,21.253,10.618,13.856,21.445,26.466,30.800,34.155,44.433,75.973,0.047
115,1498.600,21.236,10.427,13.913,21.364,26.307,30.552,34.140,47.269,84.548,0.047
