Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,536.200,65.245,9.953,11.479,17.335,25.917,36.362,95.834,1013.900,1050.028,0.015
5,575.600,57.980,9.859,11.138,19.031,31.727,77.583,150.558,992.018,1025.626,0.017
10,439.400,63.048,9.924,11.015,15.490,23.883,31.172,38.436,1929.609,2018.796,0.016
15,609.600,58.097,9.857,11.003,16.014,24.639,32.744,55.390,1002.159,1029.392,0.017
20,375.800,82.193,9.866,10.987,14.602,24.310,33.465,950.946,1020.392,1041.022,0.012
25,661.000,44.886,9.858,11.037,14.925,23.420,30.829,36.137,991.397,1029.411,0.022
30,519.000,64.470,9.878,11.065,16.028,24.564,33.353,61.131,1008.576,1956.948,0.016
35,611.200,56.169,9.825,10.929,15.020,23.837,31.682,40.257,989.144,1038.339,0.018
40,544.600,51.794,9.766,11.006,15.125,23.889,30.721,35.822,1825.965,3017.653,0.019
45,775.800,41.232,9.725,11.030,15.412,23.785,30.637,35.674,986.603,1029.191,0.024
50,429.200,74.545,9.814,10.879,14.795,24.111,35.786,925.382,1011.904,1713.955,0.013
55,809.200,39.547,9.693,11.092,15.819,23.715,30.687,35.790,947.977,1033.226,0.025
60,582.800,59.309,9.813,11.047,16.116,24.264,32.108,41.563,1010.899,1044.544,0.017
65,642.000,45.836,9.861,11.028,15.169,23.603,31.301,38.145,981.944,1047.035,0.022
70,376.800,96.249,9.842,10.774,14.421,24.639,37.194,950.152,1013.607,1034.194,0.010
75,606.000,47.499,9.781,10.974,15.710,23.400,31.149,36.586,997.272,1037.780,0.021
80,682.400,45.333,9.822,11.040,16.557,24.273,31.230,39.232,992.167,1032.629,0.022
85,449.600,72.888,9.803,10.969,15.375,24.081,32.326,932.490,1013.810,1998.979,0.014
90,308.600,112.810,9.686,10.783,14.095,24.114,872.643,963.104,1013.901,1036.599,0.009
95,788.200,41.007,9.821,11.032,15.623,23.592,30.198,35.377,990.007,1033.001,0.024
100,275.400,103.980,9.811,10.742,13.754,23.874,38.066,968.724,1018.128,1039.132,0.010
105,578.200,58.925,9.693,10.929,15.068,23.862,31.533,39.282,1002.249,1038.423,0.017
110,589.800,58.721,9.769,10.947,14.889,23.468,31.057,40.568,1008.090,1041.742,0.017
115,578.600,38.001,9.824,10.960,14.937,23.267,30.282,36.231,947.857,1032.518,0.026
