Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,451,451.000,10102,13078,21775,94051,34162,79575,973504,1023485,1050028
1,692,692.000,10174,11457,15246,61672,24505,32492,42918,1006129,1022105
2,582,582.000,10418,11495,17776,19257,24835,31133,35359,43782,52580
3,489,489.000,9953,11266,17415,81395,24624,34362,962640,1024923,1039269
4,467,467.000,10046,11194,16408,83118,25876,37948,939222,1012748,1037306
5,359,359.000,15020,19550,44159,52429,71579,116069,129317,192387,223772
6,517,517.000,10121,11574,49685,101366,78554,162272,284367,1008588,1017876
7,246,246.000,9859,10813,14126,41231,23717,31384,40909,873529,876478
8,457,457.000,9986,11033,14257,84201,24171,34071,954535,1013260,1025626
9,1299,1299.000,10096,10997,15951,36192,24322,31711,36468,968309,1013650
10,198,198.000,9952,10864,15872,53018,23321,34263,42350,910246,932989
11,1004,1004.000,9925,11036,16265,71947,24125,30584,35698,1982816,2018796
12,50,50.000,9924,10087,10306,161689,10484,969514,999020,1019185,1019185
13,154,154.000,10018,10780,17114,217307,30214,1006720,1016961,1028128,1029186
14,791,791.000,10255,11106,15211,17993,23481,29941,32873,39847,46563
15,274,274.000,10039,10841,15098,129441,26110,924373,1000040,1016740,1021689
16,987,987.000,9857,11011,16558,48686,23968,32082,36401,981878,1024767
17,695,695.000,10221,10987,15354,17866,23346,29024,32002,36817,44497
18,497,497.000,9985,11040,16050,78487,25131,32518,935932,1005128,1029392
19,595,595.000,9922,11062,16850,70813,26820,53008,893268,1010805,1021780
20,394,394.000,9896,10941,14222,94885,24377,32328,992005,1024194,1026156
21,498,498.000,9939,10963,15707,54810,24429,30180,37890,1010088,1027947
22,156,156.000,9928,10665,12665,91011,22912,40692,907128,951531,956907
23,227,227.000,9967,10931,13969,152739,26591,959237,1009204,1032485,1041022
24,604,604.000,9866,11113,15121,67697,24144,33078,899687,1007897,1024955
25,1054,1054.000,9918,11122,15975,44270,23155,31020,36786,996222,1024578
26,177,177.000,10240,11046,14229,32962,24567,31958,35158,908775,910599
27,937,937.000,9858,10921,12491,48507,23151,30229,36128,990823,1029411
28,600,600.000,9869,10966,15315,67661,23276,32247,886329,1008849,1027039
29,537,537.000,10320,11190,16050,18259,23910,30021,33615,39850,45474
