Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,68.400,971.239,5.796,28.577,62.055,1032.519,1085.119,4023.705,13162.455,14151.439,0.001
5,5.800,6120.339,5.290,1009.466,8111.193,10149.343,12138.335,12158.856,12177.691,12177.691,0.000
10,2.600,2033.771,9.696,1038.411,2020.725,3043.755,3073.194,3083.796,3083.796,3083.796,0.000
15,26.200,1215.033,3.711,993.690,1018.486,1053.871,2036.500,3041.601,8082.902,8094.875,0.001
20,7.200,5908.384,15.679,4084.761,6074.935,7129.955,11131.690,11146.896,11152.277,11152.277,0.000
25,8.600,2504.731,5.070,1005.620,3020.727,4066.447,5063.675,5100.183,6079.055,6079.055,0.000
30,33.200,1002.288,5.688,29.862,63.736,1082.182,3036.453,5065.938,6067.356,7097.843,0.001
35,11.800,2274.974,4.446,1023.599,2038.067,3053.855,4097.565,6080.362,6096.968,6096.968,0.000
40,18.000,1594.902,6.558,1012.905,1992.696,2067.729,3052.201,3093.817,4103.263,4103.263,0.001
45,23.200,1694.092,4.718,1005.777,2009.708,2073.428,3060.428,3085.757,4067.641,4070.892,0.001
50,24.000,1002.126,4.550,1009.926,1030.816,1060.181,2039.273,2062.000,3050.594,3060.770,0.001
55,31.200,1152.394,4.037,70.333,1013.974,2022.232,2043.863,3008.749,3054.087,4081.797,0.001
60,17.800,2353.014,9.497,1025.243,2026.720,4056.034,5082.801,6091.975,8153.705,8153.705,0.000
65,16.800,1407.728,4.383,41.906,1027.570,2061.603,3116.267,4087.916,5151.452,5151.452,0.001
70,34.000,951.829,4.346,31.080,1016.748,1058.877,2045.964,3025.999,4089.339,4097.096,0.001
75,17.000,1492.992,9.271,1008.540,1058.089,2063.528,3056.417,3079.716,4083.580,4083.580,0.001
80,27.800,1167.726,4.354,34.555,1022.970,2032.292,3023.408,3056.746,4052.471,4055.121,0.001
85,22.000,1612.788,4.515,42.189,1044.274,3029.677,4036.887,4056.015,5046.348,5051.208,0.001
90,18.600,1893.644,10.539,47.392,2023.986,3044.384,4036.014,4053.398,6041.836,6041.836,0.001
95,17.800,1480.943,4.724,33.616,1049.760,2061.112,3057.964,3071.742,4078.437,4078.437,0.001
100,48.800,694.077,2.433,25.931,64.739,1024.622,2029.832,2049.171,3024.655,3060.092,0.001
105,20.800,1829.049,4.861,989.447,1025.999,3065.100,4083.625,5065.309,5087.340,6069.200,0.001
110,30.800,912.866,4.743,35.052,983.130,1045.409,2046.984,3025.546,3059.840,3996.889,0.001
115,34.000,662.888,5.267,28.422,87.005,1038.855,2029.783,2065.845,3071.723,3109.333,0.002
