Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1413,1413.000,11066,13791,16475,22637,26294,37870,47761,88585,140860
1,1796,1796.000,10984,13237,14881,17763,22063,26158,29188,37916,52099
2,1726,1726.000,10665,12717,14194,18721,21983,26955,36595,70886,95162
3,1828,1828.000,10742,12770,14287,17335,21075,25638,29770,44445,58343
4,1951,1951.000,10860,12662,13880,16413,20536,24124,26148,33247,45613
5,1962,1962.000,10885,12672,14033,16310,19821,23908,26571,32688,49488
6,1853,1853.000,10305,12425,13747,17258,19716,24345,28614,78202,122198
7,1934,1934.000,10679,12581,13961,16579,20091,24348,26475,36029,74668
8,1923,1923.000,10694,12462,13832,16606,20836,24768,27532,35160,50378
9,1987,1987.000,10794,12515,13617,16085,19176,23993,26318,35206,51675
10,1957,1957.000,10841,12617,13867,16340,20788,24309,25899,30187,41700
11,1859,1859.000,10865,12569,13715,17190,20722,24992,27919,68409,83117
12,1977,1977.000,10601,12511,13626,16195,20258,24021,25391,34509,53068
13,1957,1957.000,10796,12434,13684,16342,20338,24100,27099,36312,47047
14,2003,2003.000,10542,12460,13568,15950,19868,23512,25624,32322,50951
15,1930,1930.000,10452,12433,13738,16597,20505,24794,27787,38341,85087
16,1960,1960.000,10696,12464,13638,16299,20165,23846,25962,33431,83961
17,1980,1980.000,10689,12471,13652,16179,20231,23960,25738,33575,47835
18,2003,2003.000,10714,12450,13530,15958,19701,23913,25511,32354,46619
19,1993,1993.000,10747,12372,13614,16092,19895,24010,26337,35149,46533
20,1861,1861.000,10787,12547,13963,17157,20480,24627,26889,68784,90562
21,2025,2025.000,10631,12373,13425,15799,19716,23464,25190,31182,44739
22,1962,1962.000,10545,12488,13680,16332,20509,24178,26570,32581,39375
23,1940,1940.000,10711,12397,13658,16449,20292,24210,26406,38840,91036
24,1953,1953.000,10429,12391,13544,16446,20315,24446,27135,39923,70194
25,1966,1966.000,10738,12383,13462,16211,20094,24247,26756,37672,53072
26,1961,1961.000,10795,12367,13511,16347,20361,24701,27463,36838,53722
27,1983,1983.000,10592,12427,13572,16115,20064,23942,26044,31854,51813
28,1847,1847.000,10752,12500,13860,17322,21052,24933,27538,66320,84269
29,1991,1991.000,10658,12337,13474,16046,20347,23889,25582,32378,42075
30,1991,1991.000,10500,12358,13566,16095,20074,24441,26426,31975,46248
31,1971,1971.000,10609,12440,13728,16194,20214,23936,26015,34252,46215
32,1984,1984.000,10400,12303,13530,16144,19261,23529,25710,36817,94876
33,1947,1947.000,10185,12355,13572,16435,19532,24211,26738,40817,102557
34,2022,2022.000,10751,12359,13466,15787,19128,23474,25511,31280,52733
35,2016,2016.000,10826,12386,13491,15915,19525,23579,25867,34326,48815
36,2025,2025.000,10546,12258,13313,15790,19530,23593,25514,32302,45819
37,1868,1868.000,10774,12412,13712,17123,20832,24817,28091,63900,79376
38,1994,1994.000,10630,12395,13510,16035,20152,23718,25823,32306,60437
39,1993,1993.000,10462,12375,13573,16034,19977,23892,26062,32324,41783
40,1957,1957.000,10394,12355,13574,16385,19717,24450,26773,36450,81669
41,1941,1941.000,10597,12395,13682,16446,20542,24499,26780,37081,47886
42,1955,1955.000,10369,12348,13586,16421,19862,24436,26915,40165,83071
43,2019,2019.000,10863,12328,13380,15793,19887,23267,25169,31243,45379
44,2004,2004.000,10560,12277,13363,15970,19717,23937,26429,33845,41806
45,1889,1889.000,10675,12382,13657,16978,20349,24420,27247,66972,88874
46,1974,1974.000,10550,12362,13508,16171,20382,23996,26575,33413,45851
47,2009,2009.000,10583,12311,13520,15930,19815,23912,25705,30882,44947
48,2028,2028.000,10653,12411,13510,15739,19640,23226,24650,28790,38587
49,1942,1942.000,10426,12442,13766,16514,20185,24111,26547,35533,104940
50,1960,1960.000,10530,12490,13830,16319,20359,24531,26531,31678,45170
51,1957,1957.000,10367,12385,13531,16368,20279,24193,26457,38804,77841
52,1979,1979.000,10488,12488,13699,16120,19913,24066,26130,32468,46680
53,1928,1928.000,10849,12588,13976,16610,20116,24902,27914,35520,44036
54,1862,1862.000,10852,12503,13689,17220,21256,25436,27869,66262,87399
55,1966,1966.000,10700,12512,13715,16206,20190,24224,26237,32215,42527
56,1947,1947.000,10543,12480,13781,16478,20739,24763,26752,32660,53884
57,1946,1946.000,10628,12298,13480,16423,20624,24517,27197,37283,50574
58,1916,1916.000,10223,12280,13757,16701,19906,24296,27104,44375,116224
59,2002,2002.000,10640,12398,13509,16000,19994,23950,25894,31107,44878
60,1958,1958.000,10370,12360,13517,16320,19277,23821,26343,41173,89178
61,1934,1934.000,10568,12517,13759,16541,20706,24645,27770,37938,51138
62,1931,1931.000,10840,12415,13676,16553,20688,25243,28276,34871,48324
63,1810,1810.000,10828,12678,14178,17704,21168,25615,28967,68060,93658
64,1981,1981.000,10478,12370,13495,16139,20114,24109,26173,34450,61135
65,1993,1993.000,10802,12512,13695,16043,19026,24114,26219,31517,39453
66,1907,1907.000,10606,12750,14383,16813,20399,25159,27651,36067,56045
67,1959,1959.000,10659,12463,13560,16298,20178,25013,27762,34490,58404
68,1920,1920.000,10358,12522,13818,16678,20442,24726,26977,40482,84787
69,1922,1922.000,10536,12523,13759,16649,20069,24573,27333,40413,77615
70,1929,1929.000,10715,12527,13752,16601,20486,24950,28029,38093,53184
71,1862,1862.000,11016,12799,14579,17983,21562,25783,29863,67628,85212
72,1849,1849.000,10695,12547,13821,16472,20632,24727,26990,34934,57143
73,1911,1911.000,10630,12657,14104,16742,20930,25017,27631,34082,51149
74,1949,1949.000,10733,12628,13845,16403,20805,24452,26183,30109,42901
75,1965,1965.000,10776,12423,13681,16291,20458,24223,26368,32310,41891
76,1970,1970.000,10709,12475,13653,16245,20692,24473,26135,30844,45522
77,1903,1903.000,10160,12350,13668,17197,20503,24845,27658,72335,109853
78,1885,1885.000,10736,12395,13708,16537,20487,24831,28068,35616,61193
79,1963,1963.000,10682,12500,13743,16307,20161,24553,26901,33463,43955
80,1852,1852.000,10715,12516,13799,17286,20486,24923,29038,67573,91901
81,1979,1979.000,10765,12471,13692,16200,20202,24243,26220,31022,47490
82,1960,1960.000,10608,12508,13811,16376,20203,24622,27294,33567,45995
83,1946,1946.000,10659,12519,13728,16350,20625,24243,26374,32663,47392
84,1987,1987.000,10722,12409,13572,16170,20177,24318,26648,32749,58837
85,1941,1941.000,10631,12414,13644,16436,20920,24818,26619,32994,55275
86,1924,1924.000,10275,12292,13497,16617,20209,24413,27059,55747,86086
87,1980,1980.000,10502,12424,13601,16149,20087,24215,26375,35061,53597
88,1981,1981.000,10723,12324,13418,16183,19735,24859,27804,34525,51021
89,1887,1887.000,10544,12386,13574,16924,20360,24476,26848,67078,82949
90,1946,1946.000,10584,12502,13834,16452,20741,24821,26914,33979,58276
91,1908,1908.000,10867,12507,13763,16764,20743,24852,28208,41883,67426
92,1936,1936.000,10594,12567,13972,16509,20353,24377,26725,33986,55685
93,1957,1957.000,10443,12315,13566,16365,20233,25305,27887,33835,47789
94,1979,1979.000,10706,12347,13577,16149,20313,24068,26174,32048,49013
95,1910,1910.000,10291,12451,13798,17082,20767,24972,28005,56199,85667
