Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1742.800,18.352,10.665,12.933,14.575,21.922,26.851,32.792,58.343,140.860,0.054
5,1931.800,16.559,10.305,12.537,13.828,20.039,24.237,26.967,38.554,122.198,0.060
10,1950.600,16.394,10.542,12.512,13.690,20.381,24.140,26.254,36.292,83.117,0.061
15,1973.200,16.223,10.452,12.443,13.634,20.088,24.063,26.145,33.823,85.087,0.062
20,1948.200,16.425,10.429,12.437,13.629,20.277,24.180,26.473,36.998,91.036,0.061
25,1949.600,16.396,10.592,12.402,13.554,20.363,24.323,26.587,36.952,84.269,0.061
30,1983.000,16.129,10.185,12.361,13.564,19.634,23.933,26.179,34.179,102.557,0.062
35,1979.200,16.166,10.462,12.362,13.506,20.072,23.893,26.141,34.521,79.376,0.062
40,1975.200,16.199,10.369,12.342,13.505,20.011,24.090,26.368,35.150,83.071,0.062
45,1968.400,16.256,10.426,12.377,13.583,20.039,23.916,25.993,34.511,104.940,0.062
50,1937.200,16.520,10.367,12.488,13.757,20.335,24.600,26.886,36.555,87.399,0.061
55,1955.400,16.359,10.223,12.408,13.654,20.307,24.317,26.525,35.385,116.224,0.061
60,1922.800,16.635,10.370,12.460,13.693,20.527,24.644,27.345,39.403,93.658,0.060
65,1940.200,16.492,10.358,12.549,13.818,20.069,24.724,27.133,35.533,84.787,0.061
70,1900.000,16.835,10.630,12.625,13.977,20.874,24.999,27.309,38.093,85.212,0.059
75,1937.200,16.511,10.160,12.433,13.685,20.468,24.568,26.997,35.363,109.853,0.061
80,1944.800,16.467,10.608,12.477,13.719,20.395,24.461,26.774,35.353,91.901,0.061
85,1942.600,16.457,10.275,12.361,13.552,20.302,24.490,26.884,38.930,86.086,0.061
90,1945.200,16.446,10.443,12.433,13.745,20.483,24.643,27.107,35.391,67.426,0.061
95,1903.400,16.811,10.279,12.449,13.794,20.539,24.759,27.410,41.131,88.214,0.059
100,1946.200,16.442,10.295,12.471,13.748,20.477,24.435,26.723,35.026,94.503,0.061
105,1947.400,16.428,10.290,12.400,13.634,20.188,24.383,26.694,37.001,83.516,0.061
110,2034.800,15.721,10.387,12.201,13.357,18.355,23.503,25.770,32.096,77.401,0.064
115,2209.600,14.438,10.328,11.630,12.342,17.120,19.588,21.732,30.509,76.960,0.069
