Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,7.400,4895.912,1046.094,4629.565,5659.338,5660.242,5660.978,5661.987,5662.442,5662.442,0.000
5,19.000,1962.718,11.978,1049.436,2048.938,3036.781,3050.686,4054.501,4062.768,4062.768,0.001
10,19.600,2424.433,6.911,1025.550,1031.028,2043.559,7068.657,7071.357,9090.710,9090.710,0.000
15,3.200,5489.444,11.374,5045.884,7061.677,7064.105,7066.657,7071.633,7071.633,7071.633,0.000
20,15.400,1425.588,4.620,40.233,2029.476,2036.071,2059.283,2062.958,4063.713,4063.713,0.001
25,14.200,3845.853,9.476,1027.334,2042.511,7061.914,7065.182,7070.879,9074.812,9074.812,0.000
30,6.400,2467.244,1010.193,2020.557,2035.489,3038.906,3041.407,3043.450,6053.291,6053.291,0.000
35,18.000,1696.767,4.879,25.477,2073.609,3028.319,3054.158,4058.237,4098.411,4098.411,0.001
40,16.200,5338.560,8.012,1067.173,2042.539,11096.569,13132.482,18125.611,18139.617,18139.617,0.000
45,1.000,14099.634,12083.938,13078.917,13096.866,16115.089,16123.358,16123.358,16123.358,16123.358,0.000
50,4.400,6593.015,5.623,4022.989,7046.368,9081.825,10070.747,10078.954,10091.706,10091.706,0.000
55,1.000,10104.166,9092.266,9101.556,10107.627,10118.574,12100.806,12100.806,12100.806,12100.806,0.000
60,6.600,5116.033,2036.951,4039.997,6057.636,6071.842,7077.406,7077.763,7087.940,7087.940,0.000
65,9.400,2292.458,5.367,1021.782,2037.862,3049.925,5059.611,6064.386,6066.185,6066.185,0.000
70,11.400,4289.960,6.005,2039.430,4028.938,4038.877,12110.054,12111.231,12111.776,12111.776,0.000
75,5.600,9001.996,11.249,8063.413,10074.819,11097.308,13112.883,14109.648,14111.600,14111.600,0.000
80,0.800,8069.423,6058.925,8062.896,8071.273,10084.597,10084.597,10084.597,10084.597,10084.597,0.000
85,5.200,3654.034,3.840,4039.290,4040.198,4044.505,4046.724,4054.599,4060.092,4060.092,0.000
90,28.600,2293.830,3.720,22.183,1025.354,2058.045,9078.971,10087.059,10088.639,10089.417,0.000
95,3.000,5455.869,9.927,4041.354,7065.915,7073.053,7074.073,8079.385,8079.385,8079.385,0.000
100,7.400,4103.471,6.173,3041.635,4047.773,4051.823,10104.239,11110.979,11111.841,11111.841,0.000
105,6.200,6746.486,1012.999,7066.489,7071.576,8066.325,9091.208,9094.314,9095.354,9095.354,0.000
110,0.600,5050.746,3044.292,3044.292,5051.350,7056.597,7056.597,7056.597,7056.597,7056.597,0.000
115,6.600,1352.334,2.987,9.877,2022.958,2023.932,2029.439,2029.688,2032.006,2032.006,0.001
