Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1864.000,17.724,9.816,11.230,11.754,13.693,21.745,26.364,40.106,1020.919,0.056
5,2188.600,14.145,9.848,11.112,11.527,12.548,20.875,24.622,33.897,467.631,0.071
10,2190.000,14.606,9.999,11.114,11.523,12.489,20.723,24.373,32.658,1017.143,0.068
15,2006.600,15.930,9.988,11.186,11.682,13.105,21.533,25.802,38.282,1021.723,0.063
20,2342.800,13.655,10.188,11.142,11.556,12.548,20.921,24.246,32.549,74.731,0.073
25,2033.400,15.745,10.008,11.082,11.483,12.498,20.626,24.225,33.383,1011.402,0.064
30,2056.200,15.551,9.938,11.140,11.534,12.401,20.752,24.991,35.400,1010.535,0.064
35,1671.400,19.150,9.929,11.053,11.475,12.325,20.613,24.156,36.359,1029.524,0.052
40,1776.000,18.014,9.925,11.020,11.445,12.284,20.281,24.141,35.357,1019.485,0.056
45,2260.600,15.230,10.117,11.226,11.683,12.947,21.621,25.911,35.377,1018.061,0.066
50,1826.200,16.886,9.901,11.048,11.481,12.335,20.334,24.083,34.621,1017.058,0.059
55,2239.400,13.706,10.268,11.200,11.609,12.615,20.724,24.614,33.452,84.943,0.073
60,2321.600,13.780,10.265,11.227,11.658,12.749,20.892,24.519,32.845,74.676,0.073
65,2336.200,13.691,10.172,11.182,11.619,12.673,20.940,24.535,32.901,62.390,0.073
70,2316.400,13.813,10.266,11.255,11.699,12.792,21.099,24.757,33.760,72.786,0.072
75,1355.000,23.620,10.501,11.825,13.606,30.854,49.549,58.468,104.933,158.534,0.042
80,1481.800,21.579,9.821,10.978,11.538,15.824,25.644,52.769,151.727,1038.957,0.046
85,2319.200,14.912,10.126,11.079,11.468,12.271,20.369,23.834,33.837,1021.152,0.067
90,1740.800,18.615,9.961,11.205,11.703,13.135,21.176,25.569,37.801,1016.281,0.054
95,1425.600,20.322,9.938,11.013,11.428,12.311,20.439,25.277,74.144,1011.045,0.049
100,1794.600,17.838,10.019,11.187,11.690,13.840,22.877,30.003,74.971,1057.769,0.056
105,2337.000,13.688,10.271,11.186,11.597,12.485,20.593,24.325,32.965,81.038,0.073
110,2323.200,13.765,10.202,11.228,11.660,12.716,21.277,25.000,33.749,59.118,0.073
115,2023.000,13.913,9.891,11.169,11.638,12.868,21.360,25.367,34.872,71.383,0.072
