Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1783.200,18.244,10.498,12.812,14.397,20.781,26.794,33.845,49.407,340.427,0.055
5,733.800,43.382,10.421,12.918,17.620,54.583,112.738,154.203,221.511,459.416,0.023
10,802.600,39.605,10.644,12.913,15.231,32.690,62.457,87.729,233.457,1656.754,0.025
15,1816.600,17.534,10.567,12.849,14.347,22.042,26.564,29.984,39.832,69.164,0.057
20,1783.000,17.942,10.676,12.917,14.478,22.242,27.029,31.285,46.395,84.075,0.056
25,1830.200,17.493,10.646,12.870,14.389,21.894,26.184,29.058,39.962,79.042,0.057
30,1802.000,17.748,10.580,12.812,14.332,21.980,26.704,30.740,44.827,91.471,0.056
35,1799.200,17.774,10.650,12.941,14.491,22.173,26.571,30.293,41.979,74.954,0.056
40,1794.200,17.829,10.517,12.969,14.537,22.029,26.424,30.305,43.606,95.798,0.056
45,1830.400,17.483,10.779,12.843,14.250,21.901,26.348,29.907,39.919,67.016,0.057
50,1810.600,17.660,10.629,12.809,14.347,21.937,26.227,30.201,43.993,133.286,0.057
55,1823.800,17.555,10.837,12.879,14.450,21.838,26.394,29.698,39.847,85.326,0.057
60,1789.000,17.874,10.553,12.879,14.487,22.036,26.605,30.477,43.645,97.715,0.056
65,1710.800,18.904,10.774,12.983,14.785,22.981,28.260,34.185,47.464,1034.558,0.053
70,1725.800,18.364,10.659,12.884,14.539,22.458,27.651,33.475,49.040,228.109,0.054
75,1789.400,17.862,10.909,12.931,14.529,22.199,26.923,31.482,42.786,89.829,0.056
80,1808.000,17.696,10.342,12.829,14.241,22.024,26.703,30.467,45.833,89.664,0.057
85,1774.800,18.254,10.820,12.860,14.355,22.297,26.833,30.478,41.832,944.531,0.055
90,1741.400,18.134,10.891,12.952,14.564,22.437,27.246,31.624,46.722,86.682,0.055
95,1708.200,18.734,10.833,12.904,14.573,22.465,27.344,32.009,43.961,1024.706,0.053
100,1628.600,19.964,10.556,12.758,14.413,22.134,27.234,32.777,50.016,1040.042,0.050
105,1775.000,17.737,10.661,12.894,14.439,22.196,26.804,30.165,40.817,109.805,0.056
110,1708.200,18.729,10.653,12.755,14.370,22.052,26.982,31.355,46.315,753.090,0.053
115,1760.200,18.105,10.700,12.707,14.191,21.419,25.897,29.418,39.127,1024.319,0.055
