Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,269,269.000,5846,31658,39653,159677,45824,1032166,1033676,1056642,1060470
1,72,72.000,5438,39921,49251,850027,2025639,3049203,3050717,3051474,3051474
2,13,13.000,1014685,4067795,4068427,3678302,4069912,4070329,4071207,4071207,4071207
3,12,12.000,3054197,3055741,3056213,3058236,3060758,3067040,3068427,3068427,3068427
4,9,9.000,2007620,2038019,2038095,2709918,2039485,5083483,5083483,5083483,5083483
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,31,31.000,11429,3053779,3058008,2893177,3058884,3063448,3065614,3080347,3080347
7,1,1.000,2045663,2045663,2045663,2045663,2045663,2045663,2045663,2045663,2045663
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,99,99.000,5480,17330,24491,341712,1015108,1017007,1018268,1022716,1022716
10,56,56.000,3749,12679,1033071,599156,1042668,1047588,1049073,1049220,1049220
11,44,44.000,17216,28480,1021099,1023728,2026819,2027852,2029665,2029705,2029705
12,21,21.000,5831,1020649,1036464,1368616,1042671,3062177,3062516,3064555,3064555
13,31,31.000,10328,2039201,2047802,1849311,2050324,2061064,2061827,2061950,2061950
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,43,43.000,6300,40058,2030269,1494867,2035607,2040851,2041011,2043865,2043865
16,1,1.000,1027655,1027655,1027655,1027655,1027655,1027655,1027655,1027655,1027655
17,52,52.000,5188,16185,1013108,709543,1018364,1020431,1021357,3062017,3062017
18,35,35.000,6513,2055472,3082818,2785023,4096254,4097122,4098090,4098201,4098201
19,1,1.000,3089727,3089727,3089727,3089727,3089727,3089727,3089727,3089727,3089727
20,9,9.000,9481,2039886,2047424,1597313,2054155,2055451,2055451,2055451,2055451
21,12,12.000,1019936,1030712,1031085,1030006,1031197,1031231,1031408,1031408,1031408
22,49,49.000,5478,16913,2005874,1315044,2006675,2007051,2007817,2009545,2009545
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,69,69.000,5223,16350,17709,953079,2033523,2051443,2051825,2054379,2054379
25,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,51,51.000,5514,24612,33559,400759,1033521,1033909,1034187,1034979,1034979
27,14,14.000,10465,1043363,1043541,969258,1043993,1044192,1044697,1044697,1044697
28,54,54.000,5239,26184,1029564,917718,2037193,2037946,2038790,2039055,2039055
29,16,16.000,1009564,4055498,4056446,3550884,4057154,4058330,4059195,4059195,4059195
30,20,20.000,5879,3040061,3044978,3096762,4067276,4067972,4068161,4068161,4068161
31,1,1.000,3051732,3051732,3051732,3051732,3051732,3051732,3051732,3051732,3051732
32,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,25,25.000,3913,1024740,1028662,1312044,1029370,1046949,5097909,5098329,5098329
34,35,35.000,4009,4069539,4088911,3926673,5085693,5097491,5101515,5101854,5101854
35,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,1,1.000,3085115,3085115,3085115,3085115,3085115,3085115,3085115,3085115,3085115
37,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,14,14.000,1015475,1038896,1039501,1039799,1040327,1040673,1080559,1080559,1080559
39,47,47.000,11336,35918,2038128,1824301,3040099,3046291,3046535,3047524,3047524
40,1,1.000,2032641,2032641,2032641,2032641,2032641,2032641,2032641,2032641,2032641
41,10,10.000,1010237,1023912,1024759,1023167,1024906,1025264,1025264,1025264,1025264
42,79,79.000,4993,15600,16258,886137,1031715,4063279,4064055,4067039,4067039
43,14,14.000,1008964,3043491,3045446,3121161,3046652,5097411,5099141,5099141,5099141
44,10,10.000,2025879,2032992,2033637,2855089,4088117,4093333,4093333,4093333,4093333
45,1,1.000,3075689,3075689,3075689,3075689,3075689,3075689,3075689,3075689,3075689
46,29,29.000,3280,2053809,2058289,1739970,2059184,2064903,2065956,2067200,2067200
47,1,1.000,1028063,1028063,1028063,1028063,1028063,1028063,1028063,1028063,1028063
48,92,92.000,5193,17626,26181,369536,1023113,1028451,1029042,1030047,1030047
49,40,40.000,7795,3057378,3062971,2376514,3063923,3064854,3066751,3073863,3073863
50,1,1.000,2041048,2041048,2041048,2041048,2041048,2041048,2041048,2041048,2041048
51,1,1.000,1034196,1034196,1034196,1034196,1034196,1034196,1034196,1034196,1034196
52,56,56.000,5285,18380,1021788,592674,1025529,1027780,1030204,1037311,1037311
53,74,74.000,5020,19420,23962,1311186,3040010,3043066,3044361,3052487,3052487
54,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,1,1.000,1036532,1036532,1036532,1036532,1036532,1036532,1036532,1036532,1036532
56,115,115.000,3137,16694,23829,395124,1052723,1054482,2061266,2061721,2062238
57,23,23.000,5851,3028335,3031827,2726938,3033377,3034958,4059016,4060201,4060201
58,13,13.000,2010627,3045994,3046937,3356220,4058648,4059012,4059683,4059683,4059683
59,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,19,19.000,3372,2044669,2045414,1888317,2056920,2057271,2058017,2058017,2058017
61,10,10.000,1010213,6060872,7072265,5761411,7073123,7073786,7073786,7073786,7073786
