Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2398.000,13.343,10.196,11.335,11.776,12.570,18.626,22.421,32.227,149.103,0.075
5,2509.200,12.743,10.316,11.176,11.535,12.097,16.455,21.272,28.032,73.857,0.078
10,2534.200,12.626,10.239,11.172,11.538,12.084,15.630,20.896,27.540,42.678,0.079
15,2500.000,12.790,10.232,11.177,11.539,12.118,16.634,21.437,28.880,72.441,0.078
20,2486.000,12.871,10.277,11.201,11.570,12.172,17.639,21.474,29.383,71.554,0.078
25,2190.800,14.604,10.046,11.220,11.617,12.234,18.563,22.059,30.531,1022.428,0.068
30,2477.800,12.910,10.287,11.222,11.600,12.221,17.233,21.555,29.146,76.551,0.077
35,2521.400,12.681,10.294,11.216,11.574,12.132,16.382,21.142,27.265,43.000,0.079
40,2480.400,12.903,10.285,11.222,11.597,12.213,17.933,21.693,28.891,62.027,0.077
45,2487.400,12.858,10.245,11.168,11.542,12.126,17.412,21.539,28.752,74.720,0.078
50,2516.800,12.710,10.215,11.196,11.563,12.134,16.724,21.187,27.545,45.195,0.079
55,2498.200,12.807,10.274,11.188,11.544,12.117,16.896,21.519,29.026,69.832,0.078
60,2535.000,12.623,10.159,11.165,11.518,12.074,16.201,20.966,27.236,42.811,0.079
65,2515.600,12.713,10.179,11.146,11.506,12.043,15.961,21.161,29.347,68.567,0.079
70,2516.200,12.720,10.292,11.162,11.527,12.086,16.228,21.082,28.478,70.008,0.079
75,2511.800,12.732,10.252,11.165,11.522,12.057,16.340,21.415,28.403,63.439,0.079
80,2521.600,12.687,10.145,11.157,11.510,12.059,16.032,21.134,28.228,69.657,0.079
85,2534.600,12.625,10.187,11.163,11.513,12.078,15.940,21.090,27.654,40.397,0.079
90,2492.400,12.835,10.286,11.188,11.570,12.181,16.908,21.177,28.763,78.804,0.078
95,2465.200,12.982,10.238,11.207,11.617,12.312,16.939,21.521,29.591,91.413,0.077
100,2089.600,15.311,10.033,11.209,11.634,12.644,21.614,30.857,76.443,201.953,0.065
105,2503.600,12.777,10.119,11.147,11.512,12.057,16.985,21.514,29.131,69.798,0.078
110,2521.000,12.690,10.206,11.163,11.533,12.128,16.821,20.969,27.731,42.883,0.079
115,2044.400,15.608,10.311,11.308,11.776,12.981,22.188,32.914,76.612,154.862,0.064
