Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,2092,2092.000,10665,11672,12244,15343,13887,21529,27953,63669,149103
1,2383,2383.000,10581,11593,12066,13401,12850,18177,22353,30688,43793
2,2494,2494.000,10236,11235,11616,12852,12309,16974,21410,28678,39817
3,2515,2515.000,10196,11162,11562,12677,12147,15520,21146,27898,42108
4,2506,2506.000,10247,11232,11602,12771,12222,17091,21155,27628,42309
5,2534,2534.000,10316,11144,11505,12607,12054,16370,21191,26383,37715
6,2523,2523.000,10402,11203,11551,12683,12141,16529,21102,27055,38361
7,2552,2552.000,10364,11190,11517,12553,12035,14619,20698,27854,46552
8,2406,2406.000,10366,11195,11557,13263,12142,18711,22381,51084,73857
9,2531,2531.000,10339,11146,11555,12636,12134,15905,21136,27554,41065
10,2539,2539.000,10239,11148,11499,12599,12059,16432,20826,27453,39580
11,2550,2550.000,10339,11157,11538,12554,12018,15013,20875,27627,38069
12,2503,2503.000,10347,11201,11595,12790,12157,17808,21599,27649,42678
13,2532,2532.000,10329,11200,11565,12640,12104,14991,20849,27605,42398
14,2547,2547.000,10404,11165,11521,12545,12078,15034,20566,26960,37889
15,2542,2542.000,10317,11173,11530,12595,12079,16407,20566,27293,38853
16,2412,2412.000,10399,11189,11545,13241,12114,17678,22470,55748,72441
17,2522,2522.000,10232,11212,11615,12708,12235,15804,21086,28197,38476
18,2515,2515.000,10304,11149,11517,12693,12134,16473,21287,27727,37803
19,2509,2509.000,10345,11156,11495,12730,12023,17506,22072,28653,35516
20,2533,2533.000,10307,11234,11604,12664,12146,15594,20748,27672,38366
21,2515,2515.000,10375,11195,11559,12708,12130,16560,20736,28277,41427
22,2498,2498.000,10282,11198,11578,12777,12199,17271,21055,29182,39649
23,2490,2490.000,10277,11188,11537,12891,12216,18293,21558,28147,42949
24,2394,2394.000,10368,11192,11567,13337,12170,18457,23303,56409,71554
25,2523,2523.000,10351,11202,11588,12708,12162,15448,21169,27623,37058
26,2486,2486.000,10436,11351,11754,12834,12324,15896,20914,28805,43359
27,2145,2145.000,10372,11218,11608,20119,12310,20419,23275,34949,1022428
28,1274,1274.000,10046,10993,11521,16378,12467,20259,24593,36508,652370
29,2526,2526.000,10259,11205,11560,12660,12080,15402,21110,28840,39050
30,2496,2496.000,10379,11198,11565,12832,12234,17770,21448,27978,37737
31,2502,2502.000,10287,11238,11633,12774,12223,15960,21130,28570,43303
32,2483,2483.000,10339,11278,11670,12877,12264,16739,21517,30118,41968
33,2386,2386.000,10356,11221,11554,13379,12196,18628,22547,58901,76551
34,2522,2522.000,10368,11197,11573,12710,12155,16789,21207,26861,38495
35,2523,2523.000,10321,11210,11559,12689,12104,16856,21352,27118,36002
36,2529,2529.000,10390,11256,11606,12615,12167,15453,20342,25802,39614
37,2542,2542.000,10383,11196,11540,12596,12042,15022,21021,27987,40011
38,2514,2514.000,10448,11200,11572,12716,12148,17365,21548,26381,37487
39,2499,2499.000,10294,11215,11597,12790,12222,16936,21491,29050,43000
40,2537,2537.000,10378,11169,11533,12633,12140,17035,20840,26359,37745
41,2439,2439.000,10285,11166,11499,13111,12068,18069,22383,48865,62027
42,2532,2532.000,10356,11243,11612,12642,12121,15097,20693,27136,39777
43,2524,2524.000,10483,11236,11610,12696,12208,15404,20345,27904,41962
44,2370,2370.000,10368,11326,11758,13476,12668,20137,22631,29463,49444
45,2502,2502.000,10322,11201,11572,12773,12178,17612,21532,26746,38541
46,2547,2547.000,10277,11194,11564,12558,12112,15348,20225,26258,42047
47,2492,2492.000,10327,11178,11559,12849,12191,17950,21539,28502,41784
48,2527,2527.000,10245,11166,11533,12651,12053,16208,21147,28935,39951
49,2369,2369.000,10269,11122,11477,13497,12071,19449,23445,58455,74720
50,2541,2541.000,10215,11139,11503,12620,12050,15622,21147,28203,45195
51,2520,2520.000,10403,11198,11529,12688,12105,17006,21356,27875,39965
52,2517,2517.000,10316,11219,11625,12699,12167,16969,20908,27346,38893
53,2494,2494.000,10224,11188,11579,12809,12208,18092,21453,27062,37149
54,2512,2512.000,10362,11231,11583,12731,12131,16537,21095,27750,41055
55,2521,2521.000,10415,11196,11563,12706,12159,16201,21475,27682,38541
56,2539,2539.000,10353,11194,11522,12605,12039,15567,21052,26986,37801
57,2415,2415.000,10370,11141,11489,13255,12104,18839,22983,50241,69832
58,2491,2491.000,10300,11261,11652,12834,12253,17731,21200,28156,38155
59,2525,2525.000,10274,11160,11509,12655,12025,16568,21365,29234,39508
60,2543,2543.000,10245,11169,11491,12579,12071,15874,20714,26996,36413
61,2545,2545.000,10452,11147,11504,12580,12034,15399,21084,27655,39949
62,2532,2532.000,10159,11179,11543,12622,12087,16197,20970,27070,35190
63,2515,2515.000,10259,11142,11497,12715,12080,17255,21400,26803,42811
64,2540,2540.000,10305,11186,11556,12618,12118,15568,20545,27236,36950
65,2538,2538.000,10220,11185,11529,12629,12045,15500,20761,27844,65751
66,2462,2462.000,10179,11081,11404,12973,11925,16293,22419,51068,68567
67,2515,2515.000,10243,11158,11535,12708,12076,16470,21547,28710,39786
68,2543,2543.000,10233,11199,11572,12584,12134,15319,20143,26630,43549
69,2520,2520.000,10325,11098,11478,12676,12014,16561,21207,29761,40176
70,2569,2569.000,10292,11140,11504,12473,12013,14895,20436,25575,39663
71,2528,2528.000,10495,11196,11542,12658,12099,16652,21075,26421,36255
72,2529,2529.000,10370,11184,11564,12647,12124,15826,20753,29567,38095
73,2528,2528.000,10402,11189,11544,12643,12134,15525,21009,27602,38179
74,2427,2427.000,10395,11096,11466,13198,12063,17799,22485,52388,70008
75,2519,2519.000,10440,11200,11542,12678,12071,16310,21303,27618,37594
76,2453,2453.000,10432,11159,11507,13050,12034,16631,22341,48678,63439
77,2529,2529.000,10367,11180,11553,12663,12044,16629,21452,27184,39594
78,2518,2518.000,10264,11128,11504,12714,12101,16948,21598,26920,42911
79,2540,2540.000,10252,11161,11506,12565,12049,15796,20550,26826,35092
