Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,42,42.000,53255,1078727,2106698,2403506,3724675,5158748,6171185,7198760,7198760
1,4,4.000,1034413,4077088,5086594,4075684,6104641,6104641,6104641,6104641,6104641
2,20,20.000,6367,1014212,4062131,3049205,5061709,6078245,6107303,6107303,6107303
3,7,7.000,2454249,3433250,4087496,3807832,4098309,4748799,4748799,4748799,4748799
4,3,3.000,14958,14958,3025872,2035773,3066491,3066491,3066491,3066491,3066491
5,5,5.000,2034830,2040877,2062808,2654641,3074889,4059802,4059802,4059802,4059802
6,13,13.000,10107,2037348,2047823,1890388,2054248,3058050,3061845,3061845,3061845
7,21,21.000,5215,1014867,2063530,2422617,4060081,4070681,4074302,4107470,4107470
8,15,15.000,9499,1031394,3026880,2305459,3055941,3094047,4065610,4065610,4065610
9,14,14.000,4655,1049571,2065470,2127196,2074283,5094429,5109600,5109600,5109600
10,4,4.000,1035580,1041024,2069751,2065679,4116364,4116364,4116364,4116364,4116364
11,38,38.000,4734,41143,1041490,1593891,3047937,3093268,4046229,6013612,6013612
12,12,12.000,29523,2033094,2045112,2218621,2083875,2084394,7047770,7047770,7047770
13,9,9.000,1025101,1037883,2009288,2136351,2040353,6020103,6020103,6020103,6020103
14,35,35.000,4186,36089,1004767,2229876,4971736,4989228,7023144,7023631,7023631
15,13,13.000,28333,3990760,4006694,4087953,5007007,6034388,6063298,6063298,6063298
16,5,5.000,4921,3016823,4036090,3239232,4068934,5069393,5069393,5069393,5069393
17,5,5.000,2033948,2042658,3040501,3047186,4055232,4063593,4063593,4063593,4063593
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,22,22.000,5041,1063071,2043654,2176929,3041256,4068642,4069057,5060922,5060922
20,10,10.000,5194,3001964,3043915,2829358,3998950,5068189,5068189,5068189,5068189
21,17,17.000,1005246,1013969,2038594,2143331,3030659,3039320,4064619,4064619,4064619
22,10,10.000,1001711,1002235,2030142,1929245,3048134,3048640,3048640,3048640,3048640
23,17,17.000,11205,1004848,2022645,1434512,2027505,2048859,2052310,2052310,2052310
24,17,17.000,1011324,1021321,1039675,1037188,1050381,1053292,1061953,1061953,1061953
25,98,98.000,6238,21995,28524,499811,1009031,2007785,2018357,2032843,2032843
26,17,17.000,988266,1007902,1013364,1191328,1025984,2035873,3005333,3005333,3005333
27,65,65.000,5363,21589,42590,1143366,2007853,2983493,2992446,4985130,4985130
28,5,5.000,1970097,1974318,1980263,1984737,1993948,2005063,2005063,2005063,2005063
29,14,14.000,11511,1028908,2032590,2165902,3014733,4020571,5045380,5045380,5045380
30,26,26.000,11632,1005616,2018548,1982926,3021577,4046208,4051960,4064347,4064347
31,9,9.000,1001786,1012089,1988281,2024345,2032428,4078224,4078224,4078224,4078224
32,19,19.000,4399,2036480,2058523,2154989,2090854,4049110,4058831,4058831,4058831
33,6,6.000,1001962,1084570,2058837,1886104,2075034,3053692,3053692,3053692,3053692
34,30,30.000,5204,53244,1040067,1689932,2042073,4028317,6036989,8047012,8047012
35,16,16.000,1007695,1016800,1027845,3025466,5046417,7037390,7038001,7038001,7038001
36,21,21.000,26535,2021125,6014784,4458781,6037173,7045275,7048736,7050865,7050865
37,3,3.000,1001754,1001754,5018066,4030723,6072349,6072349,6072349,6072349,6072349
38,7,7.000,3998842,4011356,4025661,4455553,5033076,6079176,6079176,6079176,6079176
39,1,1.000,3021727,3021727,3021727,3021727,3021727,3021727,3021727,3021727,3021727
40,8,8.000,4781,1999240,2028075,2142593,3019013,4069349,4069349,4069349,4069349
41,2,2.000,5245,5245,2023347,1014296,2023347,2023347,2023347,2023347,2023347
42,26,26.000,4869,1029411,2056372,1508029,2067203,2103907,3038315,3054727,3054727
43,18,18.000,4819,1013571,1034185,1031509,1043183,2047103,2061633,2061633,2061633
44,41,41.000,4169,37339,978752,880598,1004834,1999327,2010713,2033508,2033508
