Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1349.200,23.753,3.171,16.783,23.055,29.386,37.588,43.943,64.329,140.214,0.042
5,1373.000,23.304,2.850,16.559,22.755,28.978,36.133,43.381,76.702,128.016,0.043
10,1401.400,22.807,3.352,17.287,23.004,28.481,35.473,40.321,52.871,122.013,0.044
15,1369.000,23.403,2.576,16.611,23.003,28.947,36.697,42.572,70.536,153.883,0.043
20,1111.400,28.787,3.314,17.169,24.415,32.339,44.203,57.367,152.178,302.322,0.035
25,1098.000,29.548,3.145,19.261,26.979,34.744,45.955,59.176,127.182,332.108,0.034
30,717.800,43.930,2.366,17.189,24.785,42.316,127.325,154.149,203.520,886.816,0.023
35,1407.600,22.731,2.990,16.466,22.493,28.658,36.576,42.202,54.321,117.947,0.044
40,1411.800,22.664,3.157,16.482,22.340,28.313,35.148,41.143,59.173,125.297,0.044
45,1372.600,23.293,2.454,16.838,23.188,29.395,36.304,41.754,61.027,111.623,0.043
50,1253.000,25.543,3.187,17.822,23.851,31.059,41.456,50.399,70.476,1025.423,0.039
55,1367.800,23.406,2.862,16.581,23.116,29.548,37.049,43.179,61.510,102.122,0.043
60,1379.600,23.188,3.159,16.647,23.169,29.341,36.681,42.139,59.039,85.509,0.043
65,1395.600,22.907,3.222,16.615,22.887,28.634,36.175,41.632,56.792,114.761,0.044
70,1361.600,23.491,3.191,17.014,23.223,29.401,37.223,42.732,60.600,128.753,0.043
75,1386.200,23.101,2.869,16.717,22.896,29.091,36.307,41.858,55.981,93.631,0.043
80,1427.000,22.420,3.190,16.711,22.680,28.259,34.770,39.381,50.608,84.168,0.045
85,1396.800,22.928,2.988,16.558,22.825,28.954,35.979,41.675,57.678,93.024,0.044
90,1408.800,22.689,2.907,16.213,22.820,28.694,35.588,41.178,55.271,134.851,0.044
95,1406.200,22.742,3.261,16.861,22.920,28.554,35.198,40.317,54.713,95.024,0.044
100,1387.600,23.085,2.682,16.559,22.771,28.924,36.400,42.570,63.369,103.457,0.043
105,1308.800,24.526,3.218,17.181,23.541,30.227,38.606,45.645,69.568,1026.315,0.041
110,1323.800,24.078,2.463,16.810,23.787,30.111,38.242,45.146,65.857,110.197,0.042
115,1406.400,22.646,3.031,15.704,22.592,28.630,35.763,41.849,58.616,127.473,0.044
