Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,31.800,1442.006,4.325,32.370,1013.020,2125.998,4052.823,5046.400,6075.373,7057.390,0.001
5,11.600,2880.156,3.393,1016.105,2031.756,5061.709,6070.493,7081.116,7086.092,7086.092,0.000
10,9.600,2369.676,7.167,1035.015,2042.196,3052.005,4053.916,5078.143,7074.347,7074.347,0.000
15,28.800,1198.174,3.475,984.682,1022.434,1063.866,2045.474,3017.378,8107.242,9111.040,0.001
20,12.000,3862.540,3.785,1007.281,3027.076,6080.849,9098.532,10138.944,11125.601,11125.601,0.000
25,6.600,2675.256,9.906,1007.676,3026.839,4070.240,5071.982,6081.226,6122.790,6122.790,0.000
30,46.600,741.391,3.022,31.528,74.119,1055.753,2019.011,3018.805,4008.385,4039.593,0.001
35,18.000,1627.148,2.808,1009.492,2011.107,2053.551,3041.638,3069.016,4044.497,4044.497,0.001
40,28.400,1100.146,2.778,40.941,1018.868,2009.098,2043.917,3026.224,3041.792,3043.838,0.001
45,25.600,1229.280,2.862,989.632,1026.378,2026.078,2060.742,3042.473,3066.473,4064.098,0.001
50,23.800,1114.309,3.748,1004.507,1025.013,1060.714,2071.382,2090.633,3072.261,3076.894,0.001
55,33.200,1138.026,2.971,50.229,1015.560,2012.270,2051.748,3047.687,4077.239,5092.745,0.001
60,17.600,2076.982,2.520,46.639,2049.066,3068.590,5091.481,5117.369,7113.954,7113.954,0.000
65,24.400,1195.257,3.487,31.791,1020.634,2024.210,3022.016,3072.726,5110.381,6078.764,0.001
70,27.600,1047.085,1.594,28.269,1013.437,2017.455,3032.444,4040.966,4052.843,4088.986,0.001
75,32.200,980.463,2.466,23.178,1015.280,1051.829,2040.428,3036.171,3065.314,3087.444,0.001
80,30.000,1110.300,3.064,22.629,1019.916,2023.058,3029.635,3057.583,4097.546,5096.590,0.001
85,14.200,2149.101,3.491,40.770,2019.924,4039.615,5052.880,5077.324,7069.722,7069.722,0.000
90,16.400,2233.443,3.546,1007.952,2034.718,3066.076,4082.239,5081.648,6075.070,6075.070,0.000
95,14.600,1943.917,3.036,1034.487,2033.107,3025.484,3066.857,4062.985,6109.754,6109.754,0.001
100,40.600,749.905,2.815,37.225,978.638,1041.130,2012.911,2031.813,2061.047,2069.781,0.001
105,28.400,1401.994,4.876,997.624,1019.366,2016.595,3058.289,4046.822,4074.765,4074.987,0.001
110,26.200,891.100,2.760,45.518,1002.570,1051.901,2026.226,2038.603,2972.219,2985.416,0.001
115,51.600,518.245,2.114,23.650,42.531,1016.142,1059.645,2014.753,2070.123,3079.078,0.002
