Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1986,1986.000,11052,12684,13518,16160,15504,22656,26577,69531,83662
1,2203,2203.000,10809,12314,13091,14535,14448,21094,23262,28377,50334
2,2165,2165.000,10917,12102,12748,14753,13952,21048,23322,58525,68619
3,2247,2247.000,10701,12108,12794,14224,14047,21060,22901,28059,43384
4,2205,2205.000,10828,12157,12870,14499,14334,21159,23587,30143,65956
5,2248,2248.000,10766,12145,12840,14234,13952,20889,23370,30938,43822
6,2165,2165.000,10804,11900,12521,15353,13747,20575,22651,28552,1022290
7,2121,2121.000,10699,12097,12800,14523,14276,21300,23871,30856,88890
8,2234,2234.000,10829,12123,12820,14313,14171,20996,23458,28150,44865
9,2253,2253.000,10710,11997,12663,14164,13861,20912,22992,28668,55026
10,2236,2236.000,10851,12291,12929,14322,14051,20605,22787,29462,44176
11,2078,2078.000,10688,12186,12989,15388,14653,21674,24578,60458,76213
12,2241,2241.000,10707,12053,12701,14273,14011,21073,23338,28905,46829
13,2242,2242.000,10681,11981,12673,14247,13995,20972,23472,31139,64554
14,2260,2260.000,10780,12067,12805,14215,14061,21033,23026,27925,47510
15,2223,2223.000,10757,12137,12870,14355,14174,21296,23388,30242,42638
16,2218,2218.000,10759,12046,12792,14418,14075,21288,23762,31494,74092
17,2271,2271.000,10754,12094,12742,14087,13893,20658,23030,26938,40870
18,2265,2265.000,10786,12060,12701,14116,13847,20525,22803,28270,43218
19,2303,2303.000,10573,11975,12615,13932,13760,20395,22303,27819,39985
20,2161,2161.000,10544,12035,12716,14753,14102,21053,23637,54710,70955
21,2148,2148.000,10792,12221,13029,14897,14837,21747,25006,33312,48817
22,2187,2187.000,10833,12188,12916,14639,14452,21419,23485,30662,48904
23,2161,2161.000,10812,12257,13087,14847,14946,21644,24014,31602,45283
24,2212,2212.000,10877,12169,12912,14391,14144,20744,22829,30160,57444
25,2262,2262.000,10478,11960,12632,14156,13902,20825,23406,29141,63458
26,2272,2272.000,10741,12007,12655,14073,13830,20681,22955,28137,40097
27,2263,2263.000,10667,12022,12711,14125,13939,20641,22901,30125,45567
28,2254,2254.000,10972,12141,12779,14202,13989,20549,22617,29401,44237
29,2130,2130.000,10503,12111,12841,15009,14570,21393,23619,55167,71752
30,2253,2253.000,10610,11954,12696,14259,14182,20747,22624,30606,66485
31,2202,2202.000,10741,12010,12759,14464,14337,21448,23863,30347,42840
32,2204,2204.000,10725,12196,12987,14622,14689,21262,23588,31664,43076
33,2155,2155.000,10844,12214,13011,14800,14613,21472,24025,31782,78019
34,2251,2251.000,10651,12059,12738,14181,13920,20964,22941,28334,64737
35,2261,2261.000,10816,12052,12678,14143,13873,20639,23085,28898,44962
36,2221,2221.000,10808,12116,12889,14397,14333,21132,23538,28477,41102
37,2281,2281.000,10781,12060,12668,14013,13770,20427,22506,27014,51760
38,2157,2157.000,10652,11974,12706,14805,14045,21256,23766,61416,74912
39,2273,2273.000,10624,11981,12627,14103,13742,20466,23512,30169,72298
40,2212,2212.000,10645,12162,12966,14449,14506,21007,23496,28904,40726
41,2186,2186.000,10811,12008,12713,14714,14059,20779,23107,30347,1020100
42,2224,2224.000,10753,12076,12772,14308,14046,20821,23218,32079,73453
43,2264,2264.000,10703,12079,12760,14171,14037,20929,23085,27436,43649
44,2265,2265.000,10727,11991,12663,14099,13819,20778,23296,28461,43239
45,2231,2231.000,10881,12025,12791,14304,14600,20824,23078,28512,43255
46,2258,2258.000,10763,12035,12661,14187,13948,21041,23170,30478,51696
47,2162,2162.000,10719,12066,12752,14808,13937,21222,23850,53717,81829
48,2279,2279.000,10739,11972,12602,14044,13855,20124,22504,31123,38280
49,2246,2246.000,10814,12011,12725,14232,14107,21070,23146,29464,39103
50,2250,2250.000,10782,12021,12722,14209,14018,21059,23282,27490,47741
51,2255,2255.000,10517,11911,12536,14174,13861,20792,23191,29598,89052
52,2271,2271.000,10833,12005,12660,14089,13827,20484,23206,30658,40138
53,2238,2238.000,10682,12037,12712,14346,13977,21746,23672,31627,45693
54,2246,2246.000,10662,12033,12693,14306,13999,21490,23924,29158,45285
55,2212,2212.000,10684,11991,12640,14887,14028,21863,24239,55471,79372
56,2146,2146.000,10629,12032,12812,14350,14059,20848,24002,31924,77122
57,2122,2122.000,10900,12177,12845,15096,14162,21768,24232,64241,76391
58,2250,2250.000,10494,11980,12662,14212,14076,21077,23159,30776,47156
59,2265,2265.000,10735,11994,12660,14127,13840,20960,23303,29064,46763
60,2289,2289.000,10751,11868,12470,13977,13544,20307,23449,31776,63658
61,2216,2216.000,10739,12167,12881,14429,14286,21263,23661,28179,44531
62,2267,2267.000,10786,12058,12733,14107,13962,20893,22898,26645,46761
63,2248,2248.000,10834,12074,12738,14231,14069,21035,23358,28314,43580
64,2167,2167.000,10855,12094,12777,14812,13954,21408,24210,55579,75045
65,2262,2262.000,10793,12002,12694,14117,13856,20827,22939,28906,38562
66,2322,2322.000,10750,11940,12526,13771,13525,19993,22391,26925,41485
67,2240,2240.000,10621,12093,12815,14296,14080,21127,23502,29018,43509
68,2234,2234.000,10705,12026,12702,14315,14123,21271,23499,29372,51778
69,2229,2229.000,10621,11925,12634,14351,14066,21001,23704,34136,83436
70,2268,2268.000,10641,11984,12577,14120,13798,21000,23273,28104,40599
71,2236,2236.000,10768,12172,12856,14314,14089,21316,23561,29358,47405
72,2236,2236.000,10902,12251,12887,14288,14022,20952,23070,28779,48353
73,2147,2147.000,10845,11951,12654,14882,13855,21400,24528,58270,73612
74,2300,2300.000,10800,12020,12604,13914,13703,20309,22243,27202,46171
75,2248,2248.000,10854,11988,12676,14222,13936,20928,23433,28430,44237
76,2248,2248.000,10804,12058,12701,14263,14071,21091,23906,29031,41798
77,2211,2211.000,10731,12037,12825,14465,14332,20881,23353,30518,104000
78,2253,2253.000,10647,11988,12720,14157,13980,20938,23275,28502,50007
79,2271,2271.000,10716,12001,12681,14096,13750,20817,23064,29553,44299
80,2250,2250.000,10797,11989,12688,14253,14092,21225,23602,29238,44562
81,2273,2273.000,10587,12014,12663,14063,13785,20794,22880,28322,38799
82,2073,2073.000,10799,12259,13122,15402,14668,21059,23845,73793,88553
83,2274,2274.000,10674,11909,12569,14072,13802,20303,22786,30010,59340
84,2232,2232.000,10601,12011,12667,14346,14126,21454,23876,29248,42767
85,2194,2194.000,10733,12060,12751,14617,14373,21956,25161,32238,51787
86,2147,2147.000,10832,12154,12887,14880,14469,22108,26078,37168,77843
87,1911,1911.000,10854,12436,13625,16906,17884,25127,27994,53833,123012
88,656,656.000,13538,35831,48388,50182,57436,71690,84964,198732,249254
