Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2293.800,13.961,10.567,12.026,12.623,13.592,17.463,22.776,32.002,88.739,0.072
5,2332.400,13.709,10.538,11.898,12.443,13.352,17.687,22.292,30.527,81.149,0.073
10,2419.600,13.224,10.629,11.789,12.263,13.000,15.246,20.665,26.621,77.799,0.076
15,2347.600,13.627,10.634,11.841,12.383,13.329,18.271,21.329,28.170,75.719,0.073
20,2261.200,14.149,10.670,11.981,12.573,13.798,19.738,22.971,31.607,70.827,0.071
25,2379.200,13.443,10.583,11.846,12.385,13.232,17.586,21.110,27.001,49.450,0.074
30,2332.400,13.701,10.650,11.858,12.388,13.256,19.040,21.903,30.106,73.172,0.073
35,2372.600,13.493,10.530,11.871,12.417,13.301,17.530,21.279,27.010,64.967,0.074
40,2222.200,14.394,10.438,11.837,12.407,13.437,18.938,22.314,32.341,1036.369,0.069
45,2392.600,13.370,10.501,11.782,12.284,13.054,15.626,20.791,27.943,82.817,0.075
50,2289.400,13.981,10.697,11.982,12.573,13.735,19.686,22.126,29.469,183.481,0.072
55,2283.600,14.006,10.668,11.985,12.586,13.608,19.476,22.245,32.100,83.493,0.071
60,2284.800,14.003,10.569,11.977,12.609,13.723,19.550,22.848,30.341,61.444,0.071
65,2208.400,14.487,10.616,11.779,12.358,13.474,18.903,22.139,30.832,1031.146,0.069
70,1675.200,19.207,10.439,11.875,12.821,15.929,38.764,53.980,112.274,215.387,0.052
75,2065.400,15.403,10.381,11.821,12.555,14.120,20.497,26.521,65.231,246.030,0.065
80,2266.200,14.109,10.366,11.911,12.528,13.767,19.800,23.130,31.391,109.368,0.071
85,2313.800,13.830,10.643,11.896,12.455,13.399,17.168,23.186,32.330,76.307,0.072
90,1771.600,18.058,10.323,11.964,12.833,16.402,25.602,39.537,104.044,231.503,0.055
95,2161.800,14.827,10.484,11.932,12.669,14.586,20.473,24.530,46.530,137.705,0.067
100,1569.000,20.363,10.606,12.056,12.916,16.660,36.438,75.864,107.247,298.992,0.049
105,2284.800,13.996,10.694,11.893,12.468,13.586,19.720,22.715,30.613,66.651,0.071
110,2301.200,13.908,10.436,11.872,12.440,13.581,19.948,22.585,28.845,66.663,0.072
115,2325.600,13.706,10.651,11.774,12.332,13.237,19.340,22.347,30.013,72.741,0.073
