Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1401.000,22.897,10.611,14.272,22.663,27.959,33.709,39.105,59.277,169.546,0.044
5,1425.000,22.410,10.492,14.252,22.503,27.282,32.583,37.581,55.843,116.051,0.045
10,1464.000,21.876,10.596,14.026,22.173,27.079,31.906,36.390,47.409,71.678,0.046
15,1445.200,22.160,10.702,13.943,22.113,27.376,32.479,37.481,53.098,104.010,0.045
20,1454.200,21.968,10.658,14.062,22.238,27.270,31.897,36.040,48.622,75.941,0.046
25,1438.800,22.247,10.303,14.046,22.568,27.414,32.595,37.048,50.824,84.576,0.045
30,1437.800,22.245,10.704,14.018,22.237,27.561,32.846,37.843,52.729,90.321,0.045
35,1445.400,22.134,10.196,14.079,22.212,27.179,32.298,36.444,50.539,100.102,0.045
40,1420.600,22.539,10.663,14.178,22.582,27.699,32.796,37.419,53.208,113.657,0.044
45,1461.000,21.873,10.881,14.144,22.064,27.155,32.098,35.879,47.923,75.762,0.046
50,1440.800,22.206,10.223,13.958,22.310,27.298,32.492,37.280,54.618,95.785,0.045
55,1424.600,22.483,10.429,13.982,22.506,27.816,33.512,38.120,51.054,91.431,0.044
60,864.000,37.138,10.388,14.077,25.141,37.120,77.557,129.511,221.639,406.513,0.027
65,1250.000,25.733,10.562,13.848,22.821,30.490,44.475,58.370,86.776,187.886,0.039
70,560.200,56.568,10.888,26.344,46.479,76.244,100.444,145.142,203.973,450.512,0.018
75,1436.600,22.274,10.659,14.089,22.291,27.630,32.941,37.792,50.371,121.216,0.045
80,1103.200,29.047,10.644,14.354,24.011,31.127,44.662,65.408,163.172,359.156,0.034
85,1442.200,22.155,10.696,14.095,22.409,27.424,32.640,36.864,49.314,87.397,0.045
90,1460.800,21.903,10.440,13.838,22.114,27.040,31.800,36.766,51.390,78.473,0.046
95,1437.800,22.268,10.145,14.047,22.534,27.479,32.355,36.989,54.448,95.864,0.045
100,1456.000,21.973,10.447,13.783,21.893,26.997,31.961,36.118,49.496,621.639,0.046
105,1432.000,22.333,10.119,14.081,22.296,27.159,32.506,37.643,58.338,122.971,0.045
110,1588.600,20.139,10.507,13.388,19.706,24.568,29.337,33.050,43.936,364.736,0.050
115,1797.000,17.725,10.269,12.485,18.085,20.824,23.666,26.855,38.889,94.075,0.056
