Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1299,1299.000,11351,14703,23518,24857,29290,35610,42491,99979,169546
1,1429,1429.000,10666,14535,22593,22361,27319,32923,37830,48471,74148
2,1395,1395.000,11186,14395,23151,22894,28314,33562,38430,50815,80882
3,1449,1449.000,11197,14059,22234,22075,27367,31784,36912,48054,83675
4,1433,1433.000,10611,13706,21940,22488,27971,35166,39406,61742,87386
5,1442,1442.000,10747,14294,22653,22135,27370,32011,35034,49321,65112
6,1457,1457.000,10952,14150,22267,21876,26922,31872,36521,48800,68454
7,1416,1416.000,10927,14334,22833,22609,27763,33060,37265,49875,71613
8,1375,1375.000,11045,14311,22457,23213,27607,33905,42936,68338,116051
9,1435,1435.000,10492,14134,22253,22259,26868,32587,37542,61491,105854
10,1475,1475.000,11087,14103,22176,21784,26936,31891,35940,46054,62690
11,1462,1462.000,11066,14114,21875,21866,27054,31789,36375,47257,63669
12,1450,1450.000,10868,13952,22126,22027,27518,32845,37826,45815,70981
13,1477,1477.000,10933,13994,22417,21680,27184,31211,34624,45730,71678
14,1456,1456.000,10596,13964,22358,22027,26900,31911,37226,51186,61068
15,1474,1474.000,11030,13701,22260,21622,26902,31293,35403,49480,61712
16,1457,1457.000,10747,13803,21936,22144,27323,32523,37873,55795,74420
17,1452,1452.000,10743,14181,22113,21907,27303,32658,36221,46662,62670
18,1445,1445.000,10972,14307,22011,22156,27527,32325,36646,48861,72935
19,1398,1398.000,10702,13933,22290,23006,27671,33641,41027,68769,104010
20,1446,1446.000,10658,14164,22481,21971,27310,31613,35056,48953,64748
21,1445,1445.000,10794,13812,22010,22207,27526,32061,37758,56470,75941
22,1476,1476.000,10885,14147,21609,21603,26724,31645,35021,45406,61219
23,1456,1456.000,10882,14230,22628,22010,27354,31799,35687,46279,57432
24,1448,1448.000,10842,13916,22419,22055,27412,32496,36546,47991,65750
25,1430,1430.000,11088,14113,22847,22354,27479,32234,37035,48408,62571
