Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683658453.641867,568973,31,1
1,ReadModifyWrite,1683658453.641867,574822,4,1
1,ReadModifyWrite,1683658453.641964,568454,28,1
1,ReadModifyWrite,1683658453.641972,572798,29,1
1,ReadModifyWrite,1683658453.641978,572550,26,1
1,ReadModifyWrite,1683658453.642030,568516,27,1
1,ReadModifyWrite,1683658453.642046,575198,25,1
1,ReadModifyWrite,1683658453.642057,569612,24,1
1,ReadModifyWrite,1683658453.642099,572865,22,1
1,ReadModifyWrite,1683658453.642157,575420,21,1
1,ReadModifyWrite,1683658453.642170,575329,23,1
1,ReadModifyWrite,1683658453.642204,568504,30,1
1,ReadModifyWrite,1683658453.642214,568863,15,1
1,ReadModifyWrite,1683658453.642229,572387,20,1
1,ReadModifyWrite,1683658453.642248,574665,19,1
1,ReadModifyWrite,1683658453.642270,572079,18,1
1,ReadModifyWrite,1683658453.642334,573743,16,1
1,ReadModifyWrite,1683658453.642596,575463,14,1
1,ReadModifyWrite,1683658453.642611,572646,13,1
1,ReadModifyWrite,1683658453.642623,571672,12,1
1,ReadModifyWrite,1683658453.642670,543184,10,1
1,ReadModifyWrite,1683658453.642686,574519,11,1
1,ReadModifyWrite,1683658453.642744,572513,9,1
1,ReadModifyWrite,1683658453.642759,575947,7,1
1,ReadModifyWrite,1683658453.642772,573638,8,1
1,ReadModifyWrite,1683658453.642786,572676,6,1
1,ReadModifyWrite,1683658453.642797,572277,2,1
1,ReadModifyWrite,1683658453.642836,572706,17,1
1,ReadModifyWrite,1683658453.642907,570008,3,1
1,ReadModifyWrite,1683658453.643134,572621,0,1
1,ReadModifyWrite,1683658453.643216,573415,5,1
1,ReadModifyWrite,1683658453.643241,573101,1,1
1,ReadModifyWrite,1683658454.186095,14628,10,1
1,ReadModifyWrite,1683658454.200782,25167,10,1
1,ReadModifyWrite,1683658454.210450,3072340,28,1
1,ReadModifyWrite,1683658454.210578,3071434,27,1
1,ReadModifyWrite,1683658454.210723,3072715,30,1
1,ReadModifyWrite,1683658454.210855,3071165,31,1
1,ReadModifyWrite,1683658454.211101,3072566,15,1
1,ReadModifyWrite,1683658454.211685,3070882,24,1
1,ReadModifyWrite,1683658454.212934,9500,3,1
1,ReadModifyWrite,1683658454.214346,5093626,12,1
1,ReadModifyWrite,1683658454.214370,3068193,18,1
1,ReadModifyWrite,1683658454.214549,3065350,26,1
1,ReadModifyWrite,1683658454.214649,23905,20,1
1,ReadModifyWrite,1683658454.214790,5097984,29,1
1,ReadModifyWrite,1683658454.214979,5098486,22,1
