Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,68,68.000,9500,572550,575463,2355084,5094048,5097569,5098486,5108679,5108679
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,10,10.000,2040358,2044474,5074744,3562564,5077048,5078091,5078091,5078091,5078091
4,1,1.000,3048241,3048241,3048241,3048241,3048241,3048241,3048241,3048241,3048241
5,27,27.000,11829,3050741,3062751,2946358,3065015,3066251,3066489,3066626,3066626
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,1,1.000,1035205,1035205,1035205,1035205,1035205,1035205,1035205,1035205,1035205
8,65,65.000,7088,29182,49284,531923,1055437,1057017,1057312,1068341,1068341
9,43,43.000,5709,46761,1014562,952824,1019716,2033276,2038417,2039050,2039050
10,25,25.000,13998,1029820,1032297,1437949,2050974,2052196,2052199,2052366,2052366
11,22,22.000,5858,1034734,3066879,2004416,3067793,3068995,3069138,3070446,3070446
12,22,22.000,6370,2051139,2052079,2649240,4080727,4081509,4082740,4082968,4082968
13,1,1.000,3068100,3068100,3068100,3068100,3068100,3068100,3068100,3068100,3068100
14,25,25.000,6311,3055376,3055879,2730926,3056703,3057444,3057500,3058755,3058755
15,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
16,11,11.000,1010470,1024106,1026082,1024062,1027203,1027370,1027753,1027753,1027753
17,23,23.000,5427,2053207,2056063,1878527,2058709,2059774,2061038,2061119,2061119
18,12,12.000,10590,2054215,2058338,1883230,2058731,2062461,2062748,2062748,2062748
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,48,48.000,5678,17316,1030525,2078513,4052601,4058915,6102634,6104270,6104270
21,12,12.000,1021819,4074522,5088486,4328344,5089890,5093167,5093458,5093458,5093458
22,1,1.000,4073822,4073822,4073822,4073822,4073822,4073822,4073822,4073822,4073822
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,21,21.000,5729,2059110,2060853,1865950,2062041,2075305,2075952,2077722,2077722
25,1,1.000,1021409,1021409,1021409,1021409,1021409,1021409,1021409,1021409,1021409
26,88,88.000,3129,16303,26127,390235,1038173,1048142,1048669,1050053,1050053
27,36,36.000,7043,1036875,2039024,1425269,2043911,2046873,2048016,2048942,2048942
28,14,14.000,1010633,1026665,1031997,1676758,1038944,4052793,4057349,4057349,4057349
29,31,31.000,9681,3027423,3031068,3102501,4060879,4065966,4069241,4069322,4069322
30,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,1,1.000,2056552,2056552,2056552,2056552,2056552,2056552,2056552,2056552,2056552
32,23,23.000,10270,1041155,5085354,3109445,5090501,5092992,5093180,5095017,5095017
33,20,20.000,1011987,4054933,4058498,3852569,4059504,4060564,4062399,4062399,4062399
34,1,1.000,3051268,3051268,3051268,3051268,3051268,3051268,3051268,3051268,3051268
35,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,1,1.000,1045816,1045816,1045816,1045816,1045816,1045816,1045816,1045816,1045816
37,35,35.000,5833,1020941,1022532,936931,1025541,1032120,1033142,1034841,1034841
38,98,98.000,5011,13356,22278,878372,2023039,3034842,3044254,3047470,3047470
39,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,12,12.000,1011418,1031760,1033326,1031001,1035902,1037701,1038451,1038451,1038451
41,68,68.000,5023,15862,26368,1177960,3049282,3055750,4072857,4074329,4074329
42,12,12.000,2027123,3054215,3055606,2971241,3059760,3060023,3065483,3065483,3065483
43,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,16,16.000,3053,1031195,1045234,974968,1045928,1046393,1046701,1046701,1046701
45,37,37.000,6263,2016767,2034471,1759034,2035803,2037481,2037943,2039064,2039064
46,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,82,82.000,3169,12704,20520,414599,1035639,1043814,1045478,1055016,1055016
48,68,68.000,3777,21172,36853,1384669,3039242,3058536,3059542,3068659,3068659
49,2,2.000,3065867,3065867,3068096,3066981,3068096,3068096,3068096,3068096,3068096
50,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,37,37.000,4653,1027581,1040817,848614,1049372,1050046,1051856,1055722,1055722
52,63,63.000,5546,28623,2008705,1543359,3041618,3057601,3058081,3059649,3059649
53,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
