Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,15.800,2516.704,9.500,572.646,2048.136,5091.468,5096.981,5098.486,5108.679,5108.679,0.000
5,27.200,1148.039,5.709,32.181,1021.991,2026.348,3062.751,3065.015,3066.489,3066.626,0.001
10,19.000,2207.057,5.858,1034.734,2051.972,3057.030,3069.138,4081.064,4082.968,4082.968,0.000
15,9.200,1675.426,5.427,1027.203,2053.969,2058.338,2059.774,2061.119,2062.748,2062.748,0.001
20,16.400,2377.653,5.678,1018.869,2061.705,4052.801,5088.486,5093.167,6104.270,6104.270,0.000
25,34.000,1213.671,3.129,23.776,1033.019,2040.893,3032.488,4059.506,4069.241,4069.322,0.001
30,9.000,3415.032,10.270,1048.521,4056.646,5085.354,5091.355,5092.992,5095.017,5095.017,0.000
35,26.800,894.918,5.011,15.668,25.198,1034.841,3031.087,3037.294,3046.499,3047.470,0.001
40,21.600,1330.812,3.053,21.494,1031.017,3049.577,3056.487,4068.787,4074.282,4074.329,0.001
45,37.800,1054.883,3.169,18.050,1033.853,2035.003,3039.242,3049.960,3068.096,3068.659,0.001
50,20.200,1283.818,4.653,31.848,1040.817,3041.057,3043.181,3057.765,3059.000,3059.649,0.001
55,30.600,1263.572,5.141,19.537,1020.041,2033.263,4055.455,5065.332,5067.979,5068.744,0.001
60,11.800,3082.583,3.076,22.690,5030.642,6045.744,6048.379,6049.584,6051.582,6051.582,0.000
65,20.800,1407.557,3.405,22.155,1025.215,3044.326,3063.041,3072.503,3075.802,3076.504,0.001
70,41.800,630.829,3.202,4.397,8.322,1010.154,3040.894,4064.758,4066.178,4066.632,0.002
75,21.400,1632.652,5.237,16.865,2008.878,3053.844,3056.169,4060.038,4060.700,4060.886,0.001
80,30.200,797.381,4.818,18.073,1023.273,1025.495,1031.224,1034.160,2044.421,2044.788,0.001
85,47.600,708.703,3.116,16.753,28.168,2001.262,2015.882,2022.223,3035.477,3037.416,0.001
90,22.000,2942.611,2.954,1025.857,1040.107,6054.633,8040.637,8045.420,9066.781,9067.193,0.000
95,2.000,2809.632,1995.010,2000.898,2006.052,3020.033,6033.139,6033.139,6033.139,6033.139,0.000
100,23.400,1649.158,3.047,1020.819,1031.486,3050.725,4050.497,4058.458,4059.149,4059.350,0.001
105,14.000,2107.152,5.270,1024.075,1034.211,3031.591,6074.631,6075.292,6076.735,6076.735,0.000
110,4.800,3468.141,10.495,4038.282,4057.480,4067.681,4068.636,4068.879,4069.983,4069.983,0.000
115,25.600,539.010,3.344,15.811,1025.335,1032.460,1036.610,1037.596,1049.949,2048.283,0.002
