Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,20.600,1990.044,5.110,1008.611,2312.584,3336.488,3414.877,3434.614,5390.359,5435.743,0.001
5,15.600,1859.934,5.446,1017.247,2037.745,2093.476,3458.633,4078.015,4101.111,4101.111,0.001
10,21.400,1848.150,5.206,41.328,1040.205,3036.014,4045.076,4071.593,8050.055,8070.836,0.001
15,11.600,2548.164,4.621,1008.939,3033.936,4036.436,5033.428,5084.623,6094.058,6094.058,0.000
20,19.200,1113.606,4.825,1001.843,1016.707,1041.714,2038.816,3042.189,3047.463,3047.463,0.001
25,28.600,1300.756,3.329,43.725,1048.929,2018.877,2958.480,3094.111,3960.573,3978.782,0.001
30,23.000,1395.351,4.514,1001.348,1021.239,2030.875,3016.033,3039.685,4036.103,4039.626,0.001
35,13.400,3266.003,5.091,1014.376,2048.355,5073.526,6067.855,7040.157,7049.147,7049.147,0.000
40,22.200,1018.279,4.595,42.183,1009.245,1976.215,2044.087,2979.757,3008.243,3993.508,0.001
45,21.800,1476.816,4.669,1002.185,1062.787,2048.907,3051.057,3065.085,4034.057,4038.269,0.001
50,15.800,3197.522,4.635,990.537,2004.969,6062.521,8049.106,8065.918,12015.857,12015.857,0.000
55,5.400,5911.677,11.216,1986.609,6030.847,9017.843,12045.482,12051.167,12061.986,12061.986,0.000
60,5.400,4773.142,5.665,1014.518,6043.170,7037.753,7080.690,7082.661,7086.941,7086.941,0.000
65,13.400,1582.222,5.183,54.295,1039.267,2068.019,4028.131,4038.208,4062.979,4062.979,0.001
70,15.400,2074.027,4.685,1020.335,2018.374,3032.879,4014.369,4036.091,5039.134,5039.134,0.000
75,23.600,1269.620,4.819,1006.845,1030.093,2020.451,2044.562,3039.301,3054.492,4074.677,0.001
80,19.800,1912.297,4.111,1012.570,2006.742,3049.997,4044.329,4076.850,5075.546,5075.546,0.001
85,20.200,1319.303,4.191,999.002,1032.732,2008.514,3018.712,3028.996,4029.189,4040.696,0.001
90,12.600,2557.368,3.661,1019.580,3018.964,4038.658,5054.902,5092.510,6072.068,6072.068,0.000
95,23.000,1858.058,5.300,995.789,1022.947,2041.093,4021.468,7081.898,10094.706,10097.257,0.001
100,7.200,4332.427,4.110,1003.296,5066.460,7078.306,8104.405,9128.492,9132.687,9132.687,0.000
105,8.000,2445.603,8.165,2029.572,2075.680,3062.427,4072.958,5063.295,5077.857,5077.857,0.000
110,13.000,2309.223,3.972,1035.199,2044.767,3036.128,4078.489,5048.707,5081.052,5081.052,0.000
115,5.200,1600.936,5.228,1007.172,2010.131,2062.711,3044.007,3049.685,4030.026,4030.026,0.001
