Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,633.200,54.730,2.343,14.137,20.446,32.614,57.854,100.905,963.131,1100.864,0.018
5,406.400,84.037,2.335,12.087,19.160,31.898,56.774,873.505,991.720,1068.696,0.012
10,407.000,67.031,2.282,14.277,21.296,34.269,63.994,149.847,963.979,1124.752,0.015
15,653.000,50.414,2.426,15.889,23.230,35.712,52.578,71.144,890.847,1052.629,0.020
20,713.200,47.416,2.350,16.084,23.674,36.107,52.367,67.818,828.469,1097.994,0.021
25,623.600,46.927,2.654,16.584,23.541,35.760,53.211,67.121,902.404,1075.551,0.021
30,463.000,71.526,2.480,13.928,21.045,33.940,59.573,641.102,997.182,2055.650,0.014
35,705.000,47.919,2.200,16.555,23.583,36.528,54.750,74.375,920.346,1066.719,0.021
40,453.600,69.263,2.387,15.184,21.954,33.771,56.399,131.785,995.215,1112.616,0.014
45,587.600,53.028,2.467,15.545,23.403,35.756,54.853,79.924,885.788,1035.293,0.019
50,701.800,43.455,2.798,16.800,24.084,36.067,53.502,69.608,859.876,1036.025,0.023
55,452.800,73.432,2.335,14.120,21.478,34.048,59.053,791.187,956.307,1059.680,0.014
60,552.600,60.788,2.547,15.794,22.949,35.179,55.075,82.840,932.205,1061.653,0.016
65,426.800,68.292,2.332,12.810,20.604,33.370,61.134,187.813,964.380,1994.736,0.015
70,661.600,50.681,2.264,16.069,24.299,37.114,57.668,79.388,856.364,1046.888,0.020
75,544.200,60.035,2.276,14.770,22.571,35.375,53.036,92.660,959.317,1038.008,0.017
80,391.000,76.235,2.325,15.160,23.334,36.088,62.405,802.921,944.940,1809.318,0.013
85,518.600,62.521,2.339,14.022,21.678,33.452,54.156,147.110,922.793,1068.107,0.016
90,579.800,54.414,2.416,16.020,22.774,35.447,55.519,80.864,905.377,1063.670,0.018
95,513.800,66.393,2.466,14.808,21.974,34.043,57.725,198.799,939.202,1049.232,0.015
100,514.600,58.076,2.371,15.906,23.458,36.232,55.751,81.212,922.835,1805.968,0.017
105,566.600,59.045,2.430,16.382,23.294,35.981,55.075,75.931,977.009,1291.233,0.017
110,528.600,57.772,2.634,15.437,23.134,35.583,56.062,77.768,993.476,1115.668,0.017
115,563.800,47.346,2.475,17.275,24.563,36.602,53.612,68.346,902.466,1070.332,0.021
