Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683659733.628775,94987,26,1
1,ReadModifyWrite,1683659733.628842,71693,29,1
1,ReadModifyWrite,1683659733.629222,93074,2,1
1,ReadModifyWrite,1683659733.631282,94925,28,1
1,ReadModifyWrite,1683659733.631302,103601,27,1
1,ReadModifyWrite,1683659733.631401,96712,24,1
1,ReadModifyWrite,1683659733.631521,83624,25,1
1,ReadModifyWrite,1683659733.631541,137214,21,1
1,ReadModifyWrite,1683659733.631618,112299,23,1
1,ReadModifyWrite,1683659733.631621,128237,22,1
1,ReadModifyWrite,1683659733.631754,79553,18,1
1,ReadModifyWrite,1683659733.631815,65848,19,1
1,ReadModifyWrite,1683659733.631837,77629,17,1
1,ReadModifyWrite,1683659733.631905,72220,20,1
1,ReadModifyWrite,1683659733.631906,73223,16,1
1,ReadModifyWrite,1683659733.631928,92444,15,1
1,ReadModifyWrite,1683659733.632457,93416,13,1
1,ReadModifyWrite,1683659733.632469,90635,14,1
1,ReadModifyWrite,1683659733.632482,92636,12,1
1,ReadModifyWrite,1683659733.632494,108224,11,1
1,ReadModifyWrite,1683659733.632577,134003,10,1
1,ReadModifyWrite,1683659733.632587,118404,9,1
1,ReadModifyWrite,1683659733.632675,66240,8,1
1,ReadModifyWrite,1683659733.632751,88746,5,1
1,ReadModifyWrite,1683659733.632764,80606,3,1
1,ReadModifyWrite,1683659733.632775,89998,7,1
1,ReadModifyWrite,1683659733.632830,85305,6,1
1,ReadModifyWrite,1683659733.632937,97018,4,1
1,ReadModifyWrite,1683659733.632950,81834,1,1
1,ReadModifyWrite,1683659733.633024,100911,31,1
1,ReadModifyWrite,1683659733.633053,113238,0,1
1,ReadModifyWrite,1683659733.633136,105515,30,1
1,ReadModifyWrite,1683659733.697756,31636,19,1
1,ReadModifyWrite,1683659733.698941,33284,8,1
1,ReadModifyWrite,1683659733.700551,28040,29,1
1,ReadModifyWrite,1683659733.704140,17174,20,1
1,ReadModifyWrite,1683659733.705150,28081,16,1
1,ReadModifyWrite,1683659733.709483,53319,17,1
1,ReadModifyWrite,1683659733.711332,50650,18,1
1,ReadModifyWrite,1683659733.713405,11087,3,1
1,ReadModifyWrite,1683659733.714807,20722,1,1
1,ReadModifyWrite,1683659733.715162,9518,25,1
1,ReadModifyWrite,1683659733.718157,19723,6,1
1,ReadModifyWrite,1683659733.721330,30529,20,1
1,ReadModifyWrite,1683659733.721519,22547,5,1
1,ReadModifyWrite,1683659733.722312,21837,2,1
1,ReadModifyWrite,1683659733.722795,28904,7,1
1,ReadModifyWrite,1683659733.723120,20896,14,1
1,ReadModifyWrite,1683659733.723777,27546,26,1
1,ReadModifyWrite,1683659733.724388,15510,15,1
1,ReadModifyWrite,1683659733.724504,11962,3,1
1,ReadModifyWrite,1683659733.724694,26311,25,1
1,ReadModifyWrite,1683659733.725133,26024,12,1
1,ReadModifyWrite,1683659733.725890,38194,13,1
1,ReadModifyWrite,1683659733.726223,33131,28,1
1,ReadModifyWrite,1683659733.728129,23289,24,1
1,ReadModifyWrite,1683659733.728606,33801,29,1
1,ReadModifyWrite,1683659733.729406,30767,19,1
1,ReadModifyWrite,1683659733.729970,32024,4,1
1,ReadModifyWrite,1683659733.732240,21159,8,1
1,ReadModifyWrite,1683659733.733666,49508,16,1
1,ReadModifyWrite,1683659733.733951,27826,31,1
1,ReadModifyWrite,1683659733.734919,35375,27,1
1,ReadModifyWrite,1683659733.735545,39207,1,1
1,ReadModifyWrite,1683659733.736480,7437,3,1
1,ReadModifyWrite,1683659733.737901,16960,6,1
1,ReadModifyWrite,1683659733.738667,34343,30,1
1,ReadModifyWrite,1683659733.739912,13527,15,1
1,ReadModifyWrite,1683659733.740744,25353,11,1
1,ReadModifyWrite,1683659733.743945,37497,3,1
1,ReadModifyWrite,1683659733.743945,61452,23,1
1,ReadModifyWrite,1683659733.744029,34317,14,1
1,ReadModifyWrite,1683659733.744084,26022,5,1
1,ReadModifyWrite,1683659733.744163,57008,2,1
1,ReadModifyWrite,1683659733.746315,43190,0,1
1,ReadModifyWrite,1683659733.751013,14899,9,1
1,ReadModifyWrite,1683659733.751015,13591,25,1
1,ReadModifyWrite,1683659733.751171,43552,12,1
1,ReadModifyWrite,1683659733.751338,65921,26,1
1,ReadModifyWrite,1683659733.751434,28891,24,1
1,ReadModifyWrite,1683659733.751714,20556,7,1
1,ReadModifyWrite,1683659733.751874,20831,20,1
1,ReadModifyWrite,1683659733.753414,24954,8,1
1,ReadModifyWrite,1683659733.753450,25101,15,1
1,ReadModifyWrite,1683659733.754875,22691,6,1
1,ReadModifyWrite,1683659733.759370,28408,28,1
1,ReadModifyWrite,1683659733.759878,46996,22,1
1,ReadModifyWrite,1683659733.760188,18026,19,1
1,ReadModifyWrite,1683659733.761799,35946,31,1
1,ReadModifyWrite,1683659733.761996,39453,18,1
1,ReadModifyWrite,1683659733.762005,27554,4,1
1,ReadModifyWrite,1683659733.762422,18659,29,1
1,ReadModifyWrite,1683659733.762818,15196,17,1
1,ReadModifyWrite,1683659733.764106,39140,13,1
1,ReadModifyWrite,1683659733.764621,23867,25,1
1,ReadModifyWrite,1683659733.765927,16185,9,1
1,ReadModifyWrite,1683659733.766112,11691,11,1
1,ReadModifyWrite,1683659733.766599,27067,10,1
1,ReadModifyWrite,1683659733.768777,19881,21,1
1,ReadModifyWrite,1683659733.770122,19468,5,1
1,ReadModifyWrite,1683659733.770309,24469,27,1
1,ReadModifyWrite,1683659733.772285,41437,7,1
1,ReadModifyWrite,1683659733.772720,30564,20,1
1,ReadModifyWrite,1683659733.773026,17408,30,1
1,ReadModifyWrite,1683659733.774766,60236,1,1
1,ReadModifyWrite,1683659733.777582,8608,6,1
1,ReadModifyWrite,1683659733.777817,34812,11,1
1,ReadModifyWrite,1683659733.778027,19912,17,1
1,ReadModifyWrite,1683659733.778227,33583,19,1
1,ReadModifyWrite,1683659733.778368,16737,14,1
1,ReadModifyWrite,1683659733.778379,37371,8,1
1,ReadModifyWrite,1683659733.778564,14084,15,1
1,ReadModifyWrite,1683659733.780341,22821,24,1
1,ReadModifyWrite,1683659733.781096,22369,29,1
1,ReadModifyWrite,1683659733.781454,26569,3,1
1,ReadModifyWrite,1683659733.782127,24115,9,1
1,ReadModifyWrite,1683659733.783189,18556,16,1
1,ReadModifyWrite,1683659733.786206,24205,6,1
1,ReadModifyWrite,1683659733.787794,33529,28,1
1,ReadModifyWrite,1683659733.788503,26264,25,1
1,ReadModifyWrite,1683659733.788681,48466,21,1
1,ReadModifyWrite,1683659733.789518,21457,0,1
1,ReadModifyWrite,1683659733.789574,34700,4,1
1,ReadModifyWrite,1683659733.789628,25476,5,1
1,ReadModifyWrite,1683659733.790446,41593,30,1
1,ReadModifyWrite,1683659733.792663,15378,15,1
1,ReadModifyWrite,1683659733.793680,19672,10,1
1,ReadModifyWrite,1683659733.794750,16003,12,1
1,ReadModifyWrite,1683659733.794796,13447,27,1
1,ReadModifyWrite,1683659733.795120,6252,14,1
1,ReadModifyWrite,1683659733.797758,30736,31,1
1,ReadModifyWrite,1683659733.797986,19396,17,1
1,ReadModifyWrite,1683659733.801183,25697,2,1
1,ReadModifyWrite,1683659733.801383,6893,14,1
1,ReadModifyWrite,1683659733.801458,12399,18,1
1,ReadModifyWrite,1683659733.801784,22775,16,1
1,ReadModifyWrite,1683659733.803179,9097,24,1
1,ReadModifyWrite,1683659733.803264,7815,13,1
1,ReadModifyWrite,1683659733.803299,30246,20,1
1,ReadModifyWrite,1683659733.803476,77526,29,1
1,ReadModifyWrite,1683659733.805413,28844,23,1
1,ReadModifyWrite,1683659733.806253,5541,9,1
1,ReadModifyWrite,1683659733.806885,25033,22,1
1,ReadModifyWrite,1683659733.808038,17795,3,1
1,ReadModifyWrite,1683659733.808051,13984,15,1
1,ReadModifyWrite,1683659733.808260,36576,27,1
1,ReadModifyWrite,1683659733.808286,13899,14,1
1,ReadModifyWrite,1683659733.810458,20116,6,1
1,ReadModifyWrite,1683659733.810767,12000,12,1
1,ReadModifyWrite,1683659733.810992,9213,0,1
1,ReadModifyWrite,1683659733.811093,12159,13,1
1,ReadModifyWrite,1683659733.811809,32253,9,1
1,ReadModifyWrite,1683659733.811820,18238,19,1
1,ReadModifyWrite,1683659733.812295,30706,24,1
1,ReadModifyWrite,1683659733.812670,51220,11,1
1,ReadModifyWrite,1683659733.813366,15439,10,1
1,ReadModifyWrite,1683659733.813736,29611,7,1
1,ReadModifyWrite,1683659733.813872,23485,18,1
1,ReadModifyWrite,1683659733.814781,14162,25,1
1,ReadModifyWrite,1683659733.815125,28826,5,1
1,ReadModifyWrite,1683659733.815789,10977,8,1
1,ReadModifyWrite,1683659733.817272,25785,26,1
1,ReadModifyWrite,1683659733.817395,14757,17,1
1,ReadModifyWrite,1683659733.820216,17275,0,1
1,ReadModifyWrite,1683659733.821336,18290,28,1
1,ReadModifyWrite,1683659733.822049,15659,15,1
1,ReadModifyWrite,1683659733.822198,18846,14,1
1,ReadModifyWrite,1683659733.822781,19749,12,1
1,ReadModifyWrite,1683659733.823265,16178,13,1
1,ReadModifyWrite,1683659733.824289,31893,4,1
1,ReadModifyWrite,1683659733.824573,18892,16,1
1,ReadModifyWrite,1683659733.825846,19651,3,1
1,ReadModifyWrite,1683659733.826793,13274,8,1
1,ReadModifyWrite,1683659733.826890,14478,2,1
1,ReadModifyWrite,1683659733.828531,5748,31,1
