Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1949,1949.000,10868,12093,12906,16495,16790,26410,31261,59602,80806
1,2040,2040.000,10545,11897,12735,15676,17402,24684,29255,39439,56256
2,2091,2091.000,10284,11716,12529,16025,16315,24894,29600,62053,89740
3,2045,2045.000,10521,11619,12276,14874,14717,23217,26787,37536,53236
4,2169,2169.000,10305,11426,12025,15157,13919,22358,25747,35917,391715
5,1369,1369.000,10004,11032,11729,30908,13586,22333,27506,760070,1025351
6,1329,1329.000,10575,11691,12453,15703,16894,25591,30353,42578,59223
7,2135,2135.000,10518,11658,12341,14959,14655,23426,27933,38079,57399
8,2152,2152.000,10488,11607,12272,14886,15115,23206,26810,37429,60379
9,2140,2140.000,10499,11646,12279,14904,14770,23111,27515,36727,69401
10,2125,2125.000,10455,11601,12217,16245,16334,22980,27465,35484,752137
11,1525,1525.000,9970,10974,11672,19398,12963,21404,27486,336004,630328
12,2161,2161.000,10503,11537,12190,14757,15197,22880,26560,35777,56862
13,2095,2095.000,10407,11557,12124,15258,13879,23024,28009,64144,84362
14,2182,2182.000,10521,11595,12218,14686,14237,22920,26708,34850,50200
15,2165,2165.000,10486,11603,12196,14782,14693,22978,27224,35219,47760
16,2206,2206.000,10466,11486,12059,14487,14230,21956,26232,34023,179607
17,2208,2208.000,10414,11597,12195,14505,13988,22256,26358,34028,48880
18,1864,1864.000,9980,11275,11931,24425,13486,21855,26202,670991,1018599
19,1172,1172.000,9887,11431,12028,15710,13532,21165,25648,34915,487200
20,2201,2201.000,10435,11548,12173,14535,14028,22303,26277,34087,72386
21,2081,2081.000,10654,11649,12163,15326,13854,23001,27783,69289,101924
22,1813,1813.000,10047,11202,11950,25856,13719,21507,26789,714445,1023940
23,891,891.000,10245,11313,11894,19271,15093,22555,27779,118213,693727
24,2213,2213.000,10386,11491,12070,14461,14112,22222,25650,35420,55276
25,2227,2227.000,10238,11539,12106,14345,13686,22019,25486,34410,43111
26,2184,2184.000,10400,11595,12207,14694,14673,22938,26692,34464,49767
27,2179,2179.000,10360,11509,12119,14663,13825,22037,25844,37128,91592
28,2215,2215.000,10527,11553,12119,14424,13954,21792,25706,34233,50626
29,2219,2219.000,10357,11484,12039,14422,13797,22103,25463,34398,48736
30,2200,2200.000,10348,11504,12119,14556,14224,22530,26347,35631,44662
31,2102,2102.000,10290,11414,12001,15160,15601,22310,28183,64290,86238
32,752,752.000,10056,10846,11294,45002,12220,21355,30691,878101,1019293
33,2098,2098.000,10453,11535,12086,14395,14209,21731,25739,34589,41995
34,2160,2160.000,10383,11624,12253,14837,15293,23159,27180,35205,50104
35,2194,2194.000,10368,11542,12161,14596,14191,22364,26971,34941,45223
36,2202,2202.000,10386,11525,12108,14516,14389,22071,25891,34736,46811
37,2176,2176.000,10373,11444,12037,14688,14889,22415,26762,36972,87191
38,2196,2196.000,10329,11603,12164,14590,14069,22329,25859,35139,50604
39,2208,2208.000,10473,11497,12082,14454,14151,22021,25469,33444,50588
40,2158,2158.000,10385,11565,12182,14851,15556,22633,27272,36483,47776
41,1981,1981.000,10452,11512,12120,18254,14249,22817,28416,80070,1019501
42,1659,1659.000,10049,11104,11662,16740,12827,20632,25190,131482,596744
43,2182,2182.000,10308,11595,12193,14676,14765,22370,26399,34640,49960
44,1423,1423.000,9881,11190,11795,27105,13314,21269,26800,645084,1017521
45,1626,1626.000,10082,11447,12131,15625,14692,22974,27233,43404,213406
46,2156,2156.000,10318,11481,12113,17355,15341,22700,26458,36270,1034209
47,878,878.000,9964,10764,11199,30285,12455,19848,27782,642884,919128
48,1770,1770.000,10116,11141,11695,24979,12852,20914,25219,724457,1020134
49,1205,1205.000,10003,11485,12081,16413,14222,22749,27009,36977,481305
50,2185,2185.000,10530,11576,12130,14641,14556,22657,26298,34821,46776
51,2197,2197.000,10430,11528,12094,14550,13887,22572,26437,35661,52730
52,2091,2091.000,10432,11541,12078,15256,14418,22695,27404,66292,94454
53,2147,2147.000,10595,11621,12223,14966,15527,23396,27494,37590,67361
54,2192,2192.000,10488,11532,12123,14550,14706,22254,25875,35560,54930
55,2174,2174.000,10430,11552,12173,14739,16213,22192,26099,35175,64008
56,2007,2007.000,10163,11295,11955,21446,13960,21951,26372,44733,1018451
57,1022,1022.000,9892,11465,12294,20587,14959,22154,27220,298143,613373
58,2154,2154.000,10529,11625,12395,14812,15960,22390,25972,34663,47305
59,2202,2202.000,10443,11611,12140,14516,14064,22244,25962,33784,39428
60,2171,2171.000,10538,11628,12216,14734,14632,22385,26711,35770,50285
61,2186,2186.000,10448,11583,12233,14618,14222,22455,26720,33503,46051
62,2090,2090.000,10370,11557,12235,15326,15456,23036,28032,55546,77560
63,2204,2204.000,10497,11614,12230,14543,14451,21657,25696,34876,49078
64,2190,2190.000,10496,11506,12113,14588,14138,22557,26072,36535,50105
65,1565,1565.000,9935,11124,11712,20527,13344,21005,25809,394524,702620
