Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2058.800,15.634,10.284,11.711,12.486,15.770,24.181,28.590,43.961,391.715,0.064
5,1825.000,17.430,10.004,11.565,12.233,14.902,23.436,28.022,40.089,1025.351,0.057
10,2017.600,15.861,9.970,11.496,12.114,14.511,22.767,27.343,38.962,752.137,0.063
15,1923.000,16.634,9.887,11.490,12.093,14.012,22.187,26.423,35.426,1018.599,0.060
20,1839.800,17.387,10.047,11.482,12.084,13.998,22.271,26.850,41.344,1023.940,0.058
25,2204.800,14.509,10.238,11.538,12.116,13.912,22.102,25.772,34.689,91.592,0.069
30,1862.400,17.180,10.056,11.443,12.046,14.529,22.342,27.086,39.376,1019.293,0.058
35,2195.200,14.569,10.329,11.523,12.114,14.277,22.248,26.174,35.378,87.191,0.069
40,1880.600,17.716,9.881,11.429,12.021,13.958,22.155,26.897,46.437,1019.501,0.056
45,1527.000,20.093,9.964,11.287,11.931,14.007,22.193,26.814,100.300,1034.209,0.050
50,2162.400,14.788,10.430,11.556,12.131,14.556,22.695,26.617,37.448,94.454,0.068
55,1911.800,16.738,9.892,11.534,12.172,15.031,22.212,26.231,36.765,1018.451,0.060
60,2168.200,14.757,10.370,11.571,12.207,14.586,22.383,26.766,36.957,77.560,0.068
65,2052.600,15.582,9.935,11.511,12.132,14.527,22.374,26.271,36.904,702.620,0.064
70,1971.200,16.240,9.933,11.516,12.152,14.072,22.322,26.711,38.647,1018.998,0.062
75,2188.400,14.613,10.392,11.538,12.147,14.299,22.442,26.264,35.264,74.283,0.068
80,1953.400,16.378,9.947,11.487,12.066,14.494,22.304,26.953,38.532,1020.189,0.061
85,1945.600,16.547,10.004,11.428,12.064,14.296,21.870,26.448,38.095,1019.889,0.060
90,2048.400,15.520,9.974,11.469,12.078,14.397,22.318,26.579,37.550,758.914,0.064
95,2165.400,14.780,10.157,11.471,12.097,14.283,22.210,26.148,36.154,691.917,0.068
100,1656.400,19.581,10.366,11.713,12.715,18.491,27.116,47.788,132.952,272.797,0.051
105,1566.000,20.219,10.382,11.769,13.089,21.783,39.204,49.458,84.560,229.709,0.049
110,1878.600,16.983,9.995,11.463,12.142,15.823,24.367,29.429,48.693,1025.834,0.059
115,1823.400,17.479,9.795,11.475,12.121,14.615,23.002,27.655,41.899,1025.171,0.057
