Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1398.800,22.892,10.401,14.068,20.370,24.846,30.849,37.810,65.161,1016.524,0.044
5,1383.800,23.144,10.897,14.601,22.748,28.147,33.901,39.947,56.127,91.413,0.043
10,1286.000,24.878,10.654,14.654,22.586,28.110,34.437,41.812,58.780,819.898,0.040
15,1343.000,23.829,10.633,14.744,22.882,28.233,34.985,40.862,60.204,650.856,0.042
20,1325.000,24.140,10.876,15.028,23.895,29.387,36.585,42.260,56.577,97.275,0.041
25,1348.000,23.727,10.742,14.561,23.191,28.500,35.184,41.731,60.636,523.600,0.042
30,1333.800,23.985,11.123,14.911,23.669,29.047,36.068,42.910,58.974,96.368,0.042
35,1328.000,24.117,10.553,14.844,23.806,29.545,36.020,42.869,58.285,93.499,0.041
40,1350.000,23.686,11.251,14.805,23.563,28.849,34.934,41.183,55.498,92.896,0.042
45,1308.800,24.448,10.499,14.679,22.776,28.308,34.724,41.690,63.360,661.103,0.041
50,1326.200,24.106,10.811,15.018,23.694,29.245,36.261,43.010,59.219,104.786,0.041
55,1233.800,25.948,10.350,14.808,22.991,28.497,35.219,41.699,60.487,1013.847,0.039
60,1319.000,24.245,11.004,14.983,23.854,29.338,36.352,42.888,61.529,96.287,0.041
65,1329.000,24.080,11.081,15.069,23.798,29.273,35.971,42.660,56.990,85.421,0.042
70,1316.400,24.306,10.640,15.000,23.539,29.169,35.889,42.749,60.332,595.840,0.041
75,1332.400,24.607,11.000,14.991,23.325,28.759,35.482,41.948,57.317,953.723,0.041
80,1295.200,24.093,10.410,14.619,23.008,28.740,35.938,42.859,62.800,456.320,0.042
85,1329.200,24.325,10.428,14.811,23.588,28.832,36.073,42.460,64.971,1020.786,0.041
90,1315.400,24.543,11.252,14.964,23.530,28.714,35.016,41.375,58.727,755.848,0.041
95,1288.000,24.352,10.412,14.772,22.974,28.550,35.228,42.321,60.513,572.028,0.041
100,1319.000,24.289,10.989,14.987,23.756,29.346,36.819,44.145,59.346,96.226,0.041
105,1345.400,23.766,10.947,14.738,23.479,29.017,35.683,42.286,57.033,114.280,0.042
110,1300.400,24.604,10.500,14.734,23.290,28.692,35.086,41.334,61.597,971.214,0.041
115,1306.200,24.348,10.797,14.728,22.763,28.258,35.080,41.822,58.173,1050.079,0.041
