Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683657865.190581,70377,0,1
1,ReadModifyWrite,1683657865.190636,53584,5,1
1,ReadModifyWrite,1683657865.190655,106193,6,1
1,ReadModifyWrite,1683657865.190657,65576,4,1
1,ReadModifyWrite,1683657865.190708,84790,9,1
1,ReadModifyWrite,1683657865.190744,46900,1,1
1,ReadModifyWrite,1683657865.190750,81266,8,1
1,ReadModifyWrite,1683657865.190772,67885,10,1
1,ReadModifyWrite,1683657865.192567,64827,11,1
1,ReadModifyWrite,1683657865.192591,41531,13,1
1,ReadModifyWrite,1683657865.192646,45829,7,1
1,ReadModifyWrite,1683657865.192654,56030,3,1
1,ReadModifyWrite,1683657865.193723,78156,12,1
1,ReadModifyWrite,1683657865.195109,80167,14,1
1,ReadModifyWrite,1683657865.195126,73292,15,1
1,ReadModifyWrite,1683657865.195262,82409,17,1
1,ReadModifyWrite,1683657865.195378,96597,19,1
1,ReadModifyWrite,1683657865.195402,62935,18,1
1,ReadModifyWrite,1683657865.195429,57934,16,1
1,ReadModifyWrite,1683657865.195665,37708,20,1
1,ReadModifyWrite,1683657865.195694,74559,21,1
1,ReadModifyWrite,1683657865.195735,48166,22,1
1,ReadModifyWrite,1683657865.195821,52911,23,1
1,ReadModifyWrite,1683657865.195937,72511,24,1
1,ReadModifyWrite,1683657865.196188,59823,26,1
1,ReadModifyWrite,1683657865.196229,72610,25,1
1,ReadModifyWrite,1683657865.196251,53894,27,1
1,ReadModifyWrite,1683657865.197571,95876,29,1
1,ReadModifyWrite,1683657865.197617,77600,30,1
1,ReadModifyWrite,1683657865.197624,100816,28,1
1,ReadModifyWrite,1683657865.197850,79970,31,1
1,ReadModifyWrite,1683657865.233440,57422,20,1
1,ReadModifyWrite,1683657865.234147,35252,13,1
1,ReadModifyWrite,1683657865.237660,33493,1,1
1,ReadModifyWrite,1683657865.238499,36480,7,1
1,ReadModifyWrite,1683657865.243918,12535,22,1
1,ReadModifyWrite,1683657865.244243,29574,5,1
1,ReadModifyWrite,1683657865.248699,26541,3,1
1,ReadModifyWrite,1683657865.248749,42134,23,1
1,ReadModifyWrite,1683657865.250162,33125,27,1
1,ReadModifyWrite,1683657865.253384,57304,16,1
1,ReadModifyWrite,1683657865.256026,36749,26,1
1,ReadModifyWrite,1683657865.256248,42108,4,1
1,ReadModifyWrite,1683657865.256466,20715,22,1
1,ReadModifyWrite,1683657865.257411,22866,11,1
1,ReadModifyWrite,1683657865.258357,21477,18,1
1,ReadModifyWrite,1683657865.258671,25016,10,1
1,ReadModifyWrite,1683657865.260977,29352,0,1
1,ReadModifyWrite,1683657865.268434,43023,15,1
1,ReadModifyWrite,1683657865.268469,22722,24,1
1,ReadModifyWrite,1683657865.268855,44913,25,1
1,ReadModifyWrite,1683657865.269414,32895,13,1
1,ReadModifyWrite,1683657865.270308,24624,21,1
1,ReadModifyWrite,1683657865.271168,24755,1,1
1,ReadModifyWrite,1683657865.271817,35178,2,1
1,ReadModifyWrite,1683657865.271891,22952,12,1
1,ReadModifyWrite,1683657865.272032,35364,8,1
1,ReadModifyWrite,1683657865.273842,39491,5,1
1,ReadModifyWrite,1683657865.274994,50677,7,1
1,ReadModifyWrite,1683657865.275232,40066,30,1
1,ReadModifyWrite,1683657865.275255,42064,3,1
1,ReadModifyWrite,1683657865.275328,27988,14,1
1,ReadModifyWrite,1683657865.275519,5762,9,1
1,ReadModifyWrite,1683657865.277197,42544,22,1
1,ReadModifyWrite,1683657865.277685,35837,17,1
1,ReadModifyWrite,1683657865.277836,47510,31,1
1,ReadModifyWrite,1683657865.279848,32672,18,1
1,ReadModifyWrite,1683657865.280293,21325,11,1
1,ReadModifyWrite,1683657865.281295,22831,9,1
1,ReadModifyWrite,1683657865.283302,41063,27,1
1,ReadModifyWrite,1683657865.283702,44386,10,1
1,ReadModifyWrite,1683657865.290346,46834,0,1
1,ReadModifyWrite,1683657865.290877,44349,20,1
1,ReadModifyWrite,1683657865.290899,48419,23,1
1,ReadModifyWrite,1683657865.291207,23307,24,1
1,ReadModifyWrite,1683657865.291995,34254,19,1
1,ReadModifyWrite,1683657865.292790,37950,26,1
1,ReadModifyWrite,1683657865.293475,47568,29,1
1,ReadModifyWrite,1683657865.294858,30477,12,1
1,ReadModifyWrite,1683657865.294946,15320,21,1
1,ReadModifyWrite,1683657865.295938,40136,1,1
1,ReadModifyWrite,1683657865.296864,21051,6,1
1,ReadModifyWrite,1683657865.298371,55902,4,1
1,ReadModifyWrite,1683657865.298456,24703,28,1
1,ReadModifyWrite,1683657865.301633,22031,11,1
1,ReadModifyWrite,1683657865.302324,20205,13,1
1,ReadModifyWrite,1683657865.303332,41025,14,1
1,ReadModifyWrite,1683657865.304141,56029,9,1
1,ReadModifyWrite,1683657865.307013,48275,2,1
1,ReadModifyWrite,1683657865.307410,45867,8,1
1,ReadModifyWrite,1683657865.310277,12554,21,1
1,ReadModifyWrite,1683657865.310703,44895,16,1
1,ReadModifyWrite,1683657865.311885,41144,15,1
1,ReadModifyWrite,1683657865.312543,17335,18,1
1,ReadModifyWrite,1683657865.313347,46629,5,1
1,ReadModifyWrite,1683657865.313534,34358,17,1
1,ReadModifyWrite,1683657865.313783,41024,25,1
1,ReadModifyWrite,1683657865.314535,24304,24,1
1,ReadModifyWrite,1683657865.315313,4281,30,1
1,ReadModifyWrite,1683657865.317335,35198,3,1
1,ReadModifyWrite,1683657865.317931,2049690,6,1
1,ReadModifyWrite,1683657865.319608,33653,30,1
1,ReadModifyWrite,1683657865.319763,2045589,22,1
1,ReadModifyWrite,1683657865.322557,29405,13,1
1,ReadModifyWrite,1683657865.322848,53297,21,1
1,ReadModifyWrite,1683657865.323173,2039963,28,1
1,ReadModifyWrite,1683657865.323678,12390,11,1
1,ReadModifyWrite,1683657865.324383,12457,27,1
1,ReadModifyWrite,1683657865.325355,51548,12,1
1,ReadModifyWrite,1683657865.325356,28881,31,1
1,ReadModifyWrite,1683657865.325686,27678,7,1
1,ReadModifyWrite,1683657865.326263,57098,19,1
1,ReadModifyWrite,1683657865.328105,21303,10,1
1,ReadModifyWrite,1683657865.329920,3448169,18,1
1,ReadModifyWrite,1683657865.330755,21676,26,1
1,ReadModifyWrite,1683657865.335241,5069,20,1
1,ReadModifyWrite,1683657865.336083,2027955,11,1
1,ReadModifyWrite,1683657865.336091,3454905,1,1
1,ReadModifyWrite,1683657865.336855,13071,27,1
1,ReadModifyWrite,1683657865.337194,10181,0,1
1,ReadModifyWrite,1683657865.338850,2789804,24,1
1,ReadModifyWrite,1683657865.339333,1019862,23,1
1,ReadModifyWrite,1683657865.340325,1021815,20,1
1,ReadModifyWrite,1683657865.341091,3448454,29,1
1,ReadModifyWrite,1683657865.344372,2014285,14,1
1,ReadModifyWrite,1683657865.347391,2018701,0,1
1,ReadModifyWrite,1683657865.347914,1006919,17,1
1,ReadModifyWrite,1683657865.349432,2012567,10,1
1,ReadModifyWrite,1683657865.349943,2019312,27,1
1,ReadModifyWrite,1683657865.351977,40324,13,1
1,ReadModifyWrite,1683657865.352447,2032489,26,1
1,ReadModifyWrite,1683657865.352545,2015814,3,1
1,ReadModifyWrite,1683657865.353044,3433833,15,1
1,ReadModifyWrite,1683657865.353276,3436732,30,1
1,ReadModifyWrite,1683657865.353293,2006716,8,1
1,ReadModifyWrite,1683657865.353377,1002782,7,1
1,ReadModifyWrite,1683657865.354291,1004229,31,1
1,ReadModifyWrite,1683657865.354294,1003641,4,1
1,ReadModifyWrite,1683657865.354822,3435379,25,1
1,ReadModifyWrite,1683657865.355303,2003959,2,1
1,ReadModifyWrite,1683657865.355613,2021662,16,1
1,ReadModifyWrite,1683657865.360013,2025029,5,1
1,ReadModifyWrite,1683657865.360184,3430534,9,1
1,ReadModifyWrite,1683657865.376164,3406364,21,1
1,ReadModifyWrite,1683657865.376921,2751504,12,1
1,ReadModifyWrite,1683657865.383376,1001556,19,1
1,ReadModifyWrite,1683657865.392317,3403853,13,1
1,ReadModifyWrite,1683657866.354860,2435828,17,1
1,ReadModifyWrite,1683657866.356180,2429789,7,1
1,ReadModifyWrite,1683657866.357950,5476274,4,1
1,ReadModifyWrite,1683657866.358542,2427019,31,1
1,ReadModifyWrite,1683657866.359210,1773039,23,1
1,ReadModifyWrite,1683657866.362162,1765784,20,1
1,ReadModifyWrite,1683657866.384947,2410781,19,1
1,ReadModifyWrite,1683657867.358739,26298,14,1
1,ReadModifyWrite,1683657867.359300,2441405,2,1
1,ReadModifyWrite,1683657867.360031,24637,8,1
1,ReadModifyWrite,1683657867.362018,1780328,10,1
1,ReadModifyWrite,1683657867.363158,4471374,28,1
1,ReadModifyWrite,1683657867.364164,3447138,11,1
1,ReadModifyWrite,1683657867.365365,403070,22,1
1,ReadModifyWrite,1683657867.366113,1428660,0,1
1,ReadModifyWrite,1683657867.367635,2039174,6,1
1,ReadModifyWrite,1683657867.368372,1773498,3,1
1,ReadModifyWrite,1683657867.369269,1773068,27,1
1,ReadModifyWrite,1683657867.377289,401329,16,1
1,ReadModifyWrite,1683657867.384684,4435930,8,1
1,ReadModifyWrite,1683657867.384954,4436436,26,1
1,ReadModifyWrite,1683657867.385052,4456140,14,1
1,ReadModifyWrite,1683657867.385052,1997476,5,1
1,ReadModifyWrite,1683657867.768469,1023058,22,1
1,ReadModifyWrite,1683657867.778636,1006655,16,1
1,ReadModifyWrite,1683657868.127978,4776,20,1
1,ReadModifyWrite,1683657868.128443,3311835,12,1
1,ReadModifyWrite,1683657868.128674,4720944,24,1
1,ReadModifyWrite,1683657868.132270,3708202,23,1
1,ReadModifyWrite,1683657868.132767,6761087,20,1
1,ReadModifyWrite,1683657868.778113,3060818,18,1
1,ReadModifyWrite,1683657868.782547,3051210,21,1
1,ReadModifyWrite,1683657868.785316,3033865,16,1
1,ReadModifyWrite,1683657868.785575,618539,31,1
1,ReadModifyWrite,1683657868.785984,3049805,7,1
1,ReadModifyWrite,1683657868.786891,6105506,15,1
1,ReadModifyWrite,1683657868.789561,3047534,29,1
1,ReadModifyWrite,1683657868.790022,3050114,30,1
1,ReadModifyWrite,1683657868.790215,2020196,25,1
1,ReadModifyWrite,1683657868.790750,4267,9,1
1,ReadModifyWrite,1683657868.790750,4060773,17,1
1,ReadModifyWrite,1683657868.791009,3027210,1,1
1,ReadModifyWrite,1683657868.791542,4060459,22,1
1,ReadModifyWrite,1683657868.794823,587343,0,1
1,ReadModifyWrite,1683657868.795026,6064641,9,1
1,ReadModifyWrite,1683657868.795742,3044828,19,1
1,ReadModifyWrite,1683657868.796180,3044800,13,1
1,ReadModifyWrite,1683657869.141908,2701375,3,1
1,ReadModifyWrite,1683657869.142354,2695770,27,1
1,ReadModifyWrite,1683657869.142366,2695986,10,1
1,ReadModifyWrite,1683657869.382194,2461227,0,1
1,ReadModifyWrite,1683657869.382546,2460389,5,1
1,ReadModifyWrite,1683657869.404132,5497530,31,1
1,ReadModifyWrite,1683657869.406825,2426394,6,1
1,ReadModifyWrite,1683657869.800729,5101181,2,1
1,ReadModifyWrite,1683657870.810437,4080581,25,1
1,ReadModifyWrite,1683657870.811321,5100830,11,1
1,ReadModifyWrite,1683657871.440305,3418725,12,1
1,ReadModifyWrite,1683657871.818243,3072894,1,1
1,ReadModifyWrite,1683657871.819198,3070959,16,1
1,ReadModifyWrite,1683657871.820636,4090402,8,1
1,ReadModifyWrite,1683657871.821405,21575,26,1
1,ReadModifyWrite,1683657871.833260,1016750,6,1
1,ReadModifyWrite,1683657871.833769,5097939,21,1
1,ReadModifyWrite,1683657871.834239,12863,4,1
1,ReadModifyWrite,1683657871.834546,4069976,28,1
1,ReadModifyWrite,1683657871.835804,5098737,7,1
1,ReadModifyWrite,1683657871.837109,5096694,29,1
1,ReadModifyWrite,1683657871.838146,5089553,27,1
1,ReadModifyWrite,1683657871.838365,5100981,10,1
1,ReadModifyWrite,1683657871.838945,3062265,18,1
1,ReadModifyWrite,1683657871.840157,3018501,30,1
1,ReadModifyWrite,1683657871.840487,5100647,23,1
1,ReadModifyWrite,1683657871.840586,4079270,19,1
1,ReadModifyWrite,1683657871.840995,5094881,13,1
1,ReadModifyWrite,1683657871.841205,5112333,14,1
1,ReadModifyWrite,1683657871.842950,4075937,5,1
1,ReadModifyWrite,1683657871.842997,4059709,26,1
1,ReadModifyWrite,1683657871.843298,5087116,3,1
1,ReadModifyWrite,1683657871.843435,1009204,0,1
1,ReadModifyWrite,1683657871.847116,5087332,4,1
1,ReadModifyWrite,1683657872.849651,4083735,24,1
1,ReadModifyWrite,1683657872.850023,9309,6,1
1,ReadModifyWrite,1683657872.851534,4075435,17,1
1,ReadModifyWrite,1683657872.852019,7646,22,1
1,ReadModifyWrite,1683657872.852651,3182,0,1
1,ReadModifyWrite,1683657872.855846,4078054,0,1
1,ReadModifyWrite,1683657872.859370,2870,6,1
1,ReadModifyWrite,1683657872.859679,8049,22,1
1,ReadModifyWrite,1683657872.862252,4094712,6,1
1,ReadModifyWrite,1683657872.867744,4085708,22,1
1,ReadModifyWrite,1683657874.858686,2094853,30,1
1,ReadModifyWrite,1683657874.859052,2090155,12,1
1,ReadModifyWrite,1683657874.859697,2081459,9,1
1,ReadModifyWrite,1683657874.890207,4228,16,1
1,ReadModifyWrite,1683657874.891060,3099072,25,1
1,ReadModifyWrite,1683657874.891154,2051731,1,1
1,ReadModifyWrite,1683657874.892409,2049472,15,1
1,ReadModifyWrite,1683657874.893869,11641,20,1
1,ReadModifyWrite,1683657874.894504,2046405,16,1
1,ReadModifyWrite,1683657874.901242,3059799,18,1
1,ReadModifyWrite,1683657874.901674,2055158,31,1
1,ReadModifyWrite,1683657874.901923,3089203,2,1
1,ReadModifyWrite,1683657874.905545,2044299,20,1
1,ReadModifyWrite,1683657875.902731,1065506,26,1
1,ReadModifyWrite,1683657875.904543,1041859,28,1
1,ReadModifyWrite,1683657875.911054,1053678,8,1
