Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,40.400,1130.227,4.267,35.252,65.576,2039.174,3433.833,4435.930,6064.641,6761.087,0.001
5,9.800,2948.017,2.870,2046.405,3089.203,4090.402,5098.737,5100.830,5112.333,5112.333,0.000
10,21.200,1378.105,3.742,1005.023,1053.203,2032.690,3016.983,3035.796,3065.785,4035.118,0.001
15,20.800,2053.014,2.347,962.016,2016.291,3984.008,4033.211,5010.396,6021.447,6024.564,0.000
20,14.200,1376.583,2.887,1011.003,1043.209,2012.904,2064.920,3040.442,3062.118,3062.118,0.001
25,23.000,1492.617,2.835,26.456,64.557,2020.169,5014.375,6021.621,7056.007,9065.993,0.001
30,12.800,2046.047,3.741,1021.313,2020.616,3004.869,4052.912,5057.162,6121.366,6121.366,0.000
35,17.600,2284.208,3.120,35.574,2018.021,4029.520,5056.378,6041.492,8041.237,8041.237,0.000
40,11.200,2302.119,2.934,1055.874,2053.347,3055.964,4048.657,4086.290,6067.686,6067.686,0.000
45,24.600,1701.635,2.600,47.973,1056.783,3042.532,4044.771,4070.240,5094.536,6113.518,0.001
50,13.800,1989.299,2.679,1006.997,2017.386,3027.775,4012.706,4028.807,5029.636,5029.636,0.001
55,13.200,2623.529,5.985,1022.717,2034.385,3039.667,5020.236,6040.433,8040.740,8040.740,0.000
60,7.800,3071.910,2.698,2012.262,3031.650,4046.678,5037.910,5049.732,7013.715,7013.715,0.000
65,26.600,1427.204,2.662,30.162,1019.798,2033.732,3031.051,3994.106,5018.940,5039.670,0.001
70,14.000,2090.481,3.109,1022.441,2013.650,3014.216,4033.216,4056.037,4075.591,4075.591,0.000
75,23.000,1410.247,2.752,1001.147,1027.887,2045.798,3051.500,3069.295,4056.901,4058.718,0.001
80,20.400,1883.377,3.439,1001.175,1030.902,3075.484,5051.250,5058.734,5067.461,6074.904,0.001
85,22.000,1090.298,2.378,22.522,1014.916,2001.957,2076.326,3024.344,3036.529,4058.812,0.001
90,21.800,1778.767,3.008,31.213,1020.166,3044.126,5039.063,5059.313,6060.058,6065.131,0.001
95,16.200,3221.694,3.025,48.255,1987.569,7037.472,8052.357,9029.485,9086.467,9086.467,0.000
100,3.600,2257.748,8.221,1016.378,2053.422,3062.916,4071.837,5058.696,5058.696,5058.696,0.000
105,19.000,1384.945,2.650,1004.708,1036.256,2030.888,3050.228,3058.982,4068.341,4068.341,0.001
110,18.000,1791.072,2.486,1010.145,2009.799,3019.221,3058.916,4055.118,5051.918,5051.918,0.001
115,9.200,1676.269,3.298,1016.699,2011.186,2043.202,3035.609,3047.487,3058.999,3058.999,0.001
