Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,541.200,61.993,9.868,16.095,24.808,37.346,58.424,96.092,993.520,1141.728,0.016
5,538.600,62.657,9.837,16.746,26.856,41.199,68.379,103.521,1023.113,1308.026,0.016
10,538.600,60.453,9.763,17.490,26.618,40.951,66.974,136.047,947.869,1081.654,0.017
15,431.400,70.003,9.910,16.378,25.156,38.004,62.223,307.034,942.976,1163.935,0.014
20,486.000,61.784,10.074,17.022,24.444,36.791,52.962,71.394,965.429,1042.581,0.016
25,627.800,53.908,10.049,17.541,24.872,36.731,55.377,76.765,894.940,1044.180,0.019
30,528.600,63.821,9.756,15.820,23.139,34.975,54.115,93.008,947.264,1073.132,0.016
35,370.600,76.614,9.906,16.043,23.697,36.350,60.054,790.284,989.089,1049.378,0.013
40,609.200,53.846,10.157,18.925,26.231,40.171,62.800,98.298,943.930,1027.824,0.019
45,439.200,77.749,9.969,15.646,24.175,40.101,72.866,408.249,979.196,1861.970,0.013
50,441.000,69.127,10.050,16.933,24.387,37.157,54.892,99.506,943.194,1044.794,0.014
55,403.600,77.633,9.947,14.944,22.545,34.807,59.770,767.560,955.118,1743.698,0.013
60,534.800,58.449,9.867,16.544,24.118,35.555,54.122,75.963,955.312,1067.101,0.017
65,517.600,64.552,10.023,15.984,23.232,35.174,52.780,103.157,899.634,1985.885,0.015
70,682.800,44.776,9.717,17.324,24.723,36.232,53.048,70.861,862.773,1038.606,0.022
75,398.600,80.396,9.979,15.586,23.111,35.288,56.195,818.658,963.176,1047.124,0.012
80,385.200,86.936,9.977,16.418,22.844,35.387,61.113,833.603,977.946,1040.499,0.012
85,539.800,59.135,9.928,16.295,24.224,35.507,52.876,70.388,969.594,1068.948,0.017
90,586.200,58.842,9.860,16.156,24.125,35.908,53.739,80.519,922.776,1063.168,0.017
95,431.000,69.725,10.019,16.211,23.862,35.808,54.298,184.580,967.124,1043.616,0.014
100,550.000,54.484,9.981,15.818,22.976,34.429,52.244,69.227,875.234,1034.637,0.018
105,635.000,53.571,9.946,16.798,24.019,34.970,52.809,70.489,920.304,1114.714,0.019
110,808.000,41.308,10.095,15.564,21.747,31.556,44.841,57.857,841.577,1031.479,0.024
115,771.200,36.837,9.753,14.063,18.699,25.701,35.618,42.436,831.941,1032.524,0.027
