Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1585.000,20.221,11.075,13.839,19.747,24.189,27.977,31.053,51.225,153.700,0.049
5,1521.800,21.030,10.922,14.254,20.937,26.181,30.114,33.182,40.599,64.500,0.048
10,1461.200,21.885,11.004,14.454,21.615,26.878,31.487,35.115,49.894,501.371,0.046
15,1483.400,21.583,11.152,14.397,21.876,26.752,31.099,34.179,42.714,74.638,0.046
20,1467.800,21.782,11.016,14.372,21.940,26.758,31.183,35.163,47.220,90.050,0.046
25,1346.800,24.244,10.640,14.809,23.191,28.685,34.752,41.489,77.679,252.972,0.041
30,1198.800,26.254,10.117,14.337,22.072,27.711,34.833,52.613,161.173,253.840,0.038
35,1043.600,30.543,10.543,14.629,23.257,32.067,52.843,78.387,177.693,289.593,0.033
40,1424.000,22.685,11.044,14.480,22.404,28.049,32.679,35.966,45.889,1030.831,0.044
45,1183.200,26.773,10.386,14.305,22.094,27.349,35.922,54.748,182.687,334.109,0.037
50,1498.000,21.361,10.891,14.295,21.633,26.538,30.826,33.966,43.596,66.827,0.047
55,1482.000,21.577,10.972,14.268,21.575,26.523,31.012,34.647,48.584,76.946,0.046
60,1477.200,21.655,10.594,14.166,21.779,26.778,31.427,35.059,47.612,82.082,0.046
65,1514.800,21.137,10.963,14.106,21.129,26.307,30.367,33.407,43.245,224.749,0.047
70,1491.600,21.435,10.595,14.138,21.865,26.477,30.598,33.790,48.563,81.315,0.047
75,1505.200,21.268,10.682,14.195,21.533,26.396,30.408,33.620,43.215,74.918,0.047
80,1464.400,21.836,11.158,14.340,21.950,26.776,31.000,34.817,48.045,107.525,0.046
85,1480.200,21.638,10.817,14.298,21.901,26.839,31.374,34.443,44.055,76.435,0.046
90,1483.400,21.569,10.749,14.222,21.673,26.588,31.023,34.417,48.378,90.435,0.046
95,1474.600,21.686,11.004,14.343,21.851,27.002,31.454,34.769,44.740,90.821,0.046
100,1468.200,21.797,10.691,14.319,22.023,26.899,31.088,34.387,48.872,90.262,0.046
105,1468.400,21.784,11.007,14.284,22.098,27.097,31.470,34.945,46.136,71.254,0.046
110,1470.800,21.760,10.754,14.125,22.084,27.001,31.215,34.601,47.059,88.654,0.046
115,1526.200,20.874,11.039,14.168,20.817,25.812,29.900,32.974,41.088,60.183,0.048
