Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1304.400,24.590,5.446,16.877,23.671,30.635,38.757,45.260,64.013,105.673,0.041
5,1254.000,25.517,4.687,18.414,24.518,31.373,39.906,46.872,68.941,139.113,0.039
10,1290.400,24.764,5.113,18.858,25.130,30.734,37.228,41.851,54.053,84.517,0.040
15,1268.000,25.258,4.260,18.640,24.751,30.948,38.812,45.452,62.179,119.106,0.040
20,961.400,33.277,5.503,20.646,27.835,37.319,51.214,81.239,144.973,277.972,0.030
25,1123.800,28.707,5.028,20.484,27.992,35.577,45.178,52.970,72.168,143.589,0.035
30,521.400,60.919,5.199,21.493,32.298,78.729,152.402,179.477,250.400,967.900,0.016
35,1283.200,24.924,5.446,18.586,24.364,30.676,38.414,44.573,58.887,110.171,0.040
40,1294.000,24.732,4.968,18.286,24.400,30.686,37.839,43.668,57.007,106.036,0.040
45,1168.000,27.370,4.614,19.265,25.532,32.829,43.613,53.482,77.734,1018.126,0.037
50,1208.200,26.488,5.232,19.197,25.379,31.466,39.898,46.415,62.714,1020.515,0.038
55,1241.600,25.768,4.798,19.125,25.278,31.992,39.695,46.194,62.864,109.286,0.039
60,1230.600,26.014,5.094,19.198,25.444,32.313,40.110,46.367,61.834,105.936,0.038
65,1236.800,25.857,4.843,19.228,25.559,31.679,39.723,46.137,63.863,112.679,0.039
70,1259.000,25.414,5.021,18.376,25.284,32.105,39.505,45.363,58.816,89.950,0.039
75,1196.600,26.741,4.410,18.904,25.479,32.414,41.173,48.270,70.510,1036.372,0.037
80,1255.800,25.470,4.923,18.754,25.561,31.631,39.300,45.277,61.053,107.872,0.039
85,1234.600,25.934,5.013,19.105,25.575,32.142,40.484,46.437,62.705,100.983,0.039
90,1224.800,26.085,4.341,19.617,25.698,32.001,39.468,46.175,63.072,125.426,0.038
95,1258.600,25.467,5.170,19.069,25.421,31.542,38.557,44.288,59.284,104.515,0.039
100,1236.600,25.836,4.901,19.032,25.336,32.070,40.001,46.410,64.171,165.662,0.039
105,1252.800,25.700,4.349,18.807,25.307,31.815,39.402,45.027,62.344,1049.080,0.039
110,1189.000,26.743,4.761,19.366,26.122,32.707,41.435,49.573,70.633,161.865,0.037
115,1233.400,25.811,4.680,18.778,25.372,31.874,40.087,46.225,65.637,113.055,0.039
