Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,279,279.000,15142,50490,53084,2999842,58533,9106602,32193457,41229373,42236585
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1.000,41219656,41219656,41219656,41219656,41219656,41219656,41219656,41219656,41219656
3,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1,1.000,48271713,48271713,48271713,48271713,48271713,48271713,48271713,48271713,48271713
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,1,1.000,39238479,39238479,39238479,39238479,39238479,39238479,39238479,39238479,39238479
7,1,1.000,42236193,42236193,42236193,42236193,42236193,42236193,42236193,42236193,42236193
8,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,1,1.000,42228930,42228930,42228930,42228930,42228930,42228930,42228930,42228930,42228930
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1,1.000,36210259,36210259,36210259,36210259,36210259,36210259,36210259,36210259,36210259
12,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
13,1,1.000,45235180,45235180,45235180,45235180,45235180,45235180,45235180,45235180,45235180
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,1,1.000,41236990,41236990,41236990,41236990,41236990,41236990,41236990,41236990,41236990
16,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,1,1.000,45235056,45235056,45235056,45235056,45235056,45235056,45235056,45235056,45235056
18,1,1.000,35222986,35222986,35222986,35222986,35222986,35222986,35222986,35222986,35222986
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,1,1.000,35212409,35212409,35212409,35212409,35212409,35212409,35212409,35212409,35212409
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,1,1.000,38219818,38219818,38219818,38219818,38219818,38219818,38219818,38219818,38219818
23,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,1,1.000,56291995,56291995,56291995,56291995,56291995,56291995,56291995,56291995,56291995
25,1,1.000,40229863,40229863,40229863,40229863,40229863,40229863,40229863,40229863,40229863
26,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,1,1.000,45285592,45285592,45285592,45285592,45285592,45285592,45285592,45285592,45285592
28,2,2.000,36201924,36201924,48248810,42225367,48248810,48248810,48248810,48248810,48248810
29,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,1,1.000,38223346,38223346,38223346,38223346,38223346,38223346,38223346,38223346,38223346
31,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
32,3,3.000,35191360,35191360,37204734,38197140,42195328,42195328,42195328,42195328,42195328
33,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,1,1.000,36213322,36213322,36213322,36213322,36213322,36213322,36213322,36213322,36213322
35,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
36,5,5.000,42195192,45177523,47194203,46807486,48244076,51226440,51226440,51226440,51226440
37,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
38,1,1.000,47227154,47227154,47227154,47227154,47227154,47227154,47227154,47227154,47227154
39,1,1.000,52215200,52215200,52215200,52215200,52215200,52215200,52215200,52215200,52215200
40,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,1,1.000,50223435,50223435,50223435,50223435,50223435,50223435,50223435,50223435,50223435
42,2,2.000,47190318,47190318,51202206,49196262,51202206,51202206,51202206,51202206,51202206
43,1,1.000,1015482,1015482,1015482,1015482,1015482,1015482,1015482,1015482,1015482
44,1,1.000,50214997,50214997,50214997,50214997,50214997,50214997,50214997,50214997,50214997
45,1,1.000,51206541,51206541,51206541,51206541,51206541,51206541,51206541,51206541,51206541
46,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,1,1.000,51209115,51209115,51209115,51209115,51209115,51209115,51209115,51209115,51209115
48,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,1,1.000,51204631,51204631,51204631,51204631,51204631,51204631,51204631,51204631,51204631
50,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
51,1,1.000,51204160,51204160,51204160,51204160,51204160,51204160,51204160,51204160,51204160
52,1,1.000,51204064,51204064,51204064,51204064,51204064,51204064,51204064,51204064,51204064
53,1,1.000,52199487,52199487,52199487,52199487,52199487,52199487,52199487,52199487,52199487
54,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
55,1,1.000,51229196,51229196,51229196,51229196,51229196,51229196,51229196,51229196,51229196
56,1,1.000,51229349,51229349,51229349,51229349,51229349,51229349,51229349,51229349,51229349
57,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
58,1,1.000,51239410,51239410,51239410,51239410,51239410,51239410,51239410,51239410,51239410
59,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
60,1,1.000,51275013,51275013,51275013,51275013,51275013,51275013,51275013,51275013,51275013
61,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,1,1.000,51280023,51280023,51280023,51280023,51280023,51280023,51280023,51280023,51280023
63,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,1,1.000,50289082,50289082,50289082,50289082,50289082,50289082,50289082,50289082,50289082
65,1,1.000,51272454,51272454,51272454,51272454,51272454,51272454,51272454,51272454,51272454
66,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
67,1,1.000,50280614,50280614,50280614,50280614,50280614,50280614,50280614,50280614,50280614
