Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,965.600,33.216,15.082,24.112,27.947,37.600,51.596,62.616,89.976,167.853,0.030
5,581.600,57.398,14.077,23.365,27.741,37.327,55.841,73.651,871.163,1046.972,0.017
10,429.600,71.342,14.513,24.408,29.655,43.390,64.639,100.981,949.411,1069.743,0.014
15,544.400,65.060,14.405,25.381,31.642,45.440,68.042,97.939,952.144,1044.074,0.015
20,389.400,73.333,13.014,23.370,28.537,42.272,67.972,559.245,893.918,1065.378,0.014
25,602.400,53.126,13.209,26.026,31.749,45.600,65.093,85.058,746.906,1092.171,0.019
30,494.400,65.567,13.908,24.902,30.195,44.655,66.068,101.268,900.171,1048.531,0.015
35,362.000,93.671,14.290,21.107,26.631,40.237,109.810,808.032,1018.632,1222.887,0.011
40,442.000,67.165,14.045,24.360,29.816,42.461,63.681,95.276,895.607,1036.413,0.015
45,446.000,71.776,12.265,24.983,30.538,46.470,70.323,101.643,941.460,1152.685,0.014
50,425.200,75.229,13.751,24.398,30.277,44.385,69.413,159.035,1022.428,1200.862,0.013
55,372.400,88.249,13.908,23.047,28.762,41.896,74.429,768.129,987.109,1177.633,0.011
60,497.600,68.535,13.514,24.864,30.274,44.649,66.988,104.983,965.923,1083.763,0.015
65,382.200,77.227,14.280,24.204,29.887,43.979,70.655,546.361,969.981,1116.982,0.013
70,446.600,71.281,14.010,24.881,30.637,44.250,67.034,172.564,975.261,1075.484,0.014
75,433.400,73.914,13.709,23.426,29.942,43.755,68.557,210.107,990.118,2043.067,0.014
80,348.400,93.867,14.288,23.422,29.455,44.520,73.350,763.748,993.550,1990.393,0.011
85,555.000,56.672,14.162,25.461,30.886,44.338,64.297,86.778,901.920,1358.244,0.018
90,370.400,84.959,13.240,22.147,27.752,41.794,83.075,687.341,926.749,1090.644,0.012
95,304.000,105.230,13.955,22.113,28.421,43.979,95.929,869.931,1029.964,1785.131,0.010
100,434.400,77.621,13.946,23.610,29.484,43.162,70.094,284.700,982.306,1345.748,0.013
105,265.600,116.633,13.133,20.886,26.613,40.955,656.442,841.359,985.652,1052.072,0.009
110,333.200,93.908,11.814,21.662,26.722,39.579,87.211,774.046,987.032,1881.006,0.011
115,476.000,66.747,13.274,24.670,30.292,42.788,62.429,85.485,947.938,1072.663,0.015
