Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,169,169.000,7768,29023,45528,193211,61107,849557,851016,856400,856901
1,1165,1165.000,2622,14412,21430,27059,34359,54506,68225,76266,114578
2,771,771.000,2491,12755,15111,56932,18214,21420,23437,1028574,1029860
3,1358,1358.000,3528,11811,13067,14731,19280,22194,24073,26609,29717
4,2273,2273.000,2099,11558,12429,14066,18253,20964,24735,29842,33623
5,726,726.000,3452,11492,12067,55847,13147,19110,27569,992936,994102
6,292,292.000,3664,12055,16049,124304,22605,1006254,1007047,1007820,1007863
7,1505,1505.000,3397,11042,11626,12774,12746,19079,24383,27544,29193
8,1699,1699.000,3361,11279,11966,31650,17722,19813,21356,985347,986098
9,700,700.000,3336,11226,11826,14456,18992,23813,26628,33844,34772
10,163,163.000,3789,12205,16000,213068,21624,1024729,1029501,1030622,1030667
11,1657,1657.000,2971,11390,14264,17674,21120,29752,36825,47258,61339
12,418,418.000,1691,11266,12090,89700,15639,20640,1020818,1021902,1024206
13,1192,1192.000,3385,11126,11833,41131,19379,21504,29909,1023271,1024833
14,159,159.000,2298,11052,12180,215672,19333,1022478,1023578,1024914,1024932
15,420,420.000,3217,11536,15881,17275,20713,30097,33263,40055,41948
16,1902,1902.000,2128,11685,14442,16753,20752,25236,31017,45972,48342
17,779,779.000,3535,11177,11628,55461,13053,29390,31384,1041047,1042741
18,1483,1483.000,1597,11121,11659,14006,19775,21800,29205,31431,33410
19,801,801.000,3346,11330,11908,53509,12669,21481,22688,1043439,1046730
20,1681,1681.000,1940,11067,11694,12589,12725,19652,21256,29688,35484
21,342,342.000,3463,12487,16294,202534,23994,39557,1994891,1998910,2000446
22,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,1516,1516.000,2075,11336,12136,34220,13699,20507,23512,1018308,1019936
24,56,56.000,3722,11706,1017522,586595,1019286,1019760,1019881,1022326,1022326
25,400,400.000,3025,11448,13691,14976,19232,21841,24539,30122,32372
26,237,237.000,3492,12297,18794,153380,22005,1023641,1035363,1037145,1037847
27,2096,2096.000,2726,11151,11678,13176,12932,19635,26891,30716,34804
28,1095,1095.000,3317,11186,11883,42717,18007,19262,20077,1032127,1034054
29,1314,1314.000,1714,11057,11584,13248,12913,20078,21320,30467,37231
30,285,285.000,3500,11304,12000,127740,24019,1018803,1019417,1020243,1020296
31,1818,1818.000,3367,11342,12346,15107,19396,24090,28050,36255,45740
32,2092,2092.000,3276,11379,12192,15263,19292,22200,29290,36070,37716
33,2481,2481.000,3127,11137,11734,12885,12749,20129,21829,27806,30411
34,2380,2380.000,3395,11151,11754,13424,14528,20862,23641,28861,30302
35,50,50.000,4339,12004,1016963,656111,1020109,1022113,1022344,1027364,1027364
36,66,66.000,1830,12079,17582,519761,1060044,1061194,1061288,1063907,1063907
37,2022,2022.000,3281,11237,11854,14366,16518,21377,27909,44482,57959
38,2388,2388.000,2173,11199,11844,13312,16931,19499,21848,29703,31529
39,921,921.000,3397,11190,11790,48335,18506,20962,26755,1020265,1021255
40,306,306.000,3557,11666,12263,117794,13177,1012098,1020747,1021454,1022516
41,191,191.000,3583,12233,20722,188249,31185,1030704,1031650,1037111,1037311
42,879,879.000,3460,11244,11735,13109,12399,19039,20440,40779,41528
43,1440,1440.000,3453,11374,12098,36102,17836,20572,27589,1022061,1039606
44,558,558.000,3304,11200,11736,71909,19231,27552,1027368,1029074,1029989
45,317,317.000,3237,10977,11465,12256,12757,18342,18990,22577,29379
46,834,834.000,2347,11415,12822,54507,20599,30384,34743,1021499,1022799
47,728,728.000,3464,11234,11808,58014,15359,27647,30202,1032042,1040357
48,659,659.000,2351,11245,11800,12591,12738,19713,20316,21724,23643
49,177,177.000,3763,12172,13839,372384,20599,2028251,2028619,2029082,2029270
50,1,1.000,1018391,1018391,1018391,1018391,1018391,1018391,1018391,1018391,1018391
51,910,910.000,1860,11235,12226,56942,22841,45999,52777,1133736,1143541
52,1187,1187.000,1784,3086,4027,8690,5244,11899,54207,80896,89958
53,1438,1438.000,2552,11618,12220,35741,13296,21617,34508,998047,999839
54,670,670.000,3612,12020,12747,62605,18556,24976,45739,1020134,1023212
55,126,126.000,3568,11435,12155,11735,13267,14032,14326,15735,16006
56,388,388.000,3517,11914,18284,94124,21763,32954,958388,965354,968559
57,294,294.000,2011,12100,12961,123539,19741,1019099,1027623,1028558,1029135
58,976,976.000,3453,11688,12338,46428,17985,20233,26715,1019079,1020131
59,712,712.000,2143,11628,12156,13836,18129,20798,24103,25699,27716
60,355,355.000,3464,12124,13612,104313,17473,20171,1021433,1027829,1028523
61,1310,1310.000,2167,11564,12287,40980,19183,27790,41465,1069691,1083540
62,384,384.000,3648,11489,12040,97117,19306,21613,1019497,1020253,1020671
63,1,1.000,12072,12072,12072,12072,12072,12072,12072,12072,12072
64,968,968.000,3534,11425,11969,45876,18387,25451,31483,977605,986239
65,1403,1403.000,3372,11560,12143,13971,17989,20996,23936,29691,30789
66,2052,2052.000,2090,11746,12917,15558,19682,24277,26760,33631,42748
67,1134,1134.000,1992,11403,12245,42894,19170,23824,28874,1018347,1019571
68,262,262.000,3533,11227,11644,134761,12859,1018443,1019067,1019779,1019926
69,750,750.000,3403,11061,11538,55389,12284,19423,21373,1031574,1032610
70,206,206.000,3539,11259,12109,13428,17112,20158,20467,20756,20959
71,2024,2024.000,2683,11420,12704,15682,18988,25386,29276,45903,56767
72,2374,2374.000,1996,11373,11970,13598,16450,21108,22963,28223,36113
73,410,410.000,3577,11490,11979,92228,19301,29397,1020895,1022179,1022595
74,625,625.000,3386,11344,12237,65600,19891,23309,1009443,1020012,1022054
75,443,443.000,3479,11344,11986,87126,23189,29707,1009578,1010583,1011060
76,763,763.000,1698,11464,12189,14078,19386,21024,22598,29638,30847
77,870,870.000,3535,11290,11912,51494,18885,25247,28230,1042342,1043302
78,1311,1311.000,2035,11323,12014,14219,19513,21505,22468,36317,39641
79,775,775.000,3453,11500,12236,134974,14352,24533,30398,3015010,3015773
80,1,1.000,2005659,2005659,2005659,2005659,2005659,2005659,2005659,2005659,2005659
81,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
82,819,819.000,3423,11343,11827,52104,17984,22835,36449,994199,995133
83,754,754.000,3405,11280,12017,14236,19242,20563,26250,27055,27559
84,141,141.000,3790,11597,12012,239886,12682,1020817,1021736,1022354,1022585
85,1679,1679.000,1990,11469,12151,34618,19493,28246,36882,1021785,1035413
86,320,320.000,1909,11346,11961,12641,12826,19793,21207,23135,26395
87,1510,1510.000,1806,11408,11996,32929,12995,22386,30104,939967,941399
88,1117,1117.000,1994,11547,12072,12752,12750,18990,21161,27419,28772
89,653,653.000,3256,11676,12237,61864,17936,20694,25159,1003973,1004925
90,603,603.000,3525,11517,12115,67290,19234,24115,1019304,1020748,1021332
91,394,394.000,3554,12846,14061,96289,19569,28930,1013140,1015421,1016434
92,596,596.000,3589,11750,13102,15262,19211,21557,22538,28165,29089
93,689,689.000,2065,11466,12277,61366,20012,28571,36506,1023207,1023698
94,1001,1001.000,3383,11629,12568,47109,19913,26527,31067,1022218,1024195
95,499,499.000,2191,11418,11981,13134,12951,23291,24648,27545,29190
96,509,509.000,3182,11257,11995,77237,18762,27186,1023677,1026713,1031209
97,1871,1871.000,1664,11475,12060,13196,13283,20351,21837,28802,30996
98,2318,2318.000,3186,11520,12044,13795,14325,20887,22129,37232,46740
99,326,326.000,3324,11509,12694,113124,21812,31832,1015149,1016760,1017388
100,274,274.000,2978,11447,12174,132808,20795,1025612,1029726,1034060,1034967
101,1264,1264.000,1859,11764,12728,40347,19289,24474,31761,1021997,1023716
102,264,264.000,2245,11300,12134,15086,20429,29684,30229,30855,30931
103,1091,1091.000,3311,11115,11692,44492,13175,29923,41647,1046777,1047642
104,457,457.000,3536,11187,11697,83174,12551,27358,1020135,1021206,1021726
105,693,693.000,3305,11113,11770,59655,17717,22056,32036,1025231,1025669
106,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
107,158,158.000,3616,11486,12348,215923,17970,1018566,1019124,1019356,1019455
108,2063,2063.000,3389,11379,12091,14411,17996,24304,27593,31903,33152
109,182,182.000,3711,12009,12668,191524,28052,1018925,1019327,1020280,1021123
110,987,987.000,3207,11289,11717,45844,16068,26490,31837,996718,997742
111,421,421.000,3525,11472,12008,164290,12918,21663,2043031,2043982,2044519
112,1,1.000,1020446,1020446,1020446,1020446,1020446,1020446,1020446,1020446,1020446
113,657,657.000,3540,11320,11754,61395,12442,20887,21896,1019889,1020936
114,113,113.000,3591,11616,11988,11314,12462,12697,13122,13749,14189
115,833,833.000,3419,11069,11565,50181,12421,20621,30149,997896,999944
116,1457,1457.000,3367,11480,12757,15247,19351,23493,26825,33961,41676
117,855,855.000,3336,11324,12079,52295,18570,27202,41352,1018945,1020415
118,240,240.000,3576,11440,11881,147455,18957,1026980,1027351,1028278,1028510
119,1212,1212.000,3288,11117,11713,12813,16444,17946,19212,23163,36405
