Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1147.200,27.903,2.099,11.927,13.939,20.205,27.240,48.231,846.993,1029.860,0.036
5,984.400,32.500,3.336,11.253,11.904,16.295,20.461,25.594,992.383,1007.863,0.031
10,717.800,51.500,1.691,11.284,12.324,20.081,29.099,39.985,1023.534,1030.667,0.019
15,1077.000,27.105,1.597,11.310,12.120,20.113,23.556,30.577,1032.200,1046.730,0.037
20,719.000,48.722,1.940,11.220,11.969,13.870,21.199,26.879,1019.881,2000.446,0.021
25,1028.400,26.088,1.714,11.160,11.769,17.674,20.139,24.894,1019.972,1037.847,0.038
30,1811.200,17.637,3.127,11.239,11.928,18.768,21.351,26.325,35.760,1020.296,0.057
35,1089.400,31.663,1.830,11.214,11.848,17.418,20.883,26.643,1020.229,1063.907,0.032
40,674.800,52.056,3.304,11.340,11.969,17.862,23.024,34.075,1030.486,1039.606,0.019
45,543.000,61.064,2.347,11.261,11.954,18.257,24.055,31.979,2027.339,2029.270,0.016
50,841.200,37.207,1.784,5.021,11.838,14.104,28.600,50.071,1019.676,1143.541,0.027
55,499.200,51.877,2.011,11.696,12.414,18.757,21.959,27.425,1020.171,1029.135,0.019
60,603.600,57.134,2.167,11.528,12.241,18.832,25.855,45.160,1025.807,1083.540,0.018
65,1120.200,31.605,1.992,11.463,12.214,18.908,23.037,26.746,1018.699,1032.610,0.032
70,1127.800,25.821,1.996,11.391,12.135,18.770,22.638,27.099,1017.098,1022.595,0.039
75,832.400,52.231,1.698,11.372,12.077,19.360,22.425,29.361,1041.970,3015.773,0.019
80,343.000,52.034,3.405,11.338,11.906,18.927,21.854,35.645,1020.008,2005.659,0.019
85,1055.800,31.547,1.806,11.489,12.085,14.073,21.626,29.238,1003.355,1035.413,0.032
90,656.600,53.929,2.065,11.629,12.635,19.530,24.971,31.698,1021.962,1024.195,0.019
95,1104.600,25.243,1.664,11.481,12.048,14.526,21.119,24.388,1010.681,1031.209,0.040
100,670.000,53.111,1.859,11.336,12.095,19.400,27.581,38.888,1034.060,1047.642,0.019
105,619.200,45.235,3.305,11.336,12.063,18.274,26.320,29.943,1019.191,1025.669,0.022
110,435.800,72.075,3.207,11.343,11.798,12.849,24.140,48.205,2043.031,2044.519,0.014
115,919.400,34.729,3.288,11.256,11.958,17.041,22.741,27.854,1018.673,1028.510,0.029
