Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683658059.170579,66308,27,1
1,ReadModifyWrite,1683658059.170680,65554,18,1
1,ReadModifyWrite,1683658059.170715,66119,24,1
1,ReadModifyWrite,1683658059.170760,65066,19,1
1,ReadModifyWrite,1683658059.170774,65655,3,1
1,ReadModifyWrite,1683658059.170795,65170,13,1
1,ReadModifyWrite,1683658059.170819,63272,14,1
1,ReadModifyWrite,1683658059.170849,63419,28,1
1,ReadModifyWrite,1683658059.170850,66019,17,1
1,ReadModifyWrite,1683658059.170860,65773,16,1
1,ReadModifyWrite,1683658059.170885,66183,15,1
1,ReadModifyWrite,1683658059.170902,65080,12,1
1,ReadModifyWrite,1683658059.170910,65565,11,1
1,ReadModifyWrite,1683658059.170939,65174,26,1
1,ReadModifyWrite,1683658059.171056,42492,10,1
1,ReadModifyWrite,1683658059.171061,82933,25,1
1,ReadModifyWrite,1683658059.171169,62641,8,1
1,ReadModifyWrite,1683658059.171283,82125,29,1
1,ReadModifyWrite,1683658059.171302,62490,31,1
1,ReadModifyWrite,1683658059.171416,83508,30,1
1,ReadModifyWrite,1683658059.172120,62498,9,1
1,ReadModifyWrite,1683658059.172141,65059,7,1
1,ReadModifyWrite,1683658059.172245,62070,6,1
1,ReadModifyWrite,1683658059.172376,60745,1,1
1,ReadModifyWrite,1683658059.172389,67142,5,1
1,ReadModifyWrite,1683658059.172441,62725,4,1
1,ReadModifyWrite,1683658059.172480,64907,2,1
1,ReadModifyWrite,1683658059.172525,60432,0,1
1,ReadModifyWrite,1683658059.172540,61938,22,1
1,ReadModifyWrite,1683658059.173418,62685,21,1
1,ReadModifyWrite,1683658059.173428,77807,23,1
1,ReadModifyWrite,1683658059.213686,8943,10,1
1,ReadModifyWrite,1683658059.222662,9585,10,1
1,ReadModifyWrite,1683658059.232265,39187,10,1
1,ReadModifyWrite,1683658059.232995,36212,0,1
1,ReadModifyWrite,1683658059.233141,37097,1,1
1,ReadModifyWrite,1683658059.233812,35162,31,1
1,ReadModifyWrite,1683658059.233829,35236,8,1
1,ReadModifyWrite,1683658059.236648,32706,16,1
1,ReadModifyWrite,1683658059.236847,30054,24,1
1,ReadModifyWrite,1683658059.236887,22677,17,1
1,ReadModifyWrite,1683658059.236908,33572,27,1
1,ReadModifyWrite,1683658059.237024,32871,11,1
1,ReadModifyWrite,1683658059.237034,32929,3,1
1,ReadModifyWrite,1683658059.237083,31727,15,1
1,ReadModifyWrite,1683658059.237186,33013,18,1
1,ReadModifyWrite,1683658059.237212,31852,7,1
1,ReadModifyWrite,1683658059.237402,30832,2,1
1,ReadModifyWrite,1683658059.237431,32037,26,1
1,ReadModifyWrite,1683658059.237773,31018,21,1
1,ReadModifyWrite,1683658059.237911,33111,12,1
1,ReadModifyWrite,1683658059.237917,33361,13,1
1,ReadModifyWrite,1683658059.238041,32432,19,1
1,ReadModifyWrite,1683658059.238206,31411,4,1
1,ReadModifyWrite,1683658059.238216,32547,9,1
1,ReadModifyWrite,1683658059.238395,31318,6,1
1,ReadModifyWrite,1683658059.238557,29986,28,1
1,ReadModifyWrite,1683658059.238567,32196,14,1
1,ReadModifyWrite,1683658059.238734,32808,20,1
1,ReadModifyWrite,1683658059.239553,30152,5,1
1,ReadModifyWrite,1683658059.239831,32409,22,1
1,ReadModifyWrite,1683658059.251251,26660,23,1
1,ReadModifyWrite,1683658059.253429,25303,29,1
1,ReadModifyWrite,1683658059.254008,25008,25,1
1,ReadModifyWrite,1683658059.254944,22260,30,1
1,ReadModifyWrite,1683658059.259578,44979,17,1
1,ReadModifyWrite,1683658059.266917,1078735,24,1
1,ReadModifyWrite,1683658059.268248,29990,2,1
1,ReadModifyWrite,1683658059.268556,33902,28,1
1,ReadModifyWrite,1683658059.268804,1076482,21,1
1,ReadModifyWrite,1683658059.268820,6151,15,1
1,ReadModifyWrite,1683658059.268989,1077314,31,1
1,ReadModifyWrite,1683658059.269078,19924,7,1
1,ReadModifyWrite,1683658059.269079,1075720,8,1
1,ReadModifyWrite,1683658059.269224,1077770,0,1
