Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1094,1094.000,17657,23757,26362,29537,30117,36421,45477,93963,125583
1,1142,1142.000,18012,24133,26880,28198,30440,35161,40226,53534,80038
2,1100,1100.000,18224,25007,27885,29118,31411,35600,40405,53792,79675
3,788,788.000,16128,23627,29281,42683,45745,97886,112606,168282,262054
4,281,281.000,15141,60471,116857,116222,151749,182045,204350,292866,394990
5,999,999.000,14232,23495,26203,29478,29861,36411,46017,101496,149928
6,1062,1062.000,18531,26058,28910,30248,32768,37668,42437,56535,67227
7,981,981.000,15967,27213,30197,32957,34263,41177,57651,81688,127954
8,1025,1025.000,14673,26629,29463,30989,33510,39102,44286,56576,85609
9,1032,1032.000,20606,27097,29611,31032,33111,37975,43294,58984,66014
10,1007,1007.000,19107,27257,30598,31726,34864,39174,42635,56051,72772
11,986,986.000,20296,27818,30962,32527,35083,40796,47227,58620,80884
12,980,980.000,20728,27745,30961,32679,35662,42174,47447,59643,83465
13,900,900.000,20252,30029,33663,35558,39151,45422,51183,66415,111254
14,846,846.000,20567,29377,34008,37594,40210,49666,66446,95748,118765
15,488,488.000,14550,33954,46857,68891,66105,166556,178533,262300,374652
16,599,599.000,16075,27482,31959,50704,40221,137336,180542,274738,346515
17,1004,1004.000,19086,27206,30366,31881,34691,40263,45994,57768,85158
18,1006,1006.000,20967,27568,30285,31819,34319,39800,44612,58304,68283
19,996,996.000,20284,27479,30624,32168,34876,40028,44469,61321,84975
20,988,988.000,19935,27424,30203,32173,34427,40916,46677,58967,88999
21,989,989.000,16024,27394,30414,32628,34949,40851,47101,88392,119735
22,944,944.000,16285,27241,30864,33852,36152,44546,60173,84275,109066
23,999,999.000,20266,27639,30621,31848,34372,39029,44481,56136,66484
24,1020,1020.000,20085,27014,30102,31455,33985,38761,43150,56541,73938
25,982,982.000,19495,27815,31107,32594,35473,40889,45421,61184,74582
26,1016,1016.000,18870,27234,30308,31627,34341,39888,43984,58162,89696
27,982,982.000,20479,28213,31224,32589,35131,40943,45267,57902,75696
28,1005,1005.000,19482,27173,30129,31551,33800,38913,44090,60866,79841
29,958,958.000,17165,27740,30620,33574,35520,42777,57097,73840,133576
30,970,970.000,21078,27901,31214,33065,36313,41778,47168,61337,90440
31,971,971.000,18829,28088,31403,33011,35603,41575,48137,64618,82093
32,974,974.000,18962,27676,31083,32684,35689,41737,46727,59547,93025
33,927,927.000,20836,28564,32652,34455,37801,45269,51266,63555,101308
34,905,905.000,19017,29504,33944,35587,39143,45934,52827,68286,105206
35,888,888.000,20373,29792,33826,35817,40237,46860,52760,63890,84995
36,370,370.000,14000,36514,48399,111796,158030,221891,395588,578093,674427
37,494,494.000,19714,29488,32823,46037,38945,70556,128402,332844,459195
38,995,995.000,20435,27095,30279,32111,34949,40562,46929,60514,76274
39,1002,1002.000,19504,27782,30940,32018,34669,39145,44174,54440,72290
40,986,986.000,20018,27277,30380,32468,35403,41729,48408,64281,83847
41,982,982.000,20936,27672,30666,32382,34935,41116,47437,59502,92234
42,989,989.000,20251,27425,30627,32255,35094,41440,47051,59011,72917
43,1001,1001.000,19200,27431,30531,32179,34893,40739,45363,57084,126609
44,967,967.000,19621,27776,30442,32980,34382,41723,53656,78891,93314
45,982,982.000,19600,27733,30868,32668,35340,41180,45792,66799,94475
46,1011,1011.000,20118,27157,30000,31449,34101,38638,43342,59748,75597
47,995,995.000,19806,27102,30360,32255,35312,41291,46877,60130,96549
48,1004,1004.000,19422,27567,30690,31967,34719,39429,45320,54950,74194
49,1005,1005.000,18546,27382,30357,31822,34549,39699,45478,55201,91286
50,949,949.000,15267,27390,31077,34750,35397,41418,52455,75184,1038291
51,946,946.000,15472,27046,30288,33621,34722,42587,50781,79595,1026450
52,947,947.000,18438,27126,30657,32892,35372,42441,48936,63673,361054
53,995,995.000,19059,27220,30535,32211,35315,40850,46629,58794,89959
54,959,959.000,21250,28001,31927,33484,37131,42316,48461,61346,82921
55,968,968.000,20857,28091,31332,33042,35743,42294,47469,64690,83195
56,981,981.000,20780,27840,30718,32495,34519,40431,47692,65956,83894
57,927,927.000,20490,27695,30761,34586,35527,43990,59017,75362,682013
58,966,966.000,19915,28036,30639,32850,35376,41172,47522,64164,81490
59,986,986.000,20497,27446,31040,32583,35827,41618,46303,59661,84545
60,1008,1008.000,21011,27482,29941,31762,33938,39828,44409,60888,88588
61,992,992.000,19592,27831,30789,32365,35037,40674,46911,57820,99713
62,974,974.000,20834,27912,30950,32693,35538,41312,46295,60948,78657
63,985,985.000,20602,27888,31478,32621,35696,40700,43899,59959,79485
64,927,927.000,14137,27616,31232,34390,36885,44414,60166,83987,102246
65,1003,1003.000,21531,27697,30529,31943,34181,39543,44928,57643,87010
66,1010,1010.000,19615,26895,30091,31735,34685,40830,45140,56524,75991
67,858,858.000,15211,24446,28713,38133,35208,61293,89914,186033,844852
68,982,982.000,20886,27174,30131,31768,34269,39374,46332,59976,78166
69,1014,1014.000,19613,27256,30100,31444,33809,39017,43398,57338,98878
70,1015,1015.000,19362,27135,30055,31706,34635,40127,45098,57339,75692
71,946,946.000,20420,27706,30930,33712,36448,44546,53806,74538,96960
72,779,779.000,16291,24141,29012,41092,37519,70593,121409,217778,257465
73,960,960.000,20136,27978,31338,33416,36109,44029,48962,63515,102355
74,982,982.000,20016,27755,30987,32434,35189,40685,46585,63011,69493
75,984,984.000,20650,27270,30547,32523,35450,41794,47518,63197,89822
76,997,997.000,19179,27402,30648,32147,34629,39674,46700,63390,85521
77,971,971.000,21471,27768,30969,32775,35553,41635,48477,60219,82345
