Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,881.000,36.967,15.141,24.390,27.675,33.365,51.888,105.510,178.908,394.990,0.027
5,1019.800,30.926,14.232,26.044,28.965,32.890,38.574,45.121,75.810,149.928,0.032
10,943.800,33.875,19.107,28.243,31.881,36.785,43.343,49.666,71.547,118.765,0.030
15,818.600,39.103,14.550,27.702,31.201,37.000,49.844,66.575,189.728,374.652,0.026
20,988.000,32.371,16.024,27.361,30.415,34.616,40.645,47.103,70.001,119.735,0.031
25,988.600,32.373,17.165,27.595,30.655,34.829,40.680,46.471,64.095,133.576,0.031
30,949.400,33.729,18.829,28.214,31.977,37.056,43.753,48.972,63.775,105.206,0.030
35,749.800,42.664,14.000,28.414,32.252,38.393,49.669,75.857,242.575,674.427,0.023
40,985.000,32.450,19.200,27.475,30.529,34.924,41.360,47.526,65.189,126.609,0.031
45,999.400,32.028,18.546,27.392,30.449,34.785,40.198,45.320,59.821,96.549,0.031
50,959.200,33.381,15.267,27.351,30.816,35.563,41.819,48.753,66.828,1038.291,0.030
55,965.600,33.096,19.915,27.828,30.887,35.429,41.890,48.655,66.595,682.013,0.030
60,977.200,32.742,14.137,27.752,30.810,35.349,41.248,47.312,67.596,102.246,0.031
65,973.400,32.852,15.211,26.795,29.989,34.269,40.797,48.265,87.985,844.852,0.030
70,936.400,34.177,16.291,27.199,30.605,35.708,44.049,53.414,107.345,257.465,0.029
75,985.800,32.479,16.054,27.470,30.614,34.887,41.133,48.446,65.391,111.217,0.031
80,984.800,32.495,17.863,27.549,30.573,34.833,40.335,45.858,59.876,974.509,0.031
85,915.400,34.967,18.729,28.266,31.686,37.238,45.484,54.006,94.236,716.331,0.029
90,958.800,33.310,15.842,27.895,31.254,35.906,43.280,50.128,67.515,152.974,0.030
95,963.200,33.241,18.817,27.954,31.345,36.209,42.638,49.340,64.847,97.755,0.030
100,979.600,32.669,19.964,27.799,31.152,35.535,40.852,46.000,59.938,85.419,0.031
105,972.400,32.919,15.208,27.763,31.149,35.619,41.742,47.763,66.359,100.912,0.030
110,963.400,33.210,19.633,27.645,30.795,35.128,41.371,47.608,64.375,1028.941,0.030
115,985.400,32.254,17.579,27.528,30.598,35.052,40.967,45.871,60.352,103.108,0.031
