Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1046.000,30.642,14.312,26.229,28.882,32.590,37.469,41.300,69.377,150.269,0.033
5,1066.000,30.036,16.220,25.981,28.748,32.297,36.879,40.801,57.713,95.987,0.033
10,1053.400,30.352,14.563,26.248,29.119,32.809,37.263,40.857,54.843,107.495,0.033
15,1062.800,30.091,18.328,26.206,29.027,32.506,37.081,40.897,49.553,72.893,0.033
20,1068.000,29.992,16.879,25.927,28.694,32.367,36.760,40.726,56.728,102.487,0.033
25,1065.800,29.993,15.714,26.148,28.920,32.473,36.817,40.138,51.495,90.924,0.033
30,1036.800,30.883,16.067,26.354,29.217,33.305,38.847,43.535,60.416,98.281,0.032
35,1060.000,30.251,14.167,26.107,28.928,32.589,37.104,41.184,55.700,104.064,0.033
40,1050.200,30.399,14.183,26.311,29.297,33.073,37.771,41.585,52.115,75.398,0.033
45,1051.200,30.431,16.754,26.074,28.916,32.765,37.728,41.899,59.737,96.350,0.033
50,1060.000,30.173,14.748,26.274,28.988,32.750,37.218,40.733,51.622,102.038,0.033
55,1024.800,31.205,16.140,26.087,29.316,33.916,40.411,46.754,66.386,116.942,0.032
60,1065.000,30.063,18.766,26.341,29.054,32.410,36.857,40.071,49.753,81.696,0.033
65,1057.200,30.250,15.561,26.234,29.108,32.789,37.264,40.946,53.948,86.122,0.033
70,1049.200,30.530,18.985,26.379,29.356,33.050,37.662,41.409,55.125,89.632,0.033
75,1060.400,30.144,14.632,26.266,28.976,32.647,37.219,40.586,49.614,94.690,0.033
80,1046.000,30.596,16.711,26.261,29.142,32.988,37.740,41.813,60.923,95.449,0.033
85,1051.800,30.437,16.639,26.391,29.215,33.012,37.683,41.759,53.188,85.111,0.033
90,1055.800,30.308,19.721,26.264,29.052,32.827,37.615,41.174,53.931,90.937,0.033
95,1054.200,30.334,15.982,26.315,29.095,32.617,36.967,40.754,59.210,95.581,0.033
100,1046.600,30.544,15.065,26.471,29.234,32.936,37.502,40.882,55.713,98.488,0.033
105,1056.400,30.301,18.797,26.402,29.138,33.086,37.400,41.096,50.111,85.093,0.033
110,1176.800,27.178,13.949,22.244,25.678,29.790,34.316,38.645,68.833,98.665,0.037
115,1399.200,22.735,13.732,20.159,21.629,23.531,25.946,28.473,54.584,100.034,0.044
