Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,417,417.000,10758,16142,22386,91395,40209,88170,809263,931621,1027998
1,591,591.000,10516,14673,21595,69673,31202,50469,689498,1002885,1039275
2,606,606.000,10513,15644,21622,54531,30013,45142,60672,819500,881098
3,446,446.000,10672,14562,22183,35806,29599,43899,56230,650036,714771
4,518,518.000,10171,13909,19643,73469,28181,47686,761964,1016888,1047686
5,967,967.000,11000,18651,23345,27110,33665,46918,54105,66898,99034
6,589,589.000,10670,19637,27063,72059,40338,59907,742328,842692,901565
7,563,563.000,10587,17288,23897,73081,35175,51214,753137,968431,1033372
8,417,417.000,10508,16418,25272,29630,36113,52953,67187,90902,123953
9,1009,1009.000,10998,17515,24630,55342,36411,53242,68466,952822,1111644
10,239,239.000,10233,17180,23858,34452,36222,62331,82583,143391,811512
11,254,254.000,10380,16041,23012,127582,39861,790416,848725,925671,1041060
12,547,547.000,10291,17151,24586,79967,36857,62951,829445,1010209,1036246
13,453,453.000,10663,14864,27557,45993,66538,105086,145173,198023,253806
14,674,674.000,11304,22056,43340,46700,62054,82597,101775,131297,210452
15,364,364.000,10517,17708,43364,145536,68946,127347,1107998,1433362,1492990
16,94,94.000,12702,61640,99264,114895,153913,203422,253122,305985,305985
17,665,665.000,10867,17773,45296,48100,62783,92984,110003,143888,197508
18,547,547.000,10387,17542,32005,81981,46540,70146,743773,949894,1033227
19,555,555.000,10924,19158,28420,56540,41102,59333,80316,893147,1038975
20,261,261.000,10505,16923,25354,105698,38957,76027,798284,1019004,1065533
21,184,184.000,10392,13762,21809,130354,42605,830323,893959,941828,963650
22,563,563.000,10878,18502,25598,70502,38666,57452,592540,999855,1037963
23,641,641.000,10596,17444,24339,43445,36150,58809,90647,299562,1061537
24,230,230.000,10350,12859,19666,123749,31241,794961,880988,938628,995071
25,616,616.000,10089,15768,23531,70609,35665,59084,666595,958694,1020305
26,563,563.000,10657,16676,23931,74247,35997,54622,735011,1004695,1139280
27,345,345.000,11085,18710,26069,30704,38459,53538,64530,81795,107127
28,443,443.000,11542,18421,25185,92054,37630,64865,875103,1013819,1089512
29,525,525.000,10169,15466,24291,79390,35632,55983,814579,955822,1022684
30,466,466.000,10716,17149,25578,29097,35238,51900,60828,79374,127991
31,849,849.000,10324,17272,25351,63690,38832,55921,88313,963405,1042180
32,329,329.000,11100,20621,26118,35650,36602,53634,64108,84724,1021205
33,262,262.000,10344,15218,23096,115527,35537,711123,837669,933374,961845
34,1100,1100.000,10408,17524,25159,28839,35680,48987,59309,77570,112735
35,550,550.000,10488,15719,25802,78793,37696,60419,805223,982549,1044390
36,390,390.000,10344,15084,22825,93535,37032,56857,835896,958510,996478
37,566,566.000,11049,17764,25026,28843,33558,49071,59370,89264,158818
38,411,411.000,10399,15168,22473,81610,33656,59496,759963,838353,1018426
39,522,522.000,10573,17371,24883,79005,37419,62222,784712,924827,973022
40,667,667.000,10656,17773,24538,59929,35577,54813,74273,1005438,1039228
41,208,208.000,10534,14587,24232,139761,37355,812898,996379,1047319,1997852
42,118,118.000,10482,12555,19636,183715,38493,947117,964094,1010018,1014284
43,239,239.000,10519,14487,20834,114750,32692,752137,845270,1005726,1049706
44,936,936.000,10654,17731,25820,58087,38064,53022,73676,959820,1056378
45,239,239.000,10210,16653,24315,36402,37850,59656,76709,110845,770480
46,853,853.000,10629,18027,25741,60529,37838,53900,72062,945346,1035848
47,418,418.000,11413,17984,26005,29374,36459,50257,57489,78548,105767
48,767,767.000,10500,17604,25521,65522,38049,56626,78177,978035,1033200
49,432,432.000,11697,21670,26801,32117,39956,56937,65498,83286,100421
50,636,636.000,11296,21880,34411,56810,52546,101873,202004,428755,664701
51,452,452.000,11490,22791,32393,63583,70725,168766,229408,384911,588512
52,431,431.000,10360,16139,24633,93037,36463,59734,901634,999422,1013051
53,756,756.000,10652,16570,23668,55627,35477,55047,68399,845740,1880919
54,184,184.000,10233,11723,16485,164761,27949,862354,982691,1643364,1729799
55,325,325.000,10103,15066,24026,87266,38834,62095,707682,979458,1019344
56,182,182.000,11336,17569,24482,110156,38946,110393,868329,962654,981823
57,186,186.000,10234,14184,21461,162607,42113,879826,908327,963626,969315
