Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,515.600,64.532,10.171,15.011,21.394,30.882,50.680,141.922,945.812,1047.686,0.015
5,709.000,50.212,10.508,17.859,24.618,36.030,51.771,65.815,870.140,1111.644,0.020
10,433.400,63.079,10.233,17.334,28.990,50.990,83.127,130.743,908.868,1041.060,0.016
15,445.000,77.297,10.387,18.619,35.936,57.972,93.175,152.943,1067.090,1492.990,0.013
20,375.800,78.540,10.350,16.282,24.178,37.024,65.810,719.229,958.795,1065.533,0.013
25,498.400,71.569,10.089,16.884,24.508,36.460,56.199,705.998,973.839,1139.280,0.014
30,601.200,47.024,10.324,17.380,25.159,36.606,53.201,67.494,900.021,1042.180,0.021
35,487.800,70.079,10.344,16.130,24.343,36.081,56.470,670.805,946.508,1044.390,0.014
40,433.600,79.574,10.482,16.945,24.485,36.547,59.654,812.279,1014.284,1997.852,0.013
45,541.800,50.476,10.210,18.364,25.819,38.049,54.700,69.598,903.167,1035.848,0.020
50,491.800,72.119,10.233,17.349,26.708,44.224,95.551,260.479,948.307,1880.919,0.014
55,389.600,73.269,10.103,17.240,24.764,37.218,58.687,686.404,946.652,1019.344,0.014
60,406.600,78.523,10.244,16.589,24.279,36.899,61.087,770.741,936.923,1038.241,0.013
65,558.400,59.967,10.141,16.708,24.326,36.779,57.061,80.049,936.508,1801.556,0.017
70,457.800,66.708,10.156,15.872,23.087,33.442,52.526,618.174,926.097,1031.478,0.015
75,709.600,51.131,10.053,17.938,25.176,36.829,55.637,71.400,869.103,1045.044,0.020
80,362.600,88.756,10.177,15.539,23.598,36.297,57.115,872.132,1005.230,1045.262,0.011
85,395.200,71.473,10.236,16.391,24.128,35.514,55.088,728.900,967.496,1051.043,0.014
90,530.200,68.018,10.283,17.304,24.683,37.006,55.141,88.327,964.886,1068.095,0.015
95,477.000,60.604,10.229,16.371,24.287,36.740,57.501,84.149,920.962,1054.165,0.017
100,503.400,61.052,10.145,16.458,24.409,36.377,53.700,87.095,936.417,1048.076,0.016
105,550.600,57.327,10.269,16.907,24.282,36.665,54.476,73.405,947.712,1035.980,0.017
110,560.600,57.043,10.261,16.832,24.447,35.923,53.936,76.438,925.405,1098.363,0.018
115,584.600,54.354,9.873,16.774,24.241,36.023,52.275,70.528,904.691,1102.510,0.018
