Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683068134.145811,109651,30,1
1,ReadModifyWrite,1683068134.145845,77915,1,1
1,ReadModifyWrite,1683068134.145980,84294,28,1
1,ReadModifyWrite,1683068134.146017,97722,29,1
1,ReadModifyWrite,1683068134.146039,83485,31,1
1,ReadModifyWrite,1683068134.146049,102602,27,1
1,ReadModifyWrite,1683068134.146083,75109,25,1
1,ReadModifyWrite,1683068134.146422,83136,26,1
1,ReadModifyWrite,1683068134.146491,69291,24,1
1,ReadModifyWrite,1683068134.147255,79154,23,1
1,ReadModifyWrite,1683068134.147350,141922,17,1
1,ReadModifyWrite,1683068134.147366,79242,22,1
1,ReadModifyWrite,1683068134.147415,92845,20,1
1,ReadModifyWrite,1683068134.147441,63359,21,1
1,ReadModifyWrite,1683068134.147516,61005,15,1
1,ReadModifyWrite,1683068134.147526,88170,19,1
1,ReadModifyWrite,1683068134.147585,78254,18,1
1,ReadModifyWrite,1683068134.147636,55924,16,1
1,ReadModifyWrite,1683068134.147650,71394,7,1
1,ReadModifyWrite,1683068134.147700,79087,8,1
1,ReadModifyWrite,1683068134.147743,87392,10,1
1,ReadModifyWrite,1683068134.147966,70144,14,1
1,ReadModifyWrite,1683068134.148040,104825,11,1
1,ReadModifyWrite,1683068134.148054,58668,13,1
1,ReadModifyWrite,1683068134.148085,75123,12,1
1,ReadModifyWrite,1683068134.148134,64583,6,1
1,ReadModifyWrite,1683068134.148150,83900,9,1
1,ReadModifyWrite,1683068134.148208,90826,5,1
1,ReadModifyWrite,1683068134.148243,64519,4,1
1,ReadModifyWrite,1683068134.148287,69706,3,1
1,ReadModifyWrite,1683068134.148319,73772,0,1
1,ReadModifyWrite,1683068134.148377,115770,2,1
1,ReadModifyWrite,1683068134.203645,41573,16,1
1,ReadModifyWrite,1683068134.206749,23615,13,1
1,ReadModifyWrite,1683068134.208578,41388,15,1
1,ReadModifyWrite,1683068134.210824,99304,21,1
1,ReadModifyWrite,1683068134.212748,38710,6,1
1,ReadModifyWrite,1683068134.212812,23078,4,1
1,ReadModifyWrite,1683068134.215810,19598,24,1
1,ReadModifyWrite,1683068134.218021,23440,3,1
1,ReadModifyWrite,1683068134.218132,24779,14,1
1,ReadModifyWrite,1683068134.219063,23931,7,1
1,ReadModifyWrite,1683068134.221217,52963,25,1
1,ReadModifyWrite,1683068134.222139,42856,0,1
1,ReadModifyWrite,1683068134.223228,32457,12,1
1,ReadModifyWrite,1683068134.223784,38666,1,1
