Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,775,775.000,3428,16118,24662,67919,33608,49594,96969,1035301,1054379
1,192,192.000,4172,17233,29456,298689,54450,1985918,2031810,2062311,2067181
2,14,14.000,9379,1004096,1040205,1046236,1054897,2080771,2131261,2131261,2131261
3,44,44.000,4887,54185,1047385,1076243,1081660,3121695,4091119,4122440,4122440
4,39,39.000,9941,60390,1973447,1544550,3026073,3058419,3064965,3118064,3118064
5,8,8.000,10659,1986736,2015518,1643220,2045255,2068365,2068365,2068365,2068365
6,9,9.000,1007587,1031489,1040439,1153301,1058603,2080289,2080289,2080289,2080289
7,53,53.000,3199,25789,1021911,643303,1048913,1071255,2075990,2085504,2085504
8,4,4.000,23961,54669,1034926,542115,1054905,1054905,1054905,1054905,1054905
9,50,50.000,7297,25481,1031426,735322,1045906,2045870,2056224,3071786,3071786
10,46,46.000,9346,22442,1014679,1069574,2016373,3025648,3048864,4059232,4059232
11,28,28.000,6959,23316,1995155,1548458,3010517,3045454,3045648,3059001,3059001
12,9,9.000,994865,1028743,2042260,2138069,2043833,4085404,4085404,4085404,4085404
13,20,20.000,8155,1007211,1035312,1670043,3026799,3050824,3058510,3058510,3058510
14,29,29.000,8381,52107,2020459,1408057,2034688,2052743,2071438,2108599,2108599
15,4,4.000,8002,985333,1035716,768874,1046445,1046445,1046445,1046445,1046445
16,63,63.000,3197,33731,978811,592213,1005317,1025747,1052972,3003547,3003547
17,40,40.000,6514,43627,1028443,1099660,1982635,3024466,3029253,3055337,3055337
18,24,24.000,7525,1022573,2006322,1894521,3030634,3039681,3049426,3073228,3073228
19,11,11.000,1000243,1023955,2031154,1863651,3072823,3101265,3112574,3112574,3112574
20,20,20.000,29403,1017075,1038367,1238600,2031411,2085337,2105376,2105376,2105376
21,39,39.000,1557,41105,1023692,657399,1061497,1085339,1093681,1100976,1100976
22,71,71.000,3070,27373,74144,727158,1080984,2043779,2055042,2068473,2068473
23,16,16.000,22364,1023254,1032571,1157043,1061384,2045284,2058877,2058877,2058877
24,47,47.000,7444,25488,1007802,684307,1028402,1055485,1065932,2066918,2066918
25,52,52.000,3460,34366,995004,657000,1020123,1051864,2000470,2009715,2009715
26,37,37.000,9400,1005171,1025298,1022569,1053851,2019917,2034562,2039782,2039782
27,28,28.000,9761,997740,1021116,881166,1038844,1047752,1053819,1073689,1073689
28,87,87.000,2692,31807,50728,722679,1032059,2057600,3037254,4083501,4083501
29,14,14.000,1016303,1999755,2040792,2101391,3011891,3048525,3061051,3061051,3061051
30,16,16.000,9880,1017242,2013844,1591848,2031386,2044476,4107424,4107424,4107424
31,18,18.000,3044,998426,1030924,1205659,1077728,2080731,3102616,3102616,3102616
32,55,55.000,2933,22977,92770,754829,1049074,2014008,2988162,3113442,3113442
33,25,25.000,6675,1008268,1029303,1540833,2040717,3022294,3045928,4038224,4038224
34,17,17.000,999487,1043353,2017342,2261404,3023336,4042980,5064088,5064088,5064088
35,22,22.000,8341,30543,1979778,1462276,2003154,3020258,3037676,4011444,4011444
36,15,15.000,1003260,2028456,3009387,2363105,3025741,3040551,3056351,3056351,3056351
37,21,21.000,4660,11626,999847,870488,2003159,2021038,2025622,2050858,2050858
38,19,19.000,6976,979537,996179,1062958,1022809,2047269,4053392,4053392,4053392
39,63,63.000,7057,26200,56619,1375071,2970940,3036916,4026348,10063546,10063546
40,5,5.000,8230,29666,1024111,1423526,3015494,3040131,3040131,3040131,3040131
41,17,17.000,12869,968716,985766,2608577,2023238,9117054,11180716,11180716,11180716
42,19,19.000,11874,1008180,2047635,3100619,6051206,7058808,9208830,9208830,9208830
43,22,22.000,7396,1007497,8127116,5906818,9122161,9172025,9177022,9209234,9209234
44,4,4.000,1005767,1006436,8168640,4600586,8221503,8221503,8221503,8221503,8221503
