Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,212.800,218.257,3.428,16.928,25.950,39.772,1018.409,1079.754,3038.038,4122.440,0.005
5,24.800,778.671,3.199,29.564,1031.510,1049.762,2015.518,2059.752,2085.504,3071.786,0.001
10,26.400,1409.352,6.959,31.599,1042.040,2042.260,3030.513,3050.824,4059.232,4085.404,0.001
15,28.400,1058.733,3.197,42.722,1007.968,1982.635,3003.547,3039.439,3101.265,3112.574,0.001
20,38.600,791.264,1.557,32.993,1015.871,1051.260,2036.721,2053.613,2085.337,2105.376,0.001
25,43.600,866.809,2.692,39.101,1006.036,1039.365,2025.800,3011.891,4038.826,4083.501,0.001
30,26.200,1264.517,2.933,49.393,1029.303,2017.342,3011.657,3102.616,4107.424,5064.088,0.001
35,28.000,1376.590,4.660,30.918,1008.679,2051.673,3026.399,4011.444,4069.786,10063.546,0.001
40,13.400,3861.605,7.396,984.795,2047.635,8112.354,9134.458,9177.022,11180.716,11180.716,0.000
45,3.200,3872.906,38.725,3101.824,4161.511,6159.258,7164.600,7203.793,7203.793,7203.793,0.000
50,16.400,1015.061,3.086,28.649,1028.653,2024.568,2067.678,2086.864,3125.938,3125.938,0.001
55,29.400,1358.117,3.107,34.277,1027.428,2034.734,3076.992,4030.695,4067.762,4075.128,0.001
60,29.800,840.933,3.931,29.085,1007.985,1055.996,2049.670,2075.377,2133.957,3037.622,0.001
65,35.800,1071.131,3.579,25.882,1010.088,2044.528,3028.878,3088.840,4093.023,4109.417,0.001
70,20.600,1550.063,2.960,1007.023,1036.724,2048.524,3041.181,3096.003,4045.690,4046.751,0.001
75,27.000,1216.941,2.679,34.141,1019.731,2019.055,3040.887,3059.112,4067.602,4091.372,0.001
80,24.400,1378.918,4.959,1002.925,1024.219,2036.526,3040.904,3065.946,4077.744,5076.751,0.001
85,18.600,1765.874,1.635,1006.247,2003.596,2058.164,3093.952,4042.680,5064.195,5064.195,0.001
90,18.400,1251.738,2.396,31.656,1024.399,2027.455,2059.903,3053.572,5044.048,5044.048,0.001
95,27.600,1295.621,7.592,36.996,1027.075,2035.448,3032.448,3050.254,3078.258,4071.881,0.001
100,27.800,962.027,1.826,34.000,1024.882,1076.349,2064.492,2124.367,3085.821,3137.346,0.001
105,29.400,1237.598,2.730,30.780,97.961,2012.366,4021.357,5038.005,6056.342,6059.830,0.001
110,31.400,1217.241,3.137,27.035,1017.986,1068.624,4019.071,5046.774,5082.112,5096.037,0.001
115,26.000,602.268,2.936,18.591,57.702,1041.403,1988.984,2021.239,2046.756,2068.166,0.002
