Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1752.800,18.278,10.197,12.577,14.653,21.509,28.109,33.764,51.744,96.663,0.055
5,1794.800,17.823,10.431,12.451,14.163,22.118,27.422,32.235,43.597,78.918,0.056
10,1728.800,18.504,10.562,12.653,14.422,23.052,28.303,34.094,48.103,110.285,0.054
15,1614.400,19.814,10.160,12.507,14.519,22.582,28.288,33.704,47.050,1025.807,0.050
20,1741.200,18.374,10.570,12.617,14.465,22.999,28.390,33.693,47.130,100.321,0.054
25,1638.400,19.517,10.216,12.390,14.265,22.765,28.838,34.641,48.520,1022.850,0.051
30,1116.600,28.735,10.227,12.460,15.734,28.216,53.948,91.475,201.625,366.491,0.035
35,951.800,33.627,10.261,13.124,19.821,44.870,65.388,93.420,165.287,335.471,0.030
40,1427.000,22.690,10.232,12.992,16.087,27.049,40.890,50.342,78.786,316.021,0.044
45,1201.000,26.248,10.094,12.377,14.687,25.299,37.423,50.080,246.292,1018.598,0.038
50,1647.800,19.406,10.442,12.560,14.674,23.112,29.759,36.013,52.306,902.943,0.052
55,1753.200,18.248,10.378,12.608,14.364,22.862,28.156,33.060,45.111,120.719,0.055
60,1714.200,18.660,10.390,12.622,14.544,23.126,28.749,34.762,49.356,91.671,0.054
65,1623.000,19.709,10.103,12.393,14.128,22.487,27.754,33.812,48.576,1009.088,0.051
70,1720.200,18.602,10.460,12.625,14.434,23.108,28.758,34.628,49.916,111.428,0.054
75,1716.000,18.648,10.097,12.512,14.277,22.732,27.802,32.957,46.088,1019.486,0.054
80,1703.600,19.336,10.211,12.492,14.334,23.129,29.213,35.180,50.007,849.558,0.052
85,1473.600,21.087,9.870,12.361,14.341,22.504,28.549,34.198,50.778,1022.968,0.047
90,1685.000,19.048,10.309,12.503,14.398,22.931,28.880,34.762,48.553,713.524,0.052
95,1626.000,19.605,10.251,12.375,14.521,22.559,28.261,34.141,54.923,890.751,0.051
100,1500.800,21.309,10.075,12.281,13.961,22.365,27.871,33.276,53.082,1027.105,0.047
105,1721.800,18.873,10.183,12.536,14.413,23.106,28.506,34.243,50.064,1015.230,0.053
110,1632.600,19.320,10.115,12.402,14.352,22.921,28.580,33.752,47.190,780.314,0.052
115,1698.600,18.748,9.906,12.382,14.209,22.473,27.893,33.835,51.154,760.836,0.053
