Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1752,1752.000,10620,12560,14523,18399,21122,28558,34785,56583,96663
1,1742,1742.000,10440,12899,14839,18362,21490,28360,34661,45913,85460
2,1597,1597.000,10547,12907,16706,19960,23426,30988,38836,60817,88434
3,1812,1812.000,10197,12361,13914,17673,21142,26506,31514,48596,88506
4,1861,1861.000,10713,12306,13926,17230,20851,26157,30547,38919,70421
5,1854,1854.000,10431,12262,13938,17260,20927,25896,30571,40425,66595
6,1852,1852.000,10713,12318,13751,17236,21471,25963,30799,41279,71526
7,1780,1780.000,10626,12524,14250,17963,22430,27510,32118,43597,60285
8,1786,1786.000,10509,12660,14276,17924,22610,28062,31653,41830,61496
9,1702,1702.000,10565,12594,14616,18821,23380,29070,35834,49630,78918
10,1785,1785.000,10809,12539,14182,17943,22463,27369,32943,44892,62988
11,1753,1753.000,10757,12624,14275,18193,23257,28074,32680,42099,57854
12,1764,1764.000,10843,12559,14400,18166,22580,27653,33727,43490,60597
13,1639,1639.000,10811,12822,14684,19765,23922,29906,37699,72225,110285
14,1703,1703.000,10562,12757,14496,18547,23248,28337,34162,46376,65221
15,1762,1762.000,10713,12483,14288,18073,22841,27746,32059,42042,61139
16,1770,1770.000,10741,12614,14204,19972,22093,27492,32258,44940,1025807
17,1180,1180.000,10160,11638,12980,24501,20152,25378,32799,452523,827913
18,1691,1691.000,10531,12831,15056,18828,23648,29143,34943,44800,60546
19,1669,1669.000,10715,12807,15602,19167,23708,30119,35757,48061,71861
20,1738,1738.000,10674,12561,14461,18471,23018,28303,34227,52176,100321
21,1791,1791.000,10667,12508,14264,17771,22517,27213,31387,40808,57785
22,1752,1752.000,10768,12637,14292,18304,23176,28503,33547,43577,59434
23,1739,1739.000,10570,12553,14394,18328,23016,28948,34254,44006,55489
24,1686,1686.000,10595,12841,14869,19034,23386,28895,34462,56678,94064
25,1738,1738.000,10216,12377,14069,18358,22722,28877,34978,50734,107521
26,1777,1777.000,10613,12513,14264,18156,22765,28242,33518,43928,78570
27,1648,1648.000,10482,12277,13960,22818,22169,27219,32384,47588,1022850
28,1420,1420.000,10369,11786,13549,18452,21071,27200,32539,48001,503982
29,1609,1609.000,10801,12956,15322,19830,25270,31394,37003,50597,87375
30,1631,1631.000,10641,12560,14792,19738,24699,32887,39202,52917,93188
31,1343,1343.000,10399,12993,18552,24841,27151,47313,56791,121340,359284
32,509,509.000,10639,14044,46180,59911,75494,176603,206000,232557,306581
33,1246,1246.000,10227,12207,14163,26897,25147,41198,102509,207703,366491
34,854,854.000,10328,11427,13352,36141,52015,90764,113577,216098,303901
35,906,906.000,10364,15909,24545,36075,46264,67512,90429,164927,326672
