Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,491.800,66.723,13.247,33.407,63.311,88.938,113.986,130.328,166.291,2097.728,0.015
5,120.600,260.053,12.875,27.536,56.057,118.910,1036.703,1210.889,2083.323,3061.322,0.004
10,395.000,81.125,13.940,29.396,60.563,94.543,124.337,144.454,1055.933,1164.119,0.012
15,196.400,194.822,12.671,31.327,60.866,109.689,240.049,1061.140,2105.187,4288.531,0.005
20,70.800,392.230,12.579,15.406,32.287,763.874,1100.218,2038.921,3131.666,3168.899,0.003
25,41.600,816.805,8.594,26.453,138.387,1130.266,2060.164,2088.556,3084.461,3101.695,0.001
30,45.000,807.557,12.784,30.385,1002.967,1057.738,2038.367,2068.340,3032.733,3049.101,0.001
35,112.400,285.384,7.802,29.135,66.681,123.614,1054.345,1094.527,3093.155,3179.030,0.004
40,28.800,973.192,14.116,53.908,1034.477,2036.034,2097.298,2126.498,3087.119,3112.457,0.001
45,28.400,1037.058,13.181,60.537,1033.103,1121.329,3010.919,3106.373,3183.361,4119.134,0.001
50,41.000,894.881,10.580,54.457,1023.543,1103.218,2118.663,3043.104,3160.638,4142.147,0.001
55,36.000,877.251,13.853,58.420,1011.593,1097.885,2180.287,3040.933,3110.250,3145.293,0.001
60,30.200,1085.161,12.924,61.289,1049.066,2018.030,2075.526,3167.972,4089.980,4112.619,0.001
65,18.600,1534.821,12.878,1014.793,1072.795,2078.669,3074.235,4104.103,5120.240,5120.240,0.001
70,37.600,1065.554,13.503,45.952,1033.852,2026.244,2142.310,3074.673,4110.425,4151.005,0.001
75,33.200,626.113,13.673,37.286,246.823,1033.235,2007.269,2064.538,2102.089,2200.979,0.002
80,211.400,170.743,6.769,28.712,61.855,107.963,159.008,1050.497,2110.274,3174.618,0.006
85,23.800,1418.916,8.979,959.139,1048.776,2049.623,3066.796,4006.231,4062.451,4080.692,0.001
90,24.800,1252.917,13.030,51.161,1015.364,2054.335,4141.577,4170.921,4233.482,6211.218,0.001
95,28.400,1339.346,13.271,46.285,1027.474,2075.099,3056.170,4064.588,5057.199,5063.374,0.001
100,20.000,1337.538,11.617,1014.885,1062.167,2063.266,3062.409,3123.289,4119.207,4119.207,0.001
105,87.800,384.448,12.726,28.472,61.372,169.288,1181.320,2002.610,3054.002,3168.719,0.003
110,22.000,1248.110,13.610,39.190,1020.099,2058.529,3122.910,4011.144,5163.231,5216.079,0.001
115,7.600,587.808,12.428,16.409,36.798,1022.681,1895.521,1936.772,2087.871,2087.871,0.002
