Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1337.600,23.985,3.614,16.129,22.403,29.007,37.685,45.222,65.642,1034.188,0.042
5,1212.800,26.376,2.802,17.044,23.675,30.918,40.391,47.980,72.890,1036.062,0.038
10,1306.800,24.481,3.114,17.417,23.968,30.851,39.381,45.757,66.331,111.114,0.041
15,1286.400,24.870,2.727,17.519,23.857,30.428,38.716,45.942,65.609,1034.268,0.040
20,1292.600,24.764,3.312,17.885,24.199,30.884,39.586,46.819,69.054,103.339,0.040
25,1317.800,24.250,3.473,17.479,23.559,29.590,36.712,42.519,59.735,847.100,0.041
30,1275.200,25.132,2.874,16.756,23.057,30.018,38.827,45.873,66.153,1019.928,0.040
35,1306.800,24.458,2.782,17.374,23.711,30.831,39.463,46.764,64.195,104.421,0.041
40,1274.200,25.094,2.628,17.327,23.497,29.935,39.227,46.545,70.612,1039.450,0.040
45,1296.800,24.712,3.369,17.176,23.145,29.786,37.994,44.823,64.786,1019.570,0.040
50,1344.600,23.755,3.246,17.566,23.546,29.839,37.651,44.016,57.243,100.582,0.042
55,1242.600,25.755,2.721,16.086,22.618,29.762,39.213,47.415,69.815,1079.788,0.039
60,1276.600,25.068,3.232,17.662,24.303,31.636,40.641,47.782,66.678,107.162,0.040
65,1011.200,31.640,2.521,18.762,26.095,35.308,50.236,79.145,154.564,352.482,0.032
70,1292.400,24.764,2.689,17.784,24.095,30.938,40.199,47.351,65.901,120.175,0.040
75,1211.800,26.445,2.810,16.446,24.370,32.373,40.988,48.149,67.474,1016.924,0.038
80,716.000,45.135,2.394,19.287,29.979,52.686,108.380,138.664,230.284,365.182,0.022
85,1083.200,29.342,2.789,16.677,23.227,30.909,44.563,65.702,175.990,1034.809,0.034
90,1287.600,24.715,3.272,17.075,23.823,30.753,39.022,46.179,62.030,814.435,0.040
95,1279.600,25.030,2.534,17.298,24.083,31.729,40.609,48.155,66.701,114.535,0.040
100,1275.000,25.096,3.016,17.436,23.908,30.937,40.114,47.391,67.029,1036.824,0.040
105,1247.600,25.652,2.705,16.406,23.241,30.049,38.775,45.925,67.250,1040.806,0.039
110,1257.400,25.440,2.597,16.523,23.588,30.411,40.115,48.676,84.030,1026.139,0.039
115,1313.400,24.194,3.179,17.972,24.013,30.294,38.299,44.144,58.993,126.495,0.041
