Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,28.600,1204.120,4.142,1004.263,1024.619,2019.627,3011.254,3060.398,3079.878,3082.055,0.001
5,29.600,1195.817,3.998,1002.216,1015.437,2013.109,2020.823,2025.433,3019.322,3022.020,0.001
10,16.400,2102.935,3.277,1004.757,2011.969,4013.464,4027.099,5023.255,6026.839,6026.839,0.000
15,15.600,1631.495,5.030,1011.505,1027.170,2020.169,3026.355,3029.674,4030.946,4030.946,0.001
20,23.400,1625.660,3.358,19.702,2001.127,2999.115,3024.612,4008.301,5011.085,5014.899,0.001
25,17.200,1952.942,3.110,1006.230,2003.214,3011.441,4011.159,4024.839,5025.459,5025.459,0.001
30,13.200,2193.447,3.253,1013.852,2011.810,3015.833,4013.353,4019.901,5028.034,5028.034,0.000
35,21.000,1631.470,2.750,1005.500,1016.571,2021.495,3022.928,3029.307,4022.450,4032.891,0.001
40,14.800,2267.277,2.768,1002.429,2020.835,3016.946,4019.754,5018.860,6024.463,6024.463,0.000
45,18.600,1453.816,3.789,1001.290,1021.954,2016.059,3017.287,3024.187,4028.057,4028.057,0.001
50,24.400,2012.805,2.833,1002.210,1015.548,2997.188,5016.387,8008.245,10015.407,10015.859,0.000
55,6.400,5015.257,3.158,2996.792,6013.300,7021.138,8023.955,8032.456,9033.593,9033.593,0.000
60,12.000,1595.239,3.243,1001.418,1015.691,3012.270,3023.026,4021.142,4031.421,4031.421,0.001
65,17.600,1703.562,2.938,1008.371,2004.324,2017.221,3014.059,3023.434,4013.526,4013.526,0.001
70,13.600,2657.716,3.786,1009.535,3003.761,5005.560,5014.802,6010.731,7020.747,7020.747,0.000
75,18.600,1828.794,3.077,1009.573,2009.154,3010.069,3020.224,3033.103,4023.357,4023.357,0.001
80,24.000,1346.408,2.847,16.774,1000.937,3002.750,4007.776,5011.143,6003.988,6012.870,0.001
85,17.200,1475.808,2.835,1008.002,1018.594,2012.644,2023.996,3016.724,4020.101,4020.101,0.001
90,16.800,2011.694,2.784,1001.550,2008.466,4009.009,4021.530,5012.882,6025.292,6025.292,0.000
95,16.400,2929.012,2.631,1005.944,3009.274,4018.404,7026.369,8031.852,9028.513,9028.513,0.000
100,6.400,5108.383,3.600,1003.781,6012.176,8021.530,10025.855,12030.110,13023.171,13023.171,0.000
105,7.000,4496.560,2.603,2001.105,4015.276,7019.414,8021.982,10021.560,10022.247,10022.247,0.000
110,4.400,2784.996,2.770,1020.145,3016.350,5006.364,5012.720,5015.242,5020.567,5020.567,0.000
115,26.600,907.866,2.959,13.364,1009.244,2008.347,2019.738,2023.133,2027.796,2029.054,0.001
