Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1961,1961.000,11061,12392,13155,16457,16669,24340,30693,60564,107168
1,2081,2081.000,11007,12402,13179,15343,15004,22375,25807,35588,93366
2,2171,2171.000,10590,11972,12672,14738,14438,21816,24475,34802,70413
3,2162,2162.000,10573,12008,12737,14768,14414,22229,25032,33084,45905
4,2153,2153.000,10296,11968,12632,14890,14399,22330,25295,35097,56396
5,2051,2051.000,10679,11947,12688,15607,14853,23058,27065,60456,69056
6,2198,2198.000,10713,11967,12588,14559,14249,22219,24162,32722,41698
7,2144,2144.000,10884,11943,12661,14896,14460,22491,25578,33149,45101
8,2126,2126.000,10486,11987,12679,15030,14617,22265,25534,36397,77747
9,2169,2169.000,10832,11931,12639,14758,14428,22441,25118,32303,50491
10,2208,2208.000,10668,11846,12492,14490,13968,21690,24314,34007,80751
11,2145,2145.000,10523,11876,12553,14929,14278,22284,25360,37075,108165
12,2186,2186.000,10601,11982,12598,14610,14079,21835,24661,33440,56097
13,2156,2156.000,10712,11994,12685,14825,14549,22324,24885,33437,50661
14,2060,2060.000,10621,11824,12412,16424,13890,22553,27043,66971,731038
15,2080,2080.000,10618,11864,12564,14526,14238,21968,24634,33255,46273
16,2184,2184.000,10660,11867,12539,14631,14164,22105,24827,33942,45228
17,2157,2157.000,10689,11926,12645,14830,14618,22311,24953,35143,48527
18,2195,2195.000,10616,11889,12632,14575,14133,21608,24194,33233,46009
19,2180,2180.000,10848,11934,12612,14698,14412,22008,24642,33843,56363
20,2147,2147.000,10663,11946,12645,14851,14656,22295,24939,36102,66733
21,2174,2174.000,10640,11878,12541,14731,14021,22072,25122,35620,81846
22,2187,2187.000,10668,11951,12579,14627,14271,21854,24437,33015,51861
23,2219,2219.000,10666,11912,12515,14442,14221,21451,23739,32039,53030
24,2014,2014.000,10518,11885,12540,15843,14235,22279,25830,97708,119391
25,2085,2085.000,10896,12123,12975,15345,16094,23029,25921,34507,56982
26,2180,2180.000,10760,11913,12575,14701,14216,21892,25029,34222,47467
27,2149,2149.000,10660,11990,12649,14867,14540,22497,25163,33775,49467
28,2221,2221.000,10668,11877,12509,14386,13914,21149,24148,30924,45431
29,2068,2068.000,10747,12023,12680,15497,16886,23091,28447,37284,74448
30,2186,2186.000,10691,11891,12531,14618,14000,21847,24045,35318,91400
31,2163,2163.000,10835,12044,12815,14796,14480,21963,24782,32726,55131
32,2136,2136.000,10669,12126,12891,14997,15118,22101,25312,33949,50729
33,2080,2080.000,10631,11896,12545,15366,13992,22374,26138,65961,94945
34,2156,2156.000,10607,12003,12679,14825,14543,22083,25014,34555,44800
35,2109,2109.000,10739,11987,12799,15173,15449,22655,26068,35499,58475
36,2171,2171.000,10679,11982,12662,14762,14508,21922,25197,32975,42324
37,2184,2184.000,10682,11996,12622,14624,14185,22084,24477,31552,58987
38,2165,2165.000,10893,12008,12693,14749,14417,22181,24675,32876,51379
39,2169,2169.000,10862,12008,12688,14764,14194,22048,24619,36053,59520
40,2119,2119.000,10800,12070,12802,15114,15350,22575,25466,33539,67586
41,2194,2194.000,10829,12013,12701,14594,14127,22009,24711,31814,40154
42,2077,2077.000,10731,11918,12551,15384,13929,22137,25952,75462,89294
43,2144,2144.000,10621,12062,12822,14955,14771,22201,24935,34628,47080
44,2163,2163.000,10659,11907,12545,14771,14388,22389,24948,34349,45139
45,2224,2224.000,10705,11950,12572,14380,13738,21545,24319,31601,46863
46,2161,2161.000,10543,11969,12635,14786,14401,22238,24731,35698,48591
47,2150,2150.000,10590,11793,12390,16373,13672,21434,23755,35255,1020634
48,1673,1673.000,10302,11371,11992,17231,13454,20684,24502,97473,565706
49,2139,2139.000,10733,11989,12678,14933,14777,22356,24668,33420,57028
50,2167,2167.000,10779,11956,12656,14769,14695,22153,25009,32674,43500
51,2047,2047.000,10745,11955,12587,15671,14329,22578,27683,73462,104641
52,2190,2190.000,10725,11964,12533,14584,14049,21805,24409,31839,43804
53,2176,2176.000,10793,11971,12597,14649,14231,21960,24781,33925,47496
54,2115,2115.000,10793,11989,12781,15212,17388,22732,24927,33583,49084
55,2191,2191.000,10655,11897,12589,14594,14227,21717,24623,35120,71452
56,2138,2138.000,10863,12046,12800,14926,14810,22223,25311,34949,58329
57,2181,2181.000,10639,11852,12559,14665,14108,21743,24837,34501,73059
58,2211,2211.000,10544,11878,12515,14488,14245,21540,24360,33715,58125
59,2209,2209.000,10595,11876,12504,14469,13953,21619,24813,31906,48420
60,2194,2194.000,10699,11915,12584,14598,14208,22058,24343,32856,44389
61,2087,2087.000,10722,11873,12475,15308,14031,22681,26649,64773,87850
