Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,2105.600,15.215,10.296,12.120,12.863,14.844,22.495,25.807,37.920,107.168,0.066
5,2137.600,14.962,10.486,11.952,12.644,14.501,22.511,25.220,35.957,77.747,0.067
10,2151.000,15.040,10.523,11.899,12.543,14.134,22.109,25.074,35.976,731.038,0.066
15,2159.200,14.653,10.616,11.897,12.595,14.309,22.012,24.658,33.942,56.363,0.068
20,2148.200,14.883,10.518,11.914,12.563,14.269,21.994,24.751,35.490,119.391,0.067
25,2140.600,14.949,10.660,11.978,12.663,14.864,22.415,25.523,34.520,74.448,0.067
30,2144.200,14.917,10.607,11.990,12.678,14.406,22.072,24.998,36.684,94.945,0.067
35,2159.600,14.813,10.679,11.996,12.690,14.450,22.169,24.990,33.789,59.520,0.068
40,2139.400,14.959,10.621,11.985,12.686,14.425,22.265,25.112,35.026,89.294,0.067
45,2069.400,15.455,10.302,11.841,12.478,13.993,21.795,24.379,35.945,1020.634,0.065
50,2139.000,14.967,10.725,11.968,12.613,14.643,22.252,25.107,35.365,104.641,0.067
55,2186.000,14.627,10.544,11.904,12.582,14.283,21.743,24.805,33.602,73.059,0.068
60,2174.600,14.708,10.642,11.882,12.554,14.154,22.100,24.745,34.594,87.850,0.068
65,2194.400,14.584,10.518,11.851,12.528,14.079,21.834,24.569,33.976,93.456,0.069
70,2156.600,14.829,10.624,11.898,12.587,14.271,22.198,25.257,36.090,84.051,0.067
75,2153.200,14.856,10.613,11.933,12.591,14.215,22.126,25.105,35.473,88.535,0.067
80,2133.800,14.995,10.636,11.964,12.688,15.170,22.410,25.524,35.266,66.812,0.067
85,2159.400,14.825,10.644,11.952,12.604,14.140,21.952,24.731,35.540,83.744,0.067
90,2183.800,14.647,10.473,11.863,12.521,14.044,21.847,24.581,34.252,513.657,0.068
95,2144.800,14.942,10.606,11.924,12.638,14.524,22.390,25.367,35.640,80.967,0.067
100,1621.000,19.728,10.266,11.945,12.998,20.213,30.093,43.966,124.083,611.546,0.051
105,1945.400,16.427,10.425,11.837,12.669,15.123,25.588,32.052,74.458,139.157,0.061
110,2173.400,14.724,10.493,11.897,12.579,14.465,22.416,25.301,33.542,57.607,0.068
115,1876.600,16.991,10.471,12.028,13.027,16.509,25.422,31.947,49.534,1019.827,0.059
