Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1986.400,16.107,4.656,15.512,16.212,17.075,18.556,21.238,27.405,79.711,0.062
5,2121.600,15.080,4.579,14.991,15.531,16.095,16.743,17.469,20.997,77.931,0.066
10,2147.000,14.899,4.474,14.983,15.534,16.100,16.727,17.331,20.437,39.567,0.067
15,2165.600,14.770,4.579,14.969,15.477,16.005,16.589,17.152,18.806,25.224,0.068
20,2179.200,14.667,4.573,14.848,15.354,15.887,16.492,17.038,18.879,27.316,0.068
25,2175.200,14.718,4.558,14.828,15.363,15.930,16.572,17.193,20.307,24.858,0.068
30,2131.800,14.999,4.573,15.031,15.564,16.135,16.871,17.622,23.715,29.859,0.067
35,2133.200,14.990,4.567,15.082,15.632,16.218,16.937,17.760,20.089,25.911,0.067
40,2116.200,15.114,4.626,15.088,15.649,16.248,16.954,17.690,24.713,39.005,0.066
45,2118.600,15.099,4.597,15.207,15.788,16.380,17.028,17.576,19.789,24.915,0.066
50,2143.600,14.930,4.587,14.892,15.398,15.928,16.583,17.374,21.738,73.552,0.067
55,2145.000,14.906,4.513,15.064,15.586,16.133,16.746,17.324,19.858,28.064,0.067
60,2069.400,15.457,4.648,15.441,16.044,16.735,17.565,18.387,21.884,30.795,0.065
65,2122.800,15.070,4.609,15.229,15.805,16.360,16.957,17.423,18.711,28.242,0.066
70,2125.000,15.052,4.553,15.117,15.670,16.245,16.903,17.614,21.526,31.194,0.066
75,2111.800,15.154,4.677,15.295,15.864,16.445,17.105,17.658,19.312,25.081,0.066
80,2085.600,15.335,4.665,15.368,15.942,16.522,17.173,17.812,23.006,35.640,0.065
85,2123.000,15.075,4.574,15.149,15.697,16.322,17.035,17.709,20.487,28.148,0.066
90,2160.600,14.807,4.537,14.982,15.523,16.072,16.635,17.100,18.755,27.996,0.068
95,2144.400,14.912,4.479,14.877,15.403,15.964,16.648,17.551,20.276,70.338,0.067
100,2172.000,14.726,4.558,14.905,15.440,15.965,16.540,17.004,18.933,28.733,0.068
105,2154.400,14.852,4.591,14.998,15.563,16.106,16.693,17.155,19.025,25.069,0.067
110,2158.000,14.831,4.433,14.882,15.395,15.938,16.715,17.877,21.395,28.401,0.067
115,2156.200,14.780,4.612,14.895,15.403,15.901,16.520,17.498,21.299,24.802,0.068
