Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1532,1532.000,11107,13749,19564,20884,23520,29596,37328,64538,108840
1,1529,1529.000,10778,14606,19649,21059,24323,31754,36958,49534,69732
2,1289,1289.000,10478,12860,17884,28142,22072,27208,33002,653592,1030258
3,1381,1381.000,10188,13520,18285,19974,23711,28273,33245,43552,278084
4,1534,1534.000,10574,13702,19899,20852,24860,30140,36423,53748,93860
5,1554,1554.000,10846,13519,20357,20601,24846,29477,35130,46669,64970
6,1525,1525.000,11007,13637,20814,20967,25301,30696,35556,46052,70604
7,1542,1542.000,10887,13775,20745,20788,25321,29668,34923,46770,66898
8,1426,1426.000,10872,13838,22335,22396,27652,33512,39466,53046,75500
9,1393,1393.000,11178,13969,22855,22985,27835,34760,43234,58245,87494
10,1404,1404.000,11054,14311,23021,22736,27734,33593,39670,50793,68957
11,1321,1321.000,10870,14456,23291,24289,28464,37323,48799,70780,103236
12,828,828.000,10253,12789,18495,40985,24198,31061,43056,770681,1024434
13,1329,1329.000,10101,14181,22599,22629,27631,33899,38963,51633,75359
14,1398,1398.000,10234,13791,22402,22952,27507,34883,41448,69368,91727
15,1410,1410.000,10618,14129,22530,22616,28037,33948,39277,51882,85840
16,1393,1393.000,10918,14476,22814,22899,27978,33786,39607,52176,81506
17,1364,1364.000,10309,14321,22989,23508,28354,35372,43493,63135,79811
18,1385,1385.000,11093,14246,23144,23156,28178,34909,40625,57059,72764
19,1395,1395.000,10668,14116,22852,25739,28204,33576,38460,55528,637134
20,1165,1165.000,10298,13177,19754,24119,26317,32771,41726,198238,370207
21,1396,1396.000,11008,14184,23146,22859,27982,33931,41272,52217,80400
22,1395,1395.000,10907,13970,23420,22853,28275,34067,38491,53074,77580
23,1335,1335.000,11310,14459,23287,24116,29050,36755,46377,65737,78584
24,1393,1393.000,11048,14187,22940,22949,28525,33757,39066,52532,67580
25,1393,1393.000,10995,14357,22028,22954,27999,34674,40956,56868,82966
26,1381,1381.000,10751,14261,23322,23132,28358,34494,40012,53787,94293
27,1035,1035.000,10332,12662,19348,34467,24547,33021,43907,677901,1016308
28,1274,1274.000,10305,13683,21880,22219,27627,33670,39380,52463,85302
29,1362,1362.000,10623,13808,22937,23441,28288,35753,43128,65429,94577
30,1362,1362.000,10781,14297,23168,23492,28338,35711,41962,55333,83519
31,1370,1370.000,11005,14558,23346,23363,28624,35367,40593,55096,68578
