Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,1453.000,22.029,10.188,13.730,19.128,23.749,29.519,35.293,54.528,1030.258,0.045
5,1488.000,21.506,10.846,13.736,21.092,26.131,31.727,37.346,50.278,87.494,0.046
10,1256.000,25.494,10.101,14.004,22.157,27.514,34.570,41.659,68.524,1024.434,0.039
15,1389.400,23.583,10.309,14.265,22.862,28.141,34.439,39.863,55.916,637.134,0.042
20,1336.800,23.348,10.298,14.061,22.707,28.072,34.324,40.746,57.783,370.207,0.043
25,1289.000,24.799,10.305,13.832,21.817,27.653,34.416,41.059,64.326,1016.308,0.040
30,1372.200,23.325,10.741,14.400,23.261,28.366,35.286,41.414,55.333,93.387,0.043
35,1373.000,23.304,10.582,14.267,22.882,28.203,35.352,41.792,58.983,105.941,0.043
40,1393.800,22.950,10.712,14.171,22.893,28.015,34.246,40.105,54.698,108.788,0.044
45,1360.800,23.919,10.722,14.347,23.388,28.535,35.576,41.651,57.028,1024.441,0.042
50,1281.600,24.527,10.248,14.125,22.268,28.144,35.600,43.103,63.262,893.880,0.041
55,1326.800,24.135,10.083,14.124,22.271,27.571,33.807,40.717,57.344,898.745,0.041
60,1345.400,23.746,10.381,14.519,23.264,28.696,35.813,43.314,60.196,93.863,0.042
65,1368.800,23.398,10.126,14.362,23.219,28.517,35.061,41.414,55.214,102.759,0.043
70,1361.400,23.876,10.653,14.201,23.294,28.524,35.576,41.904,56.844,1029.764,0.042
75,1312.600,23.983,10.453,14.227,22.624,28.176,35.174,41.757,59.677,816.007,0.042
80,1291.400,24.778,10.116,14.152,22.405,28.101,35.333,42.167,66.914,1022.570,0.040
85,1372.400,23.320,10.285,14.327,23.125,28.518,34.958,41.481,56.429,101.909,0.043
90,1329.200,24.060,10.329,14.186,22.582,27.937,34.933,41.058,60.749,1024.150,0.042
95,1290.800,24.798,10.199,14.096,22.295,28.009,34.895,41.495,57.432,1026.084,0.040
100,1366.800,23.399,10.178,14.173,23.123,28.672,35.272,42.583,58.568,112.638,0.043
105,1368.400,23.379,10.730,14.442,23.258,28.447,35.111,40.929,55.881,101.520,0.043
110,1351.600,24.045,10.752,14.360,23.461,28.554,35.275,41.881,55.926,1041.906,0.042
115,1302.000,24.036,10.247,13.745,21.813,27.350,33.741,39.895,62.299,828.215,0.042
