Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,58.400,703.410,5.541,27.238,73.553,1052.315,2062.837,3011.832,4062.163,4112.550,0.001
5,33.200,943.829,5.535,36.498,1026.858,1086.919,2057.504,2987.828,3089.300,4067.388,0.001
10,11.400,2463.422,13.331,1974.085,3037.752,3084.336,4093.767,5046.830,5051.510,5051.510,0.000
15,26.000,1289.725,6.033,1005.105,1031.694,2021.956,3012.631,3035.824,4038.519,4094.734,0.001
20,43.400,746.879,4.624,32.324,999.450,1042.792,2040.983,2061.755,3059.523,3079.494,0.001
25,33.600,913.449,4.712,30.935,978.966,1999.687,2059.861,3018.707,4012.699,4037.076,0.001
30,30.600,1050.786,4.801,36.018,995.284,2004.048,3001.830,3025.677,4042.599,5027.799,0.001
35,24.400,1596.872,4.485,33.756,1969.456,2045.767,3105.590,4037.650,6112.529,7071.501,0.001
40,18.800,1549.688,5.592,40.918,1018.873,2045.608,4036.304,4072.191,6045.798,6045.798,0.001
45,17.200,1927.674,4.582,1010.381,1972.106,3063.591,3184.723,4010.494,6199.509,6199.509,0.001
50,30.200,1038.305,4.328,35.754,1002.819,1987.883,2055.562,3022.130,5026.579,6037.333,0.001
55,15.800,1781.820,9.959,1002.489,1985.260,2987.741,3084.346,4022.928,5060.400,5060.400,0.001
60,41.600,820.412,5.053,40.729,1008.311,1047.100,2038.865,2066.420,2146.545,4101.280,0.001
65,27.800,1100.712,4.644,40.466,1021.170,2012.759,2091.366,4062.069,4107.212,4169.326,0.001
70,20.600,1619.176,5.383,1005.714,1036.741,2038.347,3086.981,4038.501,5081.320,5090.581,0.001
75,21.600,1371.472,4.229,1002.450,1031.816,2042.287,3049.633,3065.298,4039.181,4082.089,0.001
80,19.600,1655.144,8.854,1006.585,2020.448,2064.300,3059.052,3078.504,4074.762,4074.762,0.001
85,17.600,2013.993,4.783,1008.577,1046.591,3046.906,4069.995,5066.196,6077.087,6077.087,0.000
90,22.000,1221.805,4.941,49.005,1023.515,2013.295,3015.270,3041.970,3058.610,4049.918,0.001
95,22.400,1483.551,4.785,1016.577,1043.385,2062.445,3054.253,3073.017,4089.024,4109.350,0.001
100,34.600,1105.843,4.379,39.725,1020.908,2010.341,3008.302,3131.511,4034.906,4143.749,0.001
105,14.600,1737.305,6.586,1007.370,1972.277,3001.731,3043.934,4002.541,4029.419,4029.419,0.001
110,30.600,1227.930,3.829,34.266,1024.227,1938.280,4006.048,4041.484,5041.985,5057.469,0.001
115,23.400,552.698,4.222,24.596,933.934,1025.322,1053.458,1064.973,2036.060,2037.397,0.002
