Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683659907.969455,1129890,3,1
1,ReadModifyWrite,1683659907.969485,1104029,28,1
1,ReadModifyWrite,1683659907.969549,86302,29,1
1,ReadModifyWrite,1683659907.969574,114236,30,1
1,ReadModifyWrite,1683659907.969818,80241,25,1
1,ReadModifyWrite,1683659907.969827,111875,26,1
1,ReadModifyWrite,1683659907.970924,98518,27,1
1,ReadModifyWrite,1683659907.971012,1101448,23,1
1,ReadModifyWrite,1683659907.971566,86213,24,1
1,ReadModifyWrite,1683659907.971581,1071347,22,1
1,ReadModifyWrite,1683659907.971685,1063333,21,1
1,ReadModifyWrite,1683659907.971699,76265,20,1
1,ReadModifyWrite,1683659907.972205,64594,19,1
1,ReadModifyWrite,1683659907.972309,1095132,18,1
1,ReadModifyWrite,1683659907.972411,1098384,17,1
1,ReadModifyWrite,1683659907.972430,93301,15,1
1,ReadModifyWrite,1683659907.972501,84358,16,1
1,ReadModifyWrite,1683659907.972550,79868,14,1
1,ReadModifyWrite,1683659907.972562,74298,12,1
1,ReadModifyWrite,1683659907.972670,1112142,13,1
1,ReadModifyWrite,1683659907.972680,80741,10,1
1,ReadModifyWrite,1683659907.972812,1113431,8,1
1,ReadModifyWrite,1683659907.972915,77577,11,1
1,ReadModifyWrite,1683659907.972924,74912,9,1
1,ReadModifyWrite,1683659907.972997,94162,7,1
1,ReadModifyWrite,1683659907.973109,73553,6,1
1,ReadModifyWrite,1683659907.973122,1075152,0,1
1,ReadModifyWrite,1683659907.973143,1125971,5,1
1,ReadModifyWrite,1683659907.973240,72896,2,1
1,ReadModifyWrite,1683659907.973352,81655,4,1
1,ReadModifyWrite,1683659907.973399,1110490,1,1
1,ReadModifyWrite,1683659908.036956,1045602,19,1
1,ReadModifyWrite,1683659908.046158,26810,2,1
1,ReadModifyWrite,1683659908.046712,1021649,6,1
1,ReadModifyWrite,1683659908.046880,1026086,12,1
1,ReadModifyWrite,1683659908.047854,1045142,9,1
1,ReadModifyWrite,1683659908.047982,1041625,20,1
1,ReadModifyWrite,1683659908.050083,1049060,25,1
1,ReadModifyWrite,1683659908.050506,21772,11,1
1,ReadModifyWrite,1683659908.052440,1046508,14,1
1,ReadModifyWrite,1683659908.053437,1031752,10,1
1,ReadModifyWrite,1683659908.055030,1029978,4,1
1,ReadModifyWrite,1683659908.055874,1046709,29,1
1,ReadModifyWrite,1683659908.056872,1037943,16,1
1,ReadModifyWrite,1683659908.057804,1031010,24,1
1,ReadModifyWrite,1683659908.065759,1035966,15,1
1,ReadModifyWrite,1683659908.067183,1018245,7,1
1,ReadModifyWrite,1683659908.069461,1020208,27,1
1,ReadModifyWrite,1683659908.072295,1009591,11,1
1,ReadModifyWrite,1683659908.072983,1012785,2,1
1,ReadModifyWrite,1683659908.081724,24878,26,1
1,ReadModifyWrite,1683659908.083835,10856,30,1
1,ReadModifyWrite,1683659908.094718,1017740,30,1
1,ReadModifyWrite,1683659908.106620,987134,26,1
1,ReadModifyWrite,1683659909.035052,13793,21,1
1,ReadModifyWrite,1683659909.042955,75260,22,1
1,ReadModifyWrite,1683659909.048295,38648,0,1
1,ReadModifyWrite,1683659909.048860,49607,21,1
1,ReadModifyWrite,1683659909.067470,24672,18,1
1,ReadModifyWrite,1683659909.068379,27238,6,1
1,ReadModifyWrite,1683659909.070815,29491,17,1
1,ReadModifyWrite,1683659909.072477,13798,23,1
1,ReadModifyWrite,1683659909.072983,26093,12,1
1,ReadModifyWrite,1683659909.073528,25840,28,1
1,ReadModifyWrite,1683659909.081905,29810,11,1
1,ReadModifyWrite,1683659909.082571,48586,19,1
1,ReadModifyWrite,1683659909.083902,13929,1,1
1,ReadModifyWrite,1683659909.084830,30557,13,1
1,ReadModifyWrite,1683659909.085023,16531,4,1
1,ReadModifyWrite,1683659909.085202,70022,10,1
1,ReadModifyWrite,1683659909.085448,26267,7,1
1,ReadModifyWrite,1683659909.085732,44398,31,1
1,ReadModifyWrite,1683659909.085784,30969,2,1
1,ReadModifyWrite,1683659909.086305,30191,8,1
1,ReadModifyWrite,1683659909.086325,44912,23,1
1,ReadModifyWrite,1683659909.086987,52026,0,1
1,ReadModifyWrite,1683659909.088826,53659,24,1
1,ReadModifyWrite,1683659909.089622,39850,20,1
1,ReadModifyWrite,1683659909.089680,52659,27,1
1,ReadModifyWrite,1683659909.092158,13512,18,1
1,ReadModifyWrite,1683659909.093011,27306,9,1
1,ReadModifyWrite,1683659909.093768,34393,26,1
1,ReadModifyWrite,1683659909.094830,48740,16,1
1,ReadModifyWrite,1683659909.095631,45230,6,1
1,ReadModifyWrite,1683659909.097846,9768,1,1
1,ReadModifyWrite,1683659909.098482,26813,21,1
1,ReadModifyWrite,1683659909.098970,19587,14,1
1,ReadModifyWrite,1683659909.099089,32187,12,1
1,ReadModifyWrite,1683659909.099132,44863,5,1
1,ReadModifyWrite,1683659909.099155,16697,25,1
1,ReadModifyWrite,1683659909.099366,43202,3,1
1,ReadModifyWrite,1683659909.099382,59436,28,1
1,ReadModifyWrite,1683659909.100320,20671,17,1
1,ReadModifyWrite,1683659909.101570,44612,4,1
1,ReadModifyWrite,1683659909.101739,42755,15,1
1,ReadModifyWrite,1683659909.102593,27993,29,1
1,ReadModifyWrite,1683659909.105684,23187,18,1
1,ReadModifyWrite,1683659909.107644,32323,1,1
1,ReadModifyWrite,1683659909.111732,19382,11,1
1,ReadModifyWrite,1683659909.111732,73071,7,1
1,ReadModifyWrite,1683659909.112509,34807,30,1
1,ReadModifyWrite,1683659909.115403,24764,13,1
1,ReadModifyWrite,1683659909.115869,13351,25,1
1,ReadModifyWrite,1683659909.116512,49617,8,1
1,ReadModifyWrite,1683659909.116768,41464,2,1
1,ReadModifyWrite,1683659909.118231,31013,22,1
1,ReadModifyWrite,1683659909.118572,35710,14,1
1,ReadModifyWrite,1683659909.120330,24882,9,1
1,ReadModifyWrite,1683659909.121002,64346,17,1
1,ReadModifyWrite,1683659909.125311,22461,21,1
1,ReadModifyWrite,1683659909.128178,34418,26,1
1,ReadModifyWrite,1683659909.128887,13686,18,1
1,ReadModifyWrite,1683659909.129235,29064,25,1
1,ReadModifyWrite,1683659909.129509,25870,20,1
1,ReadModifyWrite,1683659909.130152,58714,31,1
1,ReadModifyWrite,1683659909.130598,17013,29,1
1,ReadModifyWrite,1683659909.131161,53253,11,1
1,ReadModifyWrite,1683659909.131173,26083,19,1
1,ReadModifyWrite,1683659909.131251,34856,23,1
1,ReadModifyWrite,1683659909.131288,17356,12,1
1,ReadModifyWrite,1683659909.139028,47642,0,1
1,ReadModifyWrite,1683659909.139990,45508,1,1
1,ReadModifyWrite,1683659909.140182,18825,13,1
1,ReadModifyWrite,1683659909.140876,19499,6,1
1,ReadModifyWrite,1683659909.142351,29933,27,1
1,ReadModifyWrite,1683659909.142525,42904,24,1
1,ReadModifyWrite,1683659909.142592,30614,3,1
1,ReadModifyWrite,1683659909.142640,26677,18,1
1,ReadModifyWrite,1683659909.143586,31216,16,1
1,ReadModifyWrite,1683659909.144008,43679,5,1
1,ReadModifyWrite,1683659909.144507,26956,15,1
1,ReadModifyWrite,1683659909.145228,28983,9,1
1,ReadModifyWrite,1683659909.146199,18920,4,1
1,ReadModifyWrite,1683659909.147332,12144,30,1
1,ReadModifyWrite,1683659909.147627,26013,29,1
1,ReadModifyWrite,1683659909.147787,25598,21,1
1,ReadModifyWrite,1683659909.148661,30848,12,1
1,ReadModifyWrite,1683659909.149261,37515,22,1
1,ReadModifyWrite,1683659909.154296,55223,14,1
1,ReadModifyWrite,1683659909.155241,54923,10,1
1,ReadModifyWrite,1683659909.155396,16879,20,1
1,ReadModifyWrite,1683659909.157279,7944,19,1
1,ReadModifyWrite,1683659909.158247,1049527,2,1
1,ReadModifyWrite,1683659909.158316,2052251,25,1
1,ReadModifyWrite,1683659909.158835,2095433,28,1
1,ReadModifyWrite,1683659909.159023,12475,13,1
1,ReadModifyWrite,1683659909.159494,13996,30,1
1,ReadModifyWrite,1683659909.160399,40145,6,1
1,ReadModifyWrite,1683659909.162618,14668,26,1
1,ReadModifyWrite,1683659909.165145,2084354,4,1
1,ReadModifyWrite,1683659909.165242,22061,19,1
1,ReadModifyWrite,1683659909.166124,2032559,23,1
1,ReadModifyWrite,1683659909.166144,23751,8,1
1,ReadModifyWrite,1683659909.169341,18948,18,1
1,ReadModifyWrite,1683659909.171477,2023164,15,1
1,ReadModifyWrite,1683659909.171507,15600,13,1
1,ReadModifyWrite,1683659909.172290,12496,20,1
1,ReadModifyWrite,1683659909.172293,13509,27,1
