Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,22.200,2161.258,3.005,1015.643,1966.377,3011.628,5094.100,6112.191,7110.864,7114.114,0.000
5,7.400,2726.507,6.953,1010.091,2070.832,4088.322,5097.645,5120.684,8149.513,8149.513,0.000
10,17.200,1893.628,3.287,1021.850,2013.521,2060.095,4048.921,4053.369,5076.714,5076.714,0.001
15,26.200,1301.034,3.674,25.735,1024.209,2019.289,3007.207,3028.605,4034.211,5025.317,0.001
20,10.800,3552.335,8.421,2021.823,4023.655,5050.303,6045.098,7052.682,7057.397,7057.397,0.000
25,15.800,1746.847,2.865,1004.642,2014.802,3022.733,3058.914,3080.647,4066.778,4066.778,0.001
30,16.600,2256.331,3.636,1012.376,2019.475,3070.677,4020.167,5014.945,5028.433,5028.433,0.000
35,14.400,1855.550,3.103,1018.778,2007.925,3019.758,4010.953,4049.326,4996.760,4996.760,0.001
40,21.200,1833.572,3.023,1003.430,1041.485,2051.617,4043.605,5042.813,5053.395,5057.485,0.001
45,12.600,2744.486,3.137,1011.301,2025.587,4052.270,5054.752,7059.095,7070.521,7070.521,0.000
50,8.400,2263.537,3.714,1006.750,2018.598,3036.323,5044.348,5050.117,5065.495,5065.495,0.000
55,23.000,1467.897,2.636,978.065,1019.790,2031.427,3060.910,4030.928,4061.702,5038.191,0.001
60,28.200,1246.485,2.493,993.903,1018.736,2016.894,3016.935,3040.360,3058.813,4036.820,0.001
65,25.800,1504.903,2.548,33.337,1015.862,2020.962,4015.087,4032.558,6018.953,6032.028,0.001
70,14.000,1913.149,2.726,1010.308,2004.935,3010.080,4025.583,5030.968,5039.350,5039.350,0.001
75,7.800,2822.694,10.762,1972.300,3020.755,4031.152,4039.605,4076.601,5077.484,5077.484,0.000
80,16.600,2747.750,2.861,1008.129,3028.444,4062.649,5065.903,5091.992,6086.891,6086.891,0.000
85,20.800,890.066,2.480,39.994,995.971,1041.839,1986.412,2005.526,2042.767,2045.801,0.001
90,39.600,1036.379,3.597,22.588,1014.045,1027.902,3014.753,3021.888,5026.295,5027.054,0.001
95,13.600,1747.067,3.439,1011.586,1989.188,2995.765,3018.849,3028.036,4017.188,4017.188,0.001
100,20.800,1703.526,3.012,35.710,1021.930,3023.589,4099.816,5051.523,5053.475,5085.574,0.001
105,20.400,1481.103,2.347,1002.709,1064.081,2018.955,3027.220,4026.483,4033.791,4035.754,0.001
110,16.000,1976.741,2.572,1013.735,2010.731,3010.107,4025.930,5017.598,6021.138,6021.138,0.001
115,2.600,699.312,2.360,3.202,4.982,1001.206,3006.722,3009.318,3009.318,3009.318,0.001
