Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,709,709.000,7697,29895,40200,45927,53355,78224,106034,151577,215976
1,819,819.000,8155,25949,40122,39375,51749,61074,67780,77135,95845
2,775,775.000,7452,24308,41009,41410,54321,66863,76062,107457,131926
3,698,698.000,6682,24525,41912,45223,57631,78519,101550,142350,163482
4,424,424.000,5751,18989,37954,190185,65715,115969,1972385,2984154,3116442
5,7,7.000,7739,872587,895621,935457,991684,1934747,1934747,1934747,1934747
6,54,54.000,5911,12809,102693,552441,1044522,1123939,1995823,2178598,2178598
7,97,97.000,5599,14542,40931,331427,859067,1041795,1082289,1109342,1109342
8,236,236.000,7700,24452,41672,46631,62508,82610,101738,133127,144809
9,831,831.000,7352,19259,34188,38499,53897,69497,78669,88983,105194
10,680,680.000,6039,21350,39606,88511,59419,82745,167008,1131851,1190072
11,30,30.000,7305,16118,124873,128295,166603,184100,187826,1011892,1011892
12,814,814.000,6929,19540,33816,38971,53329,73241,82799,111280,137790
13,789,789.000,6965,19966,38354,40492,56087,71476,78919,117609,142058
14,771,771.000,6883,22138,40104,42664,59061,76461,89245,109317,135142
15,727,727.000,6633,22081,39066,42795,55958,74291,90890,140788,169689
16,144,144.000,7260,32109,47485,306315,77156,1052461,1099049,2121879,2164398
17,46,46.000,6595,36099,1005792,620087,1079691,1127661,1138268,1183215,1183215
18,82,82.000,7104,34070,113154,541346,1035623,1061721,2059845,3166408,3166408
19,31,31.000,8360,1015486,1065985,1529773,2096924,3057770,3107769,3108991,3108991
20,17,17.000,10727,1013479,1047175,1379470,2011017,2049009,2059063,2059063,2059063
21,22,22.000,6609,1008244,1029395,1073021,1074758,1986187,1989809,2051891,2051891
22,159,159.000,5005,8215,13196,176562,84239,854421,962449,1002995,1109142
23,106,106.000,5722,16094,51546,350696,1043922,1092042,1107037,1151031,1161492
24,114,114.000,6574,22713,44592,579208,1019392,2073840,2119543,4110047,4130179
25,12,12.000,6268,967347,1020142,1362539,3042481,3044390,3113146,3113146,3113146
26,58,58.000,6325,18051,76860,876097,2005705,2999557,3078629,3104802,3104802
27,15,15.000,4987,10182,971078,608835,999073,1034540,2016134,2016134,2016134
28,46,46.000,6801,18036,1012616,620376,1044072,1062336,1089095,2111943,2111943
29,54,54.000,5736,24938,54126,374114,992229,1076251,2060261,2087367,2087367
30,69,69.000,5213,8663,17895,474455,980046,1907842,2039771,3038201,3038201
31,20,20.000,12169,987492,2020583,1533335,2061417,3077985,3078897,3078897,3078897
32,17,17.000,1006317,1042949,1063046,1232691,1083528,2070291,2118822,2118822,2118822
33,37,37.000,7523,40970,1024350,895997,1039697,1090594,3052848,4035546,4035546
34,40,40.000,7698,37819,1995533,1545900,3034493,3116581,3118407,3131552,3131552
35,9,9.000,956521,1017689,2025710,1586619,2046727,2116194,2116194,2116194,2116194
36,24,24.000,8720,43166,1014189,794764,1080520,1127626,2118651,2134331,2134331
37,87,87.000,3730,26629,60093,378899,994924,1033540,1041479,1122907,1122907
38,569,569.000,6742,17944,35595,39860,55811,75960,89267,103710,123802
39,121,121.000,8132,21191,38699,373569,991798,1053038,1104458,3115807,3142888
40,44,44.000,5624,29669,1016214,982288,2089713,2128616,2133791,2138661,2138661
41,14,14.000,991008,997048,1068737,1054997,1099738,1115695,1153289,1153289,1153289
42,93,93.000,7095,29016,70978,543210,1038070,2026731,2070257,3145692,3145692
43,25,25.000,9343,1015616,1042171,1161806,2023768,2049800,2051157,2121492,2121492
44,29,29.000,9111,899782,1035435,874372,1083706,1119678,2118090,2130969,2130969
45,70,70.000,7350,29175,86602,560997,1064260,1121343,2004597,3049093,3049093
46,37,37.000,5906,974662,1968519,1443961,2020194,2033465,2050086,2075940,2075940
47,5,5.000,1024573,1042294,1063884,1243173,1069092,2016024,2016024,2016024,2016024
48,74,74.000,5387,33205,79211,643261,1057627,2063167,2099932,2205788,2205788
49,25,25.000,12544,1007435,1042666,812520,1072490,1092608,1116924,1177307,1177307
50,100,100.000,5822,30204,71116,495853,1049882,1131892,2070190,3160665,3160665
51,30,30.000,6487,1024747,2071489,1660074,2100346,2140237,3114785,3124146,3124146
52,6,6.000,1009307,1032658,1034322,1222619,1120875,2105454,2105454,2105454,2105454
53,24,24.000,8642,39522,78483,361220,1084441,1124008,1125606,1132756,1132756
54,35,35.000,5028,32681,1022534,1146353,2020621,3038361,3059066,4044468,4044468
55,32,32.000,6020,59383,1993582,1426994,2023518,2051415,2995070,3015343,3015343
56,6,6.000,7812,1015812,2002719,1352866,2012989,2028189,2028189,2028189,2028189
57,29,29.000,11653,1004259,1015349,924090,1045959,1064510,1082426,1112006,1112006
58,117,117.000,5483,28154,74685,382237,1008979,1091203,2014319,2069481,2102539
59,34,34.000,5689,1002275,1038785,813501,1069404,1085281,1097673,1101357,1101357
60,100,100.000,6739,39752,119134,531535,1029115,1202441,3047493,3088914,3088914
61,28,28.000,12555,1011764,2018381,1531153,2044225,2069943,2073476,2091122,2091122
62,8,8.000,976635,1019013,1088712,1425716,2097523,2099916,2099916,2099916,2099916
63,54,54.000,6726,26182,1012133,744336,1070474,1106129,2997308,4012075,4012075
64,40,40.000,8628,54662,1115939,1497044,2997973,3014257,4024835,4124580,4124580
65,10,10.000,1017748,1975676,1991303,2006463,2037937,3057414,3057414,3057414,3057414
66,12,12.000,6336,1008521,1078626,1385478,2090455,2096330,2107945,2107945,2107945
67,31,31.000,15684,1007656,1066515,1124999,2015857,2107798,2129257,2137424,2137424
68,31,31.000,6766,64619,1053318,954469,1090726,2039726,2057563,3107461,3107461
